"oxide",  "APXS analysis ver 1","statistical uncertainty (precision)"
Na2O    ,  2.19    ,  0.13  
MgO     ,  6.78    ,  0.17  
Al2O3   ,  8.51    ,  0.19  
SiO2    , 44.29    ,  0.53  
P2O5    ,  0.88    ,  0.05  
SO3     ,  4.97    ,  0.12  
Cl      ,  1.24    ,  0.04  
K2O     ,  0.60    ,  0.02  
CaO     ,  6.01    ,  0.08  
TiO2    ,  1.30    ,  0.05  
Cr2O3   ,  0.28    ,  0.03  
MnO     ,  0.26    ,  0.03  
FeO     , 22.45    ,  0.26  
Ni      ,  0.0517  ,  0.0030
Zn      ,  0.0620  ,  0.0025
Br      ,  0.0087  ,  0.0010
