"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.88    ,  0.20  
MgO     ,  5.64    ,  0.25  
Al2O3   ,  8.84    ,  0.29  
SiO2    , 46.64    ,  0.75  
P2O5    ,  0.89    ,  0.07  
SO3     ,  7.13    ,  0.20  
Cl      ,  2.01    ,  0.07  
K2O     ,  0.96    ,  0.04  
CaO     ,  4.62    ,  0.10  
TiO2    ,  1.04    ,  0.05  
Cr2O3   ,  0.27    ,  0.03  
MnO     ,  0.23    ,  0.03  
FeO     , 18.60    ,  0.20  
Ni      ,  0.0881  ,  0.0060
Zn      ,  0.0935  ,  0.0045
Br      ,  0.0223  ,  0.0015
