"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.45    ,  0.14  
MgO     ,  8.89    ,  0.25  
Al2O3   ,  8.78    ,  0.19  
SiO2    , 41.93    ,  0.43  
P2O5    ,  2.02    ,  0.12  
SO3     ,  4.01    ,  0.08  
Cl      ,  0.90    ,  0.02  
K2O     ,  0.55    ,  0.02  
CaO     ,  5.65    ,  0.07  
TiO2    ,  0.93    ,  0.03  
Cr2O3   ,  0.37    ,  0.01  
MnO     ,  0.46    ,  0.01  
FeO     , 22.77    ,  0.26  
Ni      ,  0.0871  ,  0.0045
Zn      ,  0.1391  ,  0.0045
Br      ,  0.0096  ,  0.0005
