"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.07    ,  0.07  
MgO     ,  4.39    ,  0.17  
Al2O3   ,  7.16    ,  0.19  
SiO2    , 37.03    ,  0.43  
P2O5    ,  0.72    ,  0.05  
SO3     , 21.08    ,  0.22  
Cl      ,  1.08    ,  0.02  
K2O     ,  0.56    ,  0.02  
CaO     , 12.30    ,  0.13  
TiO2    ,  0.79    ,  0.03  
Cr2O3   ,  0.28    ,  0.01  
MnO     ,  0.13    ,  0.01  
FeO     , 12.20    ,  0.13  
Ni      ,  0.0581  ,  0.0030
Zn      ,  0.0486  ,  0.0015
Br      ,  0.0135  ,  0.0005
