"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.47    ,  0.14  
MgO     ,  5.75    ,  0.17  
Al2O3   ,  8.94    ,  0.19  
SiO2    , 47.82    ,  0.54  
P2O5    ,  0.83    ,  0.05  
SO3     ,  5.62    ,  0.08  
Cl      ,  1.88    ,  0.03  
K2O     ,  1.17    ,  0.04  
CaO     ,  2.99    ,  0.04  
TiO2    ,  1.03    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.38    ,  0.01  
FeO     , 20.52    ,  0.26  
Ni      ,  0.0993  ,  0.0050
Zn      ,  0.1304  ,  0.0040
Br      ,  0.0112  ,  0.0005
