"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.80    ,  0.14  
MgO     ,  9.28    ,  0.25  
Al2O3   ,  8.77    ,  0.19  
SiO2    , 42.03    ,  0.43  
P2O5    ,  0.92    ,  0.07  
SO3     ,  6.06    ,  0.12  
Cl      ,  1.17    ,  0.04  
K2O     ,  0.44    ,  0.02  
CaO     ,  6.47    ,  0.07  
TiO2    ,  0.97    ,  0.03  
Cr2O3   ,  0.42    ,  0.03  
MnO     ,  0.42    ,  0.03  
FeO     , 20.08    ,  0.26  
Ni      ,  0.0567  ,  0.0035
Zn      ,  0.0448  ,  0.0020
Br      ,  0.0073  ,  0.0010
