"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.37    ,  0.14  
MgO     ,  7.65    ,  0.17  
Al2O3   ,  8.69    ,  0.19  
SiO2    , 43.67    ,  0.54  
P2O5    ,  1.02    ,  0.07  
SO3     , 10.11    ,  0.12  
Cl      ,  0.88    ,  0.02  
K2O     ,  0.65    ,  0.02  
CaO     ,  5.30    ,  0.06  
TiO2    ,  1.04    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.32    ,  0.01  
FeO     , 17.33    ,  0.20  
Ni      ,  0.2798  ,  0.0140
Zn      ,  0.1958  ,  0.0060
Br      ,  0.0098  ,  0.0005
