"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.83    ,  0.14  
MgO     ,  4.93    ,  0.17  
Al2O3   , 10.37    ,  0.29  
SiO2    , 51.50    ,  0.54  
P2O5    ,  1.37    ,  0.07  
SO3     ,  3.57    ,  0.05  
Cl      ,  0.54    ,  0.02  
K2O     ,  0.98    ,  0.04  
CaO     ,  3.79    ,  0.04  
TiO2    ,  1.11    ,  0.03  
Cr2O3   ,  0.35    ,  0.01  
MnO     ,  0.50    ,  0.01  
FeO     , 17.85    ,  0.20  
Ni      ,  0.0561  ,  0.0030
Zn      ,  0.1558  ,  0.0050
Br      ,  0.0139  ,  0.0005
