"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.53    ,  0.27  
MgO     ,  5.27    ,  0.33  
Al2O3   ,  9.50    ,  0.38  
SiO2    , 48.61    ,  0.86  
P2O5    ,  0.74    ,  0.09  
SO3     ,  3.78    ,  0.22  
Cl      ,  1.02    ,  0.08  
K2O     ,  1.23    ,  0.06  
CaO     ,  2.93    ,  0.11  
TiO2    ,  1.08    ,  0.09  
Cr2O3   ,  0.33    ,  0.06  
MnO     ,  0.06    ,  0.04  
FeO     , 22.61    ,  0.26  
Ni      ,  0.0773  ,  0.0100
Zn      ,  0.1196  ,  0.0075
Br      ,  0.0141  ,  0.0025
