"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.66    ,  0.14  
MgO     ,  6.01    ,  0.17  
Al2O3   ,  9.20    ,  0.19  
SiO2    , 48.69    ,  0.54  
P2O5    ,  0.89    ,  0.05  
SO3     ,  5.40    ,  0.10  
Cl      ,  1.06    ,  0.03  
K2O     ,  1.00    ,  0.04  
CaO     ,  4.02    ,  0.06  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.33    ,  0.01  
FeO     , 19.05    ,  0.20  
Ni      ,  0.0836  ,  0.0045
Zn      ,  0.1014  ,  0.0035
Br      ,  0.0040  ,  0.0005
