"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.24    ,  0.07  
MgO     ,  2.66    ,  0.08  
Al2O3   ,  7.81    ,  0.19  
SiO2    , 42.90    ,  0.54  
P2O5    ,  1.11    ,  0.07  
SO3     ,  9.86    ,  0.10  
Cl      ,  0.89    ,  0.02  
K2O     ,  0.94    ,  0.04  
CaO     ,  7.52    ,  0.08  
TiO2    ,  1.05    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.21    ,  0.01  
FeO     , 22.12    ,  0.26  
Ni      ,  0.0924  ,  0.0050
Zn      ,  0.1422  ,  0.0045
Br      ,  0.0021  ,  0.0005
