"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.25    ,  0.14  
MgO     ,  5.03    ,  0.17  
Al2O3   ,  8.85    ,  0.19  
SiO2    , 49.76    ,  0.54  
P2O5    ,  1.06    ,  0.07  
SO3     ,  6.04    ,  0.08  
Cl      ,  1.31    ,  0.02  
K2O     ,  0.93    ,  0.04  
CaO     ,  3.44    ,  0.04  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.19    ,  0.01  
FeO     , 19.40    ,  0.26  
Ni      ,  0.0765  ,  0.0040
Zn      ,  0.1533  ,  0.0050
Br      ,  0.0529  ,  0.0020
