"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.45    ,  0.14  
MgO     ,  8.60    ,  0.25  
Al2O3   ,  7.43    ,  0.19  
SiO2    , 39.66    ,  0.54  
P2O5    ,  0.88    ,  0.07  
SO3     ,  7.34    ,  0.17  
Cl      ,  1.24    ,  0.05  
K2O     ,  1.01    ,  0.04  
CaO     ,  5.72    ,  0.08  
TiO2    ,  1.00    ,  0.07  
Cr2O3   ,  0.38    ,  0.03  
MnO     ,  0.50    ,  0.03  
FeO     , 23.44    ,  0.26  
Ni      ,  0.0385  ,  0.0045
Zn      ,  0.1352  ,  0.0045
Br      ,  0.1017  ,  0.0035
