"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.45    ,  0.14  
MgO     ,  7.34    ,  0.17  
Al2O3   ,  8.43    ,  0.19  
SiO2    , 43.86    ,  0.54  
P2O5    ,  1.00    ,  0.07  
SO3     , 10.30    ,  0.12  
Cl      ,  1.88    ,  0.03  
K2O     ,  0.85    ,  0.04  
CaO     ,  4.39    ,  0.06  
TiO2    ,  0.99    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.21    ,  0.01  
FeO     , 17.65    ,  0.20  
Ni      ,  0.0925  ,  0.0050
Zn      ,  0.1280  ,  0.0040
Br      ,  0.0375  ,  0.0015
