"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.80    ,  0.20  
MgO     ,  6.45    ,  0.25  
Al2O3   , 11.99    ,  0.29  
SiO2    , 45.73    ,  0.75  
P2O5    ,  0.93    ,  0.09  
SO3     ,  5.60    ,  0.22  
Cl      ,  1.48    ,  0.07  
K2O     ,  0.46    ,  0.04  
CaO     ,  6.25    ,  0.13  
TiO2    ,  0.86    ,  0.09  
Cr2O3   ,  0.11    ,  0.03  
MnO     ,  0.25    ,  0.04  
FeO     , 15.98    ,  0.20  
Ni      ,  0.0146  ,  0.0045
Zn      ,  0.0325  ,  0.0035
Br      ,  0.0095  ,  0.0015
