"Target: Waternish_raster3, Contains DAT files: APB_577019972ESC20220691768_______M1.DAT"
 6119.9  ,      80
 6144.3  ,      95
 6168.7  ,     141
 6193.1  ,     233
 6217.5  ,     399
 6241.9  ,     754
 6266.3  ,    1362
 6290.7  ,    2341
 6315.1  ,    3436
 6339.5  ,    4567
 6363.8  ,    5460
 6388.2  ,    5815
 6412.6  ,    5076
 6437.0  ,    3943
 6461.4  ,    2727
 6485.8  ,    1618
 6510.2  ,     823
 6534.6  ,     405
 6559.0  ,     157
 6583.4  ,     101
 6607.8  ,      50
 6632.2  ,      33
 6656.6  ,      30
 6681.0  ,      22
 6705.4  ,      35
 6729.8  ,      38
 6754.2  ,      36
 6778.6  ,      32
 6803.0  ,      46
 6827.4  ,      55
 6851.7  ,      77
 6876.1  ,     128
 6900.5  ,     178
 6924.9  ,     271
 6949.3  ,     485
 6973.7  ,     625
 6998.1  ,     734
 7022.5  ,     886
 7046.9  ,     897
 7071.3  ,     809
 7095.7  ,     578
 7120.1  ,     400
 7144.5  ,     250
 7168.9  ,     164
 7193.3  ,      76
 7217.7  ,      29
 7242.1  ,      32
 7266.5  ,      15
 7290.9  ,      14
 7315.3  ,      18
 7339.7  ,       3
 7364.0  ,      16
 7388.4  ,      21
 7412.8  ,      17
 7437.2  ,      13
 7461.6  ,      10
 7486.0  ,      14
 7510.4  ,      13
 7534.8  ,      14
 7559.2  ,       4
 7583.6  ,       9
 7608.0  ,       8
 7632.4  ,       8
 7656.8  ,       7
 7681.2  ,      11
 7705.6  ,      13
 7730.0  ,      11
 7754.4  ,      10
 7778.8  ,      11
 7803.2  ,       9
 7827.6  ,      12
 7852.0  ,      10
 7876.3  ,      15
 7900.7  ,       9
 7925.1  ,       9
 7949.5  ,      14
 7973.9  ,      14
 7998.3  ,      13
 8022.7  ,      11
 8047.1  ,      11
 8071.5  ,      15
 8095.9  ,      10
 8120.3  ,      12
 8144.7  ,      19
 8169.1  ,       8
 8193.5  ,       7
 8217.9  ,       8
 8242.3  ,      15
 8266.7  ,      11
 8291.1  ,      13
 8315.5  ,      13
 8339.9  ,      12
 8364.3  ,      10
 8388.6  ,       8
 8413.0  ,       8
 8437.4  ,      13
 8461.8  ,      10
 8486.2  ,      16
 8510.6  ,      14
 8535.0  ,      23
 8559.4  ,      39
 8583.8  ,      34
 8608.2  ,      46
 8632.6  ,      48
 8657.0  ,      35
 8681.4  ,      36
 8705.8  ,      26
 8730.2  ,      15
 8754.6  ,      18
 8779.0  ,      11
 8803.4  ,       8
 8827.8  ,       8
 8852.2  ,      13
 8876.6  ,      12
 8900.9  ,       3
 8925.3  ,       9
 8949.7  ,      12
 8974.1  ,       7
 8998.5  ,       5
 9022.9  ,       9
 9047.3  ,      10
 9071.7  ,       7
 9096.1  ,      14
 9120.5  ,      12
 9144.9  ,      10
 9169.3  ,      13
 9193.7  ,      17
 9218.1  ,      17
 9242.5  ,      12
 9266.9  ,      11
 9291.3  ,      16
 9315.7  ,      10
 9340.1  ,      10
 9364.5  ,       9
 9388.9  ,      11
 9413.2  ,      14
 9437.6  ,      14
 9462.0  ,       9
 9486.4  ,      12
 9510.8  ,      14
 9535.2  ,      12
 9559.6  ,      17
 9584.0  ,      18
 9608.4  ,      14
 9632.8  ,      15
 9657.2  ,      12
 9681.6  ,      10
 9706.0  ,       7
 9730.4  ,      13
 9754.8  ,      10
 9779.2  ,       9
 9803.6  ,      10
 9828.0  ,       6
 9852.4  ,      13
 9876.8  ,      13
 9901.2  ,       8
 9925.5  ,       6
 9949.9  ,       6
 9974.3  ,       6
 9998.7  ,      11
10023.1  ,       8
10047.5  ,       8
10071.9  ,       6
10096.3  ,       9
10120.7  ,      11
10145.1  ,      11
10169.5  ,      10
10193.9  ,      11
10218.3  ,       7
10242.7  ,      13
10267.1  ,      12
10291.5  ,      15
10315.9  ,      13
10340.3  ,       8
10364.7  ,      15
10389.1  ,      10
10413.5  ,      11
10437.8  ,      14
10462.2  ,      12
10486.6  ,      18
10511.0  ,      11
10535.4  ,       5
10559.8  ,      12
10584.2  ,       5
10608.6  ,       7
10633.0  ,       9
10657.4  ,      10
10681.8  ,       8
10706.2  ,       3
10730.6  ,      11
10755.0  ,       8
10779.4  ,       7
10803.8  ,       5
10828.2  ,      11
10852.6  ,      14
10877.0  ,      15
10901.4  ,      12
10925.8  ,      13
10950.1  ,      12
10974.5  ,      11
10998.9  ,      15
11023.3  ,      10
11047.7  ,       9
11072.1  ,      14
11096.5  ,      15
11120.9  ,      13
11145.3  ,      14
11169.7  ,      13
11194.1  ,      14
11218.5  ,      16
11242.9  ,      20
11267.3  ,      20
11291.7  ,      11
11316.1  ,      14
11340.5  ,      17
11364.9  ,      19
11389.3  ,       9
11413.7  ,      14
11438.0  ,      17
11462.4  ,      21
11486.8  ,      12
11511.2  ,      20
11535.6  ,      27
11560.0  ,      28
11584.4  ,      20
11608.8  ,      21
11633.2  ,      27
11657.6  ,      25
11682.0  ,      20
11706.4  ,      28
11730.8  ,      18
11755.2  ,      17
11779.6  ,      26
11804.0  ,      40
11828.4  ,      39
11852.8  ,      26
11877.2  ,      28
11901.6  ,      37
11926.0  ,      29
11950.3  ,      41
11974.7  ,      35
11999.1  ,      29
12023.5  ,      36
12047.9  ,      36
12072.3  ,      47
12096.7  ,      33
12121.1  ,      30
12145.5  ,      36
12169.9  ,      27
12194.3  ,      23
12218.7  ,      28
12243.1  ,      10
12267.5  ,      16
12291.9  ,      26
12316.3  ,      17
12340.7  ,      13
12365.1  ,      20
12389.5  ,      14
12413.9  ,      22
12438.3  ,      17
12462.6  ,      25
12487.0  ,      15
12511.4  ,      23
12535.8  ,      26
12560.2  ,      23
12584.6  ,      23
12609.0  ,      26
12633.4  ,      30
12657.8  ,      21
12682.2  ,      29
12706.6  ,      36
12731.0  ,      23
12755.4  ,      42
12779.8  ,      19
12804.2  ,      27
12828.6  ,      27
12853.0  ,      32
12877.4  ,      34
12901.8  ,      28
12926.2  ,      34
12950.6  ,      33
12974.9  ,      41
12999.3  ,      40
13023.7  ,      53
13048.1  ,      59
13072.5  ,      67
13096.9  ,      82
13121.3  ,      74
13145.7  ,      68
13170.1  ,      94
13194.5  ,     102
13218.9  ,      93
13243.3  ,     121
13267.7  ,     129
13292.1  ,     152
13316.5  ,     145
13340.9  ,     166
13365.3  ,     180
13389.7  ,     184
13414.1  ,     200
13438.5  ,     230
13462.9  ,     204
13487.2  ,     243
13511.6  ,     216
13536.0  ,     244
13560.4  ,     255
13584.8  ,     256
13609.2  ,     218
13633.6  ,     210
13658.0  ,     201
13682.4  ,     168
13706.8  ,     168
13731.2  ,     153
13755.6  ,     124
13780.0  ,     115
13804.4  ,     125
13828.8  ,      96
13853.2  ,     104
13877.6  ,      82
13902.0  ,      86
13926.4  ,      94
13950.8  ,      84
13975.2  ,      90
13999.5  ,      97
14023.9  ,     110
14048.3  ,     143
14072.7  ,     169
14097.1  ,     181
14121.5  ,     196
14145.9  ,     243
14170.3  ,     275
14194.7  ,     287
14219.1  ,     314
14243.5  ,     303
14267.9  ,     323
14292.3  ,     309
14316.7  ,     268
14341.1  ,     212
14365.5  ,     196
14389.9  ,     133
14414.3  ,     100
14438.7  ,      73
14463.1  ,      49
14487.5  ,      39
14511.8  ,      30
14536.2  ,      26
14560.6  ,      18
14585.0  ,      17
14609.4  ,      15
14633.8  ,      15
14658.2  ,      14
14682.6  ,      20
14707.0  ,      16
14731.4  ,      28
14755.8  ,      14
14780.2  ,      16
14804.6  ,      18
14829.0  ,      14
14853.4  ,      23
14877.8  ,      19
14902.2  ,      24
14926.6  ,      29
14951.0  ,      28
14975.4  ,      22
14999.8  ,      25
15024.1  ,      23
15048.5  ,      26
15072.9  ,      22
15097.3  ,      26
15121.7  ,      24
15146.1  ,      18
15170.5  ,      38
15194.9  ,      26
15219.3  ,      33
15243.7  ,      36
15268.1  ,      39
15292.5  ,      34
15316.9  ,      42
15341.3  ,      32
15365.7  ,      22
15390.1  ,      29
15414.5  ,      54
15438.9  ,      53
15463.3  ,      37
15487.7  ,      48
15512.0  ,      75
15536.4  ,      93
15560.8  ,     106
15585.2  ,     116
15609.6  ,     148
15634.0  ,     222
15658.4  ,     244
15682.8  ,     274
15707.2  ,     276
15731.6  ,     303
15756.0  ,     304
15780.4  ,     307
15804.8  ,     283
15829.2  ,     244
15853.6  ,     215
15878.0  ,     166
15902.4  ,     136
15926.8  ,     136
15951.2  ,      93
15975.6  ,      95
16000.0  ,      83
16024.3  ,      89
16048.7  ,      83
16073.1  ,     102
16097.5  ,      68
16121.9  ,      84
16146.3  ,     106
16170.7  ,      83
16195.1  ,     102
16219.5  ,      98
16243.9  ,      91
16268.3  ,     135
16292.7  ,     119
16317.1  ,     124
16341.5  ,     117
16365.9  ,     125
16390.3  ,     102
16414.7  ,     111
16439.1  ,     120
16463.5  ,     118
16487.9  ,     114
16512.3  ,     111
16536.6  ,     104
16561.0  ,     121
16585.4  ,     106
16609.8  ,     107
16634.2  ,     116
16658.6  ,     117
16683.0  ,     137
16707.4  ,     129
16731.8  ,     128
16756.2  ,     126
16780.6  ,     178
16805.0  ,     161
16829.4  ,     193
16853.8  ,     208
16878.2  ,     235
16902.6  ,     221
16927.0  ,     246
16951.4  ,     226
16975.8  ,     244
17000.2  ,     255
17024.6  ,     295
17048.9  ,     304
17073.3  ,     273
17097.7  ,     281
17122.1  ,     321
17146.5  ,     295
17170.9  ,     323
17195.3  ,     303
17219.7  ,     323
17244.1  ,     286
17268.5  ,     293
17292.9  ,     294
17317.3  ,     263
17341.7  ,     184
17366.1  ,     223
17390.5  ,     209
17414.9  ,     180
17439.3  ,     162
17463.7  ,     149
17488.1  ,     121
17512.5  ,     136
17536.9  ,     125
17561.2  ,     149
17585.6  ,     120
17610.0  ,     124
17634.4  ,     106
17658.8  ,     112
17683.2  ,     127
17707.6  ,      98
17732.0  ,      93
17756.4  ,      83
17780.8  ,      67
17805.2  ,      64
17829.6  ,      41
17854.0  ,      56
17878.4  ,      55
17902.8  ,      43
17927.2  ,      63
17951.6  ,      47
17976.0  ,      43
18000.4  ,      49
18024.8  ,      57
18049.2  ,      59
18073.5  ,      68
18097.9  ,      78
18122.3  ,      93
18146.7  ,     136
18171.1  ,     129
18195.5  ,     157
18219.9  ,     196
18244.3  ,     222
18268.7  ,     207
18293.1  ,     245
18317.5  ,     215
18341.9  ,     222
18366.3  ,     195
18390.7  ,     123
18415.1  ,     117
18439.5  ,      68
18463.9  ,      75
18488.3  ,      53
18512.7  ,      35
18537.1  ,      22
18561.5  ,      16
18585.8  ,      18
18610.2  ,      14
18634.6  ,      14
18659.0  ,       5
18683.4  ,      17
18707.8  ,      14
18732.2  ,      12
18756.6  ,      12
18781.0  ,      21
18805.4  ,      13
18829.8  ,      22
18854.2  ,       9
18878.6  ,      23
18903.0  ,      16
18927.4  ,      20
18951.8  ,      24
18976.2  ,      17
19000.6  ,      17
19025.0  ,      21
19049.4  ,      21
19073.8  ,      15
19098.1  ,      26
19122.5  ,      22
19146.9  ,      22
19171.3  ,      27
19195.7  ,      25
19220.1  ,      20
19244.5  ,      23
19268.9  ,      27
19293.3  ,      40
19317.7  ,      25
19342.1  ,      24
19366.5  ,      31
19390.9  ,      23
19415.3  ,      32
19439.7  ,      45
19464.1  ,      35
19488.5  ,      49
19512.9  ,      42
19537.3  ,      45
19561.7  ,      52
19586.0  ,      50
19610.4  ,      62
19634.8  ,      64
19659.2  ,      67
19683.6  ,      62
19708.0  ,      69
19732.4  ,      67
19756.8  ,      54
19781.2  ,      65
19805.6  ,      79
19830.0  ,      71
19854.4  ,      84
19878.8  ,      70
19903.2  ,      70
19927.6  ,      75
19952.0  ,      62
19976.4  ,      72
20000.8  ,      59
20025.2  ,      61
20049.6  ,      62
20074.0  ,      55
20098.3  ,      59
20122.7  ,      56
20147.1  ,      55
20171.5  ,      65
20195.9  ,      45
20220.3  ,      42
20244.7  ,      49
20269.1  ,      46
20293.5  ,      33
20317.9  ,      31
20342.3  ,      45
20366.7  ,      42
20391.1  ,      29
20415.5  ,      36
20439.9  ,      36
20464.3  ,      36
20488.7  ,      40
20513.1  ,      31
20537.5  ,      39
20561.9  ,      28
20586.3  ,      24
20610.6  ,      30
20635.0  ,      25
20659.4  ,      23
20683.8  ,      27
20708.2  ,      28
20732.6  ,      27
20757.0  ,      23
20781.4  ,      19
20805.8  ,      11
20830.2  ,      22
20854.6  ,      13
20879.0  ,      12
20903.4  ,       7
20927.8  ,      12
20952.2  ,      17
20976.6  ,      16
21001.0  ,       9
21025.4  ,      11
21049.8  ,      17
21074.2  ,       5
21098.6  ,      11
21122.9  ,      13
21147.3  ,      17
21171.7  ,      19
21196.1  ,      19
21220.5  ,      15
21244.9  ,      19
21269.3  ,      28
21293.7  ,      34
21318.1  ,      51
21342.5  ,      35
21366.9  ,      42
21391.3  ,      50
21415.7  ,      38
21440.1  ,      33
21464.5  ,      33
21488.9  ,      46
21513.3  ,      18
21537.7  ,      30
21562.1  ,      27
21586.5  ,      25
21610.9  ,      18
21635.2  ,      14
21659.6  ,      14
21684.0  ,       9
21708.4  ,       9
21732.8  ,       9
21757.2  ,       7
21781.6  ,       8
21806.0  ,       5
21830.4  ,       8
21854.8  ,       9
21879.2  ,       8
21903.6  ,       9
21928.0  ,       6
21952.4  ,      10
21976.8  ,      11
22001.2  ,      11
22025.6  ,      10
22050.0  ,      15
22074.4  ,      17
22098.8  ,      12
22123.2  ,       8
22147.5  ,      12
22171.9  ,      14
22196.3  ,      10
22220.7  ,       5
22245.1  ,      11
22269.5  ,       8
22293.9  ,       7
22318.3  ,      14
22342.7  ,       6
22367.1  ,       4
22391.5  ,       8
22415.9  ,       3
22440.3  ,       4
22464.7  ,       5
22489.1  ,       4
22513.5  ,       3
22537.9  ,       5
22562.3  ,       5
22586.7  ,       6
22611.1  ,       2
22635.5  ,       3
22659.8  ,       3
22684.2  ,       5
22708.6  ,       7
22733.0  ,       3
22757.4  ,       4
22781.8  ,       3
22806.2  ,       9
22830.6  ,       2
22855.0  ,       2
22879.4  ,       3
22903.8  ,       4
22928.2  ,       5
22952.6  ,       3
22977.0  ,       1
23001.4  ,       0
23025.8  ,       6
23050.2  ,       1
23074.6  ,       3
23099.0  ,       2
23123.4  ,       5
23147.8  ,       8
23172.1  ,       4
23196.5  ,       6
23220.9  ,       6
23245.3  ,       4
23269.7  ,       0
23294.1  ,       2
23318.5  ,       3
23342.9  ,       2
23367.3  ,       2
23391.7  ,       1
23416.1  ,       2
23440.5  ,       5
23464.9  ,       5
23489.3  ,       3
23513.7  ,       2
23538.1  ,       1
23562.5  ,       7
23586.9  ,       8
23611.3  ,       7
23635.7  ,       2
23660.0  ,       3
23684.4  ,       6
23708.8  ,       3
23733.2  ,       1
23757.6  ,       5
23782.0  ,       3
23806.4  ,       4
23830.8  ,       4
23855.2  ,       4
23879.6  ,       8
23904.0  ,       7
23928.4  ,       1
23952.8  ,       4
23977.2  ,       7
24001.6  ,       6
24026.0  ,       5
24050.4  ,       1
24074.8  ,       4
24099.2  ,       3
24123.6  ,       5
24148.0  ,       1
24172.3  ,       9
24196.7  ,       3
24221.1  ,       4
24245.5  ,       1
24269.9  ,       4
24294.3  ,       6
24318.7  ,       2
24343.1  ,       5
24367.5  ,       3
24391.9  ,       4
24416.3  ,       8
24440.7  ,       5
24465.1  ,       8
24489.5  ,       3
24513.9  ,       6
24538.3  ,       4
24562.7  ,       3
24587.1  ,       2
24611.5  ,       1
24635.9  ,       4
24660.3  ,       3
24684.6  ,       6
24709.0  ,       7
24733.4  ,       5
24757.8  ,       5
24782.2  ,       5
24806.6  ,       4
24831.0  ,       8
24855.4  ,       1
24879.8  ,       4
24904.2  ,       6
24928.6  ,       7
24953.0  ,       6
24977.4  ,       7
25001.8  ,      11
25026.2  ,       6
25050.6  ,       4
25075.0  ,       9
25099.4  ,       7
25123.8  ,       2
25148.2  ,       4
25172.6  ,       7
25196.9  ,       4
25221.3  ,       4
25245.7  ,       7
25270.1  ,       6
25294.5  ,       4
25318.9  ,       2
25343.3  ,       5
25367.7  ,       6
25392.1  ,       7
25416.5  ,       4
25440.9  ,   11650
