"Target: Waternish_raster1, Contains DAT files: APB_577017400ESC20220691768_______M1.DAT"
 3242.7  ,     127
 3267.1  ,     157
 3291.5  ,     212
 3315.9  ,     204
 3340.3  ,     190
 3364.7  ,     128
 3389.1  ,      92
 3413.5  ,      71
 3437.9  ,      63
 3462.4  ,      65
 3486.8  ,      88
 3511.2  ,      81
 3535.6  ,     116
 3560.0  ,     213
 3584.4  ,     395
 3608.8  ,     621
 3633.2  ,    1002
 3657.6  ,    1262
 3682.0  ,    1379
 3706.4  ,    1214
 3730.8  ,     857
 3755.2  ,     489
 3779.6  ,     251
 3804.0  ,     134
 3828.4  ,      56
 3852.8  ,      55
 3877.3  ,      54
 3901.7  ,      71
 3926.1  ,     120
 3950.5  ,     114
 3974.9  ,     175
 3999.3  ,     190
 4023.7  ,     156
 4048.1  ,     153
 4072.5  ,     113
 4096.9  ,      83
 4121.3  ,      52
 4145.7  ,      40
 4170.1  ,      31
 4194.5  ,      22
 4218.9  ,      28
 4243.3  ,      19
 4267.8  ,      22
 4292.2  ,      15
 4316.6  ,      25
 4341.0  ,      42
 4365.4  ,      46
 4389.8  ,      79
 4414.2  ,     106
 4438.6  ,     161
 4463.0  ,     187
 4487.4  ,     215
 4511.8  ,     216
 4536.2  ,     168
 4560.6  ,     113
 4585.0  ,      82
 4609.4  ,      65
 4633.8  ,      56
 4658.3  ,      42
 4682.7  ,      37
 4707.1  ,      26
 4731.5  ,      22
 4755.9  ,      31
 4780.3  ,      23
 4804.7  ,      26
 4829.1  ,      42
 4853.5  ,      34
 4877.9  ,      32
 4902.3  ,      45
 4926.7  ,      41
 4951.1  ,      42
 4975.5  ,      25
 4999.9  ,      36
 5024.3  ,      40
 5048.8  ,      22
 5073.2  ,      27
 5097.6  ,      25
 5122.0  ,      34
 5146.4  ,      20
 5170.8  ,      19
 5195.2  ,      21
 5219.6  ,      24
 5244.0  ,      20
 5268.4  ,      26
 5292.8  ,      37
 5317.2  ,      40
 5341.6  ,      46
 5366.0  ,      46
 5390.4  ,      45
 5414.8  ,      38
 5439.3  ,      53
 5463.7  ,      34
 5488.1  ,      25
 5512.5  ,      34
 5536.9  ,      19
 5561.3  ,      30
 5585.7  ,      21
 5610.1  ,      22
 5634.5  ,      20
 5658.9  ,      26
 5683.3  ,      26
 5707.7  ,      27
 5732.1  ,      33
 5756.5  ,      43
 5780.9  ,      49
 5805.3  ,      58
 5829.7  ,      71
 5854.2  ,      88
 5878.6  ,      86
 5903.0  ,      88
 5927.4  ,      71
 5951.8  ,      63
 5976.2  ,      67
 6000.6  ,      51
 6025.0  ,      44
 6049.4  ,      45
 6073.8  ,      62
 6098.2  ,      67
 6122.6  ,      84
 6147.0  ,      98
 6171.4  ,     118
 6195.8  ,     173
 6220.2  ,     318
 6244.7  ,     650
 6269.1  ,    1148
 6293.5  ,    1871
 6317.9  ,    2801
 6342.3  ,    3855
 6366.7  ,    4397
 6391.1  ,    4352
 6415.5  ,    4016
 6439.9  ,    3109
 6464.3  ,    1997
 6488.7  ,    1156
 6513.1  ,     571
 6537.5  ,     265
 6561.9  ,     110
 6586.3  ,      51
 6610.7  ,      37
 6635.2  ,      21
 6659.6  ,      24
 6684.0  ,      17
 6708.4  ,      22
 6732.8  ,      43
 6757.2  ,      32
 6781.6  ,      27
 6806.0  ,      44
 6830.4  ,      58
 6854.8  ,      71
 6879.2  ,      96
 6903.6  ,     160
 6928.0  ,     239
 6952.4  ,     359
 6976.8  ,     486
 7001.2  ,     631
 7025.7  ,     689
 7050.1  ,     685
 7074.5  ,     640
 7098.9  ,     435
 7123.3  ,     315
 7147.7  ,     193
 7172.1  ,     112
 7196.5  ,      58
 7220.9  ,      34
 7245.3  ,      17
 7269.7  ,      18
 7294.1  ,      16
 7318.5  ,      16
 7342.9  ,      17
 7367.3  ,      14
 7391.7  ,       9
 7416.1  ,      15
 7440.6  ,      17
 7465.0  ,      18
 7489.4  ,      17
 7513.8  ,      11
 7538.2  ,      11
 7562.6  ,      16
 7587.0  ,      10
 7611.4  ,       6
 7635.8  ,       7
 7660.2  ,      11
 7684.6  ,       7
 7709.0  ,      10
 7733.4  ,      14
 7757.8  ,      10
 7782.2  ,      11
 7806.6  ,       6
 7831.1  ,       8
 7855.5  ,       9
 7879.9  ,      16
 7904.3  ,      11
 7928.7  ,      15
 7953.1  ,      13
 7977.5  ,      12
 8001.9  ,      14
 8026.3  ,      12
 8050.7  ,       9
 8075.1  ,      12
 8099.5  ,      10
 8123.9  ,      13
 8148.3  ,      11
 8172.7  ,      16
 8197.1  ,      11
 8221.6  ,      12
 8246.0  ,      14
 8270.4  ,       9
 8294.8  ,       8
 8319.2  ,      12
 8343.6  ,       8
 8368.0  ,      16
 8392.4  ,      12
 8416.8  ,      11
 8441.2  ,      12
 8465.6  ,      11
 8490.0  ,      15
 8514.4  ,      20
 8538.8  ,      23
 8563.2  ,      29
 8587.6  ,      34
 8612.1  ,      41
 8636.5  ,      28
 8660.9  ,      37
 8685.3  ,      23
 8709.7  ,      15
 8734.1  ,      17
 8758.5  ,       7
 8782.9  ,      13
 8807.3  ,      12
 8831.7  ,       5
 8856.1  ,      12
 8880.5  ,       7
 8904.9  ,      12
 8929.3  ,      16
 8953.7  ,      12
 8978.1  ,       7
 9002.5  ,       3
 9027.0  ,      11
 9051.4  ,      11
 9075.8  ,       8
 9100.2  ,      16
 9124.6  ,      12
 9149.0  ,      15
 9173.4  ,      11
 9197.8  ,      13
 9222.2  ,      15
 9246.6  ,      20
 9271.0  ,      11
 9295.4  ,      10
 9319.8  ,       9
 9344.2  ,      13
 9368.6  ,      13
 9393.0  ,      12
 9417.5  ,      11
 9441.9  ,       9
 9466.3  ,      11
 9490.7  ,      13
 9515.1  ,      12
 9539.5  ,      13
 9563.9  ,      14
 9588.3  ,      19
 9612.7  ,      11
 9637.1  ,       9
 9661.5  ,      13
 9685.9  ,      11
 9710.3  ,       4
 9734.7  ,       7
 9759.1  ,       8
 9783.5  ,       5
 9808.0  ,       7
 9832.4  ,      10
 9856.8  ,      15
 9881.2  ,       9
 9905.6  ,       8
 9930.0  ,       7
 9954.4  ,      11
 9978.8  ,      13
10003.2  ,       7
10027.6  ,      10
10052.0  ,      14
10076.4  ,      11
10100.8  ,      11
10125.2  ,       9
10149.6  ,       9
10174.0  ,       7
10198.5  ,      14
10222.9  ,      12
10247.3  ,      17
10271.7  ,      10
10296.1  ,       8
10320.5  ,       9
10344.9  ,       6
10369.3  ,       4
10393.7  ,      15
10418.1  ,      10
10442.5  ,       9
10466.9  ,      12
10491.3  ,       7
10515.7  ,      14
10540.1  ,       8
10564.5  ,       7
10588.9  ,      12
10613.4  ,       9
10637.8  ,      16
10662.2  ,       6
10686.6  ,      12
10711.0  ,       6
10735.4  ,      11
10759.8  ,       5
10784.2  ,      14
10808.6  ,       5
10833.0  ,       9
10857.4  ,      10
10881.8  ,      10
10906.2  ,       7
10930.6  ,       9
10955.0  ,       6
10979.4  ,      11
11003.9  ,       7
11028.3  ,       6
11052.7  ,      11
11077.1  ,      11
11101.5  ,      17
11125.9  ,      11
11150.3  ,      12
11174.7  ,      10
11199.1  ,      12
11223.5  ,      13
11247.9  ,      14
11272.3  ,       8
11296.7  ,      12
11321.1  ,      20
11345.5  ,      16
11369.9  ,      24
11394.4  ,      18
11418.8  ,      16
11443.2  ,      23
11467.6  ,      18
11492.0  ,      20
11516.4  ,      12
11540.8  ,      13
11565.2  ,      19
11589.6  ,      27
11614.0  ,      18
11638.4  ,      24
11662.8  ,      25
11687.2  ,      19
11711.6  ,      17
11736.0  ,      15
11760.4  ,      35
11784.9  ,      23
11809.3  ,      27
11833.7  ,      17
11858.1  ,      27
11882.5  ,      34
11906.9  ,      30
11931.3  ,      34
11955.7  ,      18
11980.1  ,      25
12004.5  ,      25
12028.9  ,      37
12053.3  ,      33
12077.7  ,      24
12102.1  ,      39
12126.5  ,      32
12150.9  ,      37
12175.3  ,      31
12199.8  ,      26
12224.2  ,      26
12248.6  ,      14
12273.0  ,      16
12297.4  ,      18
12321.8  ,      17
12346.2  ,      20
12370.6  ,      16
12395.0  ,      14
12419.4  ,      13
12443.8  ,      13
12468.2  ,      22
12492.6  ,      30
12517.0  ,      21
12541.4  ,      12
12565.8  ,      18
12590.3  ,      29
12614.7  ,      28
12639.1  ,      22
12663.5  ,      13
12687.9  ,      18
12712.3  ,      33
12736.7  ,      27
12761.1  ,      36
12785.5  ,      35
12809.9  ,      25
12834.3  ,      41
12858.7  ,      36
12883.1  ,      41
12907.5  ,      30
12931.9  ,      43
12956.3  ,      36
12980.8  ,      53
13005.2  ,      40
13029.6  ,      49
13054.0  ,      61
13078.4  ,      61
13102.8  ,      63
13127.2  ,      64
13151.6  ,      87
13176.0  ,      92
13200.4  ,      94
13224.8  ,     116
13249.2  ,     108
13273.6  ,     138
13298.0  ,     125
13322.4  ,     146
13346.8  ,     170
13371.3  ,     189
13395.7  ,     204
13420.1  ,     213
13444.5  ,     213
13468.9  ,     239
13493.3  ,     231
13517.7  ,     233
13542.1  ,     215
13566.5  ,     235
13590.9  ,     199
13615.3  ,     221
13639.7  ,     205
13664.1  ,     177
13688.5  ,     164
13712.9  ,     152
13737.3  ,     146
13761.8  ,     144
13786.2  ,     129
13810.6  ,      93
13835.0  ,     106
13859.4  ,      84
13883.8  ,      71
13908.2  ,      88
13932.6  ,      81
13957.0  ,      87
13981.4  ,      86
14005.8  ,      89
14030.2  ,     113
14054.6  ,     138
14079.0  ,     156
14103.4  ,     175
14127.8  ,     216
14152.2  ,     221
14176.7  ,     262
14201.1  ,     295
14225.5  ,     307
14249.9  ,     320
14274.3  ,     322
14298.7  ,     278
14323.1  ,     255
14347.5  ,     213
14371.9  ,     152
14396.3  ,     112
14420.7  ,      78
14445.1  ,      69
14469.5  ,      41
14493.9  ,      24
14518.3  ,      14
14542.7  ,      24
14567.2  ,      18
14591.6  ,      10
14616.0  ,      13
14640.4  ,      16
14664.8  ,      15
14689.2  ,      14
14713.6  ,      16
14738.0  ,      16
14762.4  ,      15
14786.8  ,      22
14811.2  ,      22
14835.6  ,      23
14860.0  ,      27
14884.4  ,      24
14908.8  ,      28
14933.2  ,      32
14957.7  ,      26
14982.1  ,      28
15006.5  ,      25
15030.9  ,      29
15055.3  ,      20
15079.7  ,      26
15104.1  ,      24
15128.5  ,      28
15152.9  ,      22
15177.3  ,      24
15201.7  ,      27
15226.1  ,      38
15250.5  ,      28
15274.9  ,      28
15299.3  ,      37
15323.7  ,      32
15348.2  ,      33
15372.6  ,      28
15397.0  ,      35
15421.4  ,      37
15445.8  ,      41
15470.2  ,      54
15494.6  ,      64
15519.0  ,      68
15543.4  ,      70
15567.8  ,     123
15592.2  ,     138
15616.6  ,     142
15641.0  ,     203
15665.4  ,     225
15689.8  ,     240
15714.2  ,     291
15738.6  ,     273
15763.1  ,     267
15787.5  ,     252
15811.9  ,     262
15836.3  ,     231
15860.7  ,     156
15885.1  ,     148
15909.5  ,     111
15933.9  ,     113
15958.3  ,      94
15982.7  ,      88
16007.1  ,      92
16031.5  ,      79
16055.9  ,      90
16080.3  ,      99
16104.7  ,     102
16129.1  ,     107
16153.6  ,      88
16178.0  ,      97
16202.4  ,      97
16226.8  ,     109
16251.2  ,      99
16275.6  ,     104
16300.0  ,     104
16324.4  ,     129
16348.8  ,     110
16373.2  ,      95
16397.6  ,     112
16422.0  ,     121
16446.4  ,      99
16470.8  ,     102
16495.2  ,     101
16519.6  ,      99
16544.1  ,     110
16568.5  ,      94
16592.9  ,     115
16617.3  ,     116
16641.7  ,     131
16666.1  ,     104
16690.5  ,     130
16714.9  ,     117
16739.3  ,     134
16763.7  ,     136
16788.1  ,     156
16812.5  ,     187
16836.9  ,     190
16861.3  ,     184
16885.7  ,     203
16910.1  ,     233
16934.6  ,     220
16959.0  ,     247
16983.4  ,     243
17007.8  ,     276
17032.2  ,     253
17056.6  ,     308
17081.0  ,     273
17105.4  ,     252
17129.8  ,     268
17154.2  ,     335
17178.6  ,     306
17203.0  ,     324
17227.4  ,     303
17251.8  ,     281
17276.2  ,     296
17300.6  ,     262
17325.0  ,     230
17349.5  ,     221
17373.9  ,     205
17398.3  ,     206
17422.7  ,     155
17447.1  ,     143
17471.5  ,     133
17495.9  ,     129
17520.3  ,     113
17544.7  ,     108
17569.1  ,     118
17593.5  ,     125
17617.9  ,     105
17642.3  ,     115
17666.7  ,     101
17691.1  ,      98
17715.5  ,     107
17740.0  ,      86
17764.4  ,      78
17788.8  ,      78
17813.2  ,      63
17837.6  ,      57
17862.0  ,      43
17886.4  ,      48
17910.8  ,      52
17935.2  ,      47
17959.6  ,      51
17984.0  ,      40
18008.4  ,      56
18032.8  ,      53
18057.2  ,      63
18081.6  ,      69
18106.0  ,      72
18130.5  ,      78
18154.9  ,     108
18179.3  ,     141
18203.7  ,     190
18228.1  ,     194
18252.5  ,     208
18276.9  ,     231
18301.3  ,     194
18325.7  ,     212
18350.1  ,     185
18374.5  ,     164
18398.9  ,     111
18423.3  ,      92
18447.7  ,      74
18472.1  ,      42
18496.5  ,      42
18521.0  ,      38
18545.4  ,      23
18569.8  ,      19
18594.2  ,      16
18618.6  ,      17
18643.0  ,      14
18667.4  ,      15
18691.8  ,      11
18716.2  ,      11
18740.6  ,      18
18765.0  ,      18
18789.4  ,      20
18813.8  ,      13
18838.2  ,      14
18862.6  ,      17
18887.0  ,      13
18911.4  ,      24
18935.9  ,      11
18960.3  ,       8
18984.7  ,      18
19009.1  ,      19
19033.5  ,      23
19057.9  ,      19
19082.3  ,      18
19106.7  ,      27
19131.1  ,      30
19155.5  ,      18
19179.9  ,      20
19204.3  ,      24
19228.7  ,      24
19253.1  ,      26
19277.5  ,      30
19301.9  ,      26
19326.4  ,      34
19350.8  ,      33
19375.2  ,      24
19399.6  ,      34
19424.0  ,      32
19448.4  ,      43
19472.8  ,      38
19497.2  ,      50
19521.6  ,      54
19546.0  ,      54
19570.4  ,      48
19594.8  ,      58
19619.2  ,      62
19643.6  ,      57
19668.0  ,      53
19692.4  ,      67
19716.9  ,      58
19741.3  ,      77
19765.7  ,      77
19790.1  ,      58
19814.5  ,      68
19838.9  ,      70
19863.3  ,      72
19887.7  ,      75
19912.1  ,      77
19936.5  ,      70
19960.9  ,      78
19985.3  ,      73
20009.7  ,      68
20034.1  ,      59
20058.5  ,      53
20082.9  ,      58
20107.4  ,      54
20131.8  ,      41
20156.2  ,      48
20180.6  ,      47
20205.0  ,      47
20229.4  ,      42
20253.8  ,      53
20278.2  ,      39
20302.6  ,      41
20327.0  ,      42
20351.4  ,      38
20375.8  ,      42
20400.2  ,      39
20424.6  ,      34
20449.0  ,      25
20473.4  ,      23
20497.8  ,      26
20522.3  ,      28
20546.7  ,      33
20571.1  ,      22
20595.5  ,      42
20619.9  ,      26
20644.3  ,      26
20668.7  ,      23
20693.1  ,      25
20717.5  ,      23
20741.9  ,      22
20766.3  ,      23
20790.7  ,      33
20815.1  ,      19
20839.5  ,      24
20863.9  ,      15
20888.3  ,      21
20912.8  ,      12
20937.2  ,       5
20961.6  ,      13
20986.0  ,       8
21010.4  ,       9
21034.8  ,      16
21059.2  ,      11
21083.6  ,      13
21108.0  ,      12
21132.4  ,      12
21156.8  ,      11
21181.2  ,      10
21205.6  ,      26
21230.0  ,      19
21254.4  ,      25
21278.8  ,      21
21303.3  ,      29
21327.7  ,      35
21352.1  ,      36
21376.5  ,      47
21400.9  ,      46
21425.3  ,      41
21449.7  ,      53
21474.1  ,      46
21498.5  ,      29
21522.9  ,      41
21547.3  ,      27
21571.7  ,      15
21596.1  ,      16
21620.5  ,      18
21644.9  ,       5
21669.3  ,       6
21693.8  ,      10
21718.2  ,       5
21742.6  ,       8
21767.0  ,       7
21791.4  ,       1
21815.8  ,       5
21840.2  ,       2
21864.6  ,       2
21889.0  ,       7
21913.4  ,       4
21937.8  ,       5
21962.2  ,      12
21986.6  ,      10
22011.0  ,       9
22035.4  ,      13
22059.8  ,      11
22084.3  ,      12
22108.7  ,      12
22133.1  ,      10
22157.5  ,      12
22181.9  ,      19
22206.3  ,       9
22230.7  ,      15
22255.1  ,      13
22279.5  ,      13
22303.9  ,      10
22328.3  ,       8
22352.7  ,       5
22377.1  ,       5
22401.5  ,       4
22425.9  ,       6
22450.3  ,       4
22474.7  ,       3
22499.2  ,       4
22523.6  ,       5
22548.0  ,       6
22572.4  ,       3
22596.8  ,       5
22621.2  ,       3
22645.6  ,       5
22670.0  ,       5
22694.4  ,       6
22718.8  ,      10
22743.2  ,       5
22767.6  ,       3
22792.0  ,       7
22816.4  ,       4
22840.8  ,       8
22865.2  ,       4
22889.7  ,       5
22914.1  ,       7
22938.5  ,       1
22962.9  ,       5
22987.3  ,       3
23011.7  ,       4
23036.1  ,       3
23060.5  ,       4
23084.9  ,       3
23109.3  ,       3
23133.7  ,       3
23158.1  ,       5
23182.5  ,       1
23206.9  ,       4
23231.3  ,       1
23255.7  ,       0
23280.2  ,       6
23304.6  ,       4
23329.0  ,       4
23353.4  ,       6
23377.8  ,       7
23402.2  ,       6
23426.6  ,       2
23451.0  ,       5
23475.4  ,       5
23499.8  ,       1
23524.2  ,       6
23548.6  ,       5
23573.0  ,       8
23597.4  ,      10
23621.8  ,       3
23646.2  ,       2
23670.7  ,       2
23695.1  ,       6
23719.5  ,       3
23743.9  ,       3
23768.3  ,       2
23792.7  ,       3
23817.1  ,      10
23841.5  ,       3
23865.9  ,       2
23890.3  ,       6
23914.7  ,       3
23939.1  ,       1
23963.5  ,       4
23987.9  ,       5
24012.3  ,       6
24036.7  ,       4
24061.1  ,       6
24085.6  ,       3
24110.0  ,       3
24134.4  ,       0
24158.8  ,       4
24183.2  ,       5
24207.6  ,       5
24232.0  ,       3
24256.4  ,       1
24280.8  ,       2
24305.2  ,       4
24329.6  ,       2
24354.0  ,       2
24378.4  ,       2
24402.8  ,       2
24427.2  ,       4
24451.6  ,       1
24476.1  ,       3
24500.5  ,       5
24524.9  ,       7
24549.3  ,       4
24573.7  ,       3
24598.1  ,       3
24622.5  ,       4
24646.9  ,       4
24671.3  ,       4
24695.7  ,       2
24720.1  ,       2
24744.5  ,       5
24768.9  ,       2
24793.3  ,       6
24817.7  ,       3
24842.1  ,       2
24866.6  ,       3
24891.0  ,       2
24915.4  ,       4
24939.8  ,       3
24964.2  ,       7
24988.6  ,       5
25013.0  ,       7
25037.4  ,       4
25061.8  ,       7
25086.2  ,       7
25110.6  ,       5
25135.0  ,       4
25159.4  ,       3
25183.8  ,       6
25208.2  ,       8
25232.6  ,       2
25257.1  ,       4
25281.5  ,       3
25305.9  ,       6
25330.3  ,       2
25354.7  ,       4
25379.1  ,       5
25403.5  ,       5
25427.9  ,       4
25452.3  ,   10873
