"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  4.23    ,  0.20  
MgO     ,  4.86    ,  0.17  
Al2O3   , 14.06    ,  0.29  
SiO2    , 49.09    ,  0.64  
P2O5    ,  0.77    ,  0.07  
SO3     ,  4.95    ,  0.15  
Cl      ,  1.54    ,  0.06  
K2O     ,  0.73    ,  0.04  
CaO     ,  6.09    ,  0.10  
TiO2    ,  0.58    ,  0.03  
Cr2O3   ,  0.08    ,  0.03  
MnO     ,  0.16    ,  0.03  
FeO     , 12.75    ,  0.13  
Ni      ,  0.0052  ,  0.0025
Zn      ,  0.0258  ,  0.0020
Br      ,  0.0054  ,  0.0010
