"Target: Waternish_raster2, Contains DAT files: APB_577018684ESC20220691768_______M1.DAT"
 2680.8  ,     244
 2705.2  ,     155
 2729.6  ,      91
 2754.0  ,      73
 2778.4  ,      82
 2802.8  ,      71
 2827.2  ,      83
 2851.6  ,      74
 2876.0  ,      69
 2900.4  ,      54
 2924.8  ,      44
 2949.2  ,      57
 2973.6  ,      56
 2998.0  ,      41
 3022.4  ,      38
 3046.8  ,      43
 3071.2  ,      41
 3095.6  ,      33
 3120.0  ,      40
 3144.4  ,      59
 3168.8  ,      49
 3193.2  ,      62
 3217.6  ,      64
 3242.0  ,     125
 3266.4  ,     154
 3290.8  ,     191
 3315.2  ,     185
 3339.6  ,     162
 3364.0  ,     120
 3388.3  ,      72
 3412.7  ,      80
 3437.1  ,      54
 3461.5  ,      52
 3485.9  ,      72
 3510.3  ,      84
 3534.7  ,     148
 3559.1  ,     175
 3583.5  ,     342
 3607.9  ,     532
 3632.3  ,     831
 3656.7  ,    1048
 3681.1  ,    1093
 3705.5  ,     986
 3729.9  ,     737
 3754.3  ,     454
 3778.7  ,     267
 3803.1  ,     137
 3827.5  ,      64
 3851.9  ,      52
 3876.3  ,      41
 3900.7  ,      60
 3925.1  ,      77
 3949.5  ,     104
 3973.9  ,     153
 3998.3  ,     149
 4022.7  ,     139
 4047.1  ,     150
 4071.5  ,     117
 4095.9  ,      77
 4120.3  ,      46
 4144.7  ,      28
 4169.1  ,      34
 4193.5  ,      22
 4217.9  ,      25
 4242.3  ,      27
 4266.7  ,      23
 4291.1  ,      23
 4315.5  ,      31
 4339.9  ,      24
 4364.3  ,      35
 4388.7  ,      53
 4413.1  ,      61
 4437.5  ,      99
 4461.9  ,     129
 4486.3  ,     156
 4510.7  ,     153
 4535.1  ,     108
 4559.5  ,      84
 4583.9  ,      64
 4608.3  ,      56
 4632.7  ,      63
 4657.1  ,      48
 4681.5  ,      38
 4705.9  ,      36
 4730.3  ,      35
 4754.7  ,      23
 4779.1  ,      23
 4803.5  ,      21
 4827.9  ,      31
 4852.3  ,      43
 4876.7  ,      40
 4901.1  ,      36
 4925.5  ,      34
 4949.9  ,      50
 4974.3  ,      25
 4998.7  ,      39
 5023.1  ,      32
 5047.5  ,      29
 5071.9  ,      34
 5096.3  ,      25
 5120.7  ,      32
 5145.1  ,      23
 5169.5  ,      31
 5193.9  ,      20
 5218.3  ,      36
 5242.7  ,      29
 5267.1  ,      43
 5291.4  ,      39
 5315.8  ,      41
 5340.2  ,      55
 5364.6  ,      60
 5389.0  ,      56
 5413.4  ,      49
 5437.8  ,      41
 5462.2  ,      41
 5486.6  ,      34
 5511.0  ,      28
 5535.4  ,      36
 5559.8  ,      38
 5584.2  ,      26
 5608.6  ,      34
 5633.0  ,      27
 5657.4  ,      38
 5681.8  ,      44
 5706.2  ,      27
 5730.6  ,      54
 5755.0  ,      40
 5779.4  ,      63
 5803.8  ,      72
 5828.2  ,      95
 5852.6  ,     105
 5877.0  ,      97
 5901.4  ,     116
 5925.8  ,     110
 5950.2  ,      88
 5974.6  ,      67
 5999.0  ,      75
 6023.4  ,      79
 6047.8  ,      57
 6072.2  ,      87
 6096.6  ,      85
 6121.0  ,      96
 6145.4  ,     134
 6169.8  ,     165
 6194.2  ,     269
 6218.6  ,     489
 6243.0  ,     901
 6267.4  ,    1722
 6291.8  ,    2792
 6316.2  ,    4175
 6340.6  ,    5804
 6365.0  ,    6601
 6389.4  ,    6550
 6413.8  ,    6047
 6438.2  ,    4497
 6462.6  ,    2934
 6487.0  ,    1841
 6511.4  ,     963
 6535.8  ,     417
 6560.2  ,     212
 6584.6  ,      75
 6609.0  ,      50
 6633.4  ,      37
 6657.8  ,      39
 6682.2  ,      26
 6706.6  ,      34
 6731.0  ,      45
 6755.4  ,      42
 6779.8  ,      46
 6804.2  ,      53
 6828.6  ,      58
 6853.0  ,      94
 6877.4  ,     134
 6901.8  ,     219
 6926.2  ,     325
 6950.6  ,     508
 6975.0  ,     723
 6999.4  ,     894
 7023.8  ,    1013
 7048.2  ,    1101
 7072.6  ,     945
 7097.0  ,     740
 7121.4  ,     461
 7145.8  ,     300
 7170.2  ,     141
 7194.6  ,      84
 7218.9  ,      34
 7243.3  ,      30
 7267.7  ,      21
 7292.1  ,      11
 7316.5  ,      11
 7340.9  ,      17
 7365.3  ,      17
 7389.7  ,      19
 7414.1  ,      16
 7438.5  ,      21
 7462.9  ,      15
 7487.3  ,      17
 7511.7  ,      21
 7536.1  ,      11
 7560.5  ,      19
 7584.9  ,      11
 7609.3  ,       8
 7633.7  ,       8
 7658.1  ,       8
 7682.5  ,      13
 7706.9  ,       7
 7731.3  ,       7
 7755.7  ,      13
 7780.1  ,       7
 7804.5  ,      16
 7828.9  ,      15
 7853.3  ,      13
 7877.7  ,      18
 7902.1  ,       9
 7926.5  ,      12
 7950.9  ,      12
 7975.3  ,      14
 7999.7  ,       8
 8024.1  ,      12
 8048.5  ,      11
 8072.9  ,      13
 8097.3  ,       8
 8121.7  ,       6
 8146.1  ,      10
 8170.5  ,      13
 8194.9  ,       6
 8219.3  ,       7
 8243.7  ,      14
 8268.1  ,       9
 8292.5  ,      10
 8316.9  ,       6
 8341.3  ,       9
 8365.7  ,       8
 8390.1  ,       4
 8414.5  ,      10
 8438.9  ,      12
 8463.3  ,       9
 8487.7  ,      16
 8512.1  ,      24
 8536.5  ,      35
 8560.9  ,      31
 8585.3  ,      41
 8609.7  ,      45
 8634.1  ,      50
 8658.5  ,      37
 8682.9  ,      34
 8707.3  ,      29
 8731.7  ,      13
 8756.1  ,      14
 8780.5  ,       8
 8804.9  ,       9
 8829.3  ,      15
 8853.7  ,       6
 8878.1  ,      10
 8902.5  ,       5
 8926.9  ,      10
 8951.3  ,      11
 8975.7  ,      12
 9000.1  ,       7
 9024.5  ,       8
 9048.9  ,      14
 9073.3  ,      12
 9097.7  ,       9
 9122.1  ,      13
 9146.4  ,      17
 9170.8  ,      22
 9195.2  ,      20
 9219.6  ,      17
 9244.0  ,      13
 9268.4  ,      14
 9292.8  ,      10
 9317.2  ,      10
 9341.6  ,      11
 9366.0  ,      13
 9390.4  ,      16
 9414.8  ,      11
 9439.2  ,       9
 9463.6  ,      16
 9488.0  ,      14
 9512.4  ,      21
 9536.8  ,      14
 9561.2  ,       8
 9585.6  ,      14
 9610.0  ,      16
 9634.4  ,      11
 9658.8  ,       4
 9683.2  ,       7
 9707.6  ,      20
 9732.0  ,      12
 9756.4  ,       4
 9780.8  ,      14
 9805.2  ,      12
 9829.6  ,      20
 9854.0  ,      15
 9878.4  ,      12
 9902.8  ,       5
 9927.2  ,       6
 9951.6  ,       8
 9976.0  ,      11
10000.4  ,       9
10024.8  ,      13
10049.2  ,       9
10073.6  ,       7
10098.0  ,       8
10122.4  ,       6
10146.8  ,      12
10171.2  ,       9
10195.6  ,       8
10220.0  ,      12
10244.4  ,       7
10268.8  ,       8
10293.2  ,      15
10317.6  ,      19
10342.0  ,      12
10366.4  ,       8
10390.8  ,       6
10415.2  ,       9
10439.6  ,      13
10464.0  ,      10
10488.4  ,       9
10512.8  ,       8
10537.2  ,      14
10561.6  ,      10
10586.0  ,      10
10610.4  ,      13
10634.8  ,       6
10659.2  ,      17
10683.6  ,       8
10708.0  ,      14
10732.4  ,       7
10756.8  ,       8
10781.2  ,       6
10805.6  ,      11
10830.0  ,       9
10854.4  ,      15
10878.8  ,       9
10903.2  ,       4
10927.6  ,      14
10952.0  ,       8
10976.4  ,      13
11000.8  ,      12
11025.2  ,      10
11049.5  ,      11
11073.9  ,       8
11098.3  ,      21
11122.7  ,       8
11147.1  ,      13
11171.5  ,      11
11195.9  ,      15
11220.3  ,       7
11244.7  ,       9
11269.1  ,      11
11293.5  ,      10
11317.9  ,      15
11342.3  ,      15
11366.7  ,      16
11391.1  ,      13
11415.5  ,      18
11439.9  ,      22
11464.3  ,      23
11488.7  ,      29
11513.1  ,      24
11537.5  ,      14
11561.9  ,      21
11586.3  ,      16
11610.7  ,      19
11635.1  ,      22
11659.5  ,      24
11683.9  ,      19
11708.3  ,      35
11732.7  ,      29
11757.1  ,      24
11781.5  ,      23
11805.9  ,      21
11830.3  ,      37
11854.7  ,      36
11879.1  ,      49
11903.5  ,      33
11927.9  ,      45
11952.3  ,      37
11976.7  ,      40
12001.1  ,      22
12025.5  ,      30
12049.9  ,      33
12074.3  ,      32
12098.7  ,      24
12123.1  ,      37
12147.5  ,      25
12171.9  ,      29
12196.3  ,      29
12220.7  ,      15
12245.1  ,      19
12269.5  ,      27
12293.9  ,      18
12318.3  ,      10
12342.7  ,      18
12367.1  ,      19
12391.5  ,      18
12415.9  ,      18
12440.3  ,      18
12464.7  ,      22
12489.1  ,      10
12513.5  ,      25
12537.9  ,      15
12562.3  ,      30
12586.7  ,      24
12611.1  ,      22
12635.5  ,      21
12659.9  ,      25
12684.3  ,      23
12708.7  ,      31
12733.1  ,      21
12757.5  ,      27
12781.9  ,      27
12806.3  ,      27
12830.7  ,      25
12855.1  ,      33
12879.5  ,      31
12903.9  ,      27
12928.3  ,      41
12952.7  ,      42
12977.0  ,      36
13001.4  ,      41
13025.8  ,      42
13050.2  ,      50
13074.6  ,      56
13099.0  ,      58
13123.4  ,      70
13147.8  ,      85
13172.2  ,      90
13196.6  ,      77
13221.0  ,      97
13245.4  ,     107
13269.8  ,     115
13294.2  ,     129
13318.6  ,     161
13343.0  ,     152
13367.4  ,     175
13391.8  ,     187
13416.2  ,     203
13440.6  ,     187
13465.0  ,     198
13489.4  ,     238
13513.8  ,     202
13538.2  ,     233
13562.6  ,     186
13587.0  ,     207
13611.4  ,     199
13635.8  ,     210
13660.2  ,     180
13684.6  ,     165
13709.0  ,     145
13733.4  ,     126
13757.8  ,     116
13782.2  ,     118
13806.6  ,     119
13831.0  ,      82
13855.4  ,      76
13879.8  ,      86
13904.2  ,      78
13928.6  ,      75
13953.0  ,      82
13977.4  ,      88
14001.8  ,      93
14026.2  ,     107
14050.6  ,     120
14075.0  ,     138
14099.4  ,     162
14123.8  ,     157
14148.2  ,     232
14172.6  ,     248
14197.0  ,     266
14221.4  ,     305
14245.8  ,     296
14270.2  ,     293
14294.6  ,     276
14319.0  ,     242
14343.4  ,     211
14367.8  ,     212
14392.2  ,     127
14416.6  ,      86
14441.0  ,      74
14465.4  ,      40
14489.8  ,      35
14514.2  ,      26
14538.6  ,      17
14563.0  ,      27
14587.4  ,      17
14611.8  ,      15
14636.2  ,      17
14660.6  ,      12
14685.0  ,      17
14709.4  ,      21
14733.8  ,      15
14758.2  ,      10
14782.6  ,      18
14807.0  ,      10
14831.4  ,      20
14855.8  ,      15
14880.2  ,      25
14904.5  ,      23
14928.9  ,      17
14953.3  ,      36
14977.7  ,      30
15002.1  ,      18
15026.5  ,      24
15050.9  ,      18
15075.3  ,      17
15099.7  ,      20
15124.1  ,      24
15148.5  ,      25
15172.9  ,      28
15197.3  ,      38
15221.7  ,      24
15246.1  ,      31
15270.5  ,      33
15294.9  ,      21
15319.3  ,      35
15343.7  ,      31
15368.1  ,      33
15392.5  ,      40
15416.9  ,      31
15441.3  ,      33
15465.7  ,      34
15490.1  ,      56
15514.5  ,      69
15538.9  ,      84
15563.3  ,      96
15587.7  ,     122
15612.1  ,     185
15636.5  ,     186
15660.9  ,     219
15685.3  ,     257
15709.7  ,     260
15734.1  ,     298
15758.5  ,     306
15782.9  ,     280
15807.3  ,     272
15831.7  ,     239
15856.1  ,     202
15880.5  ,     153
15904.9  ,     138
15929.3  ,     128
15953.7  ,      84
15978.1  ,     101
16002.5  ,      73
16026.9  ,      77
16051.3  ,      92
16075.7  ,      94
16100.1  ,      97
16124.5  ,      99
16148.9  ,      91
16173.3  ,      98
16197.7  ,     104
16222.1  ,     106
16246.5  ,      92
16270.9  ,     104
16295.3  ,     106
16319.7  ,      89
16344.1  ,      94
16368.5  ,     102
16392.9  ,      89
16417.3  ,     101
16441.7  ,      79
16466.1  ,     103
16490.5  ,      81
16514.9  ,      94
16539.3  ,      97
16563.7  ,      87
16588.1  ,      91
16612.5  ,     107
16636.9  ,     116
16661.3  ,     123
16685.7  ,     109
16710.1  ,     109
16734.5  ,     124
16758.9  ,     143
16783.3  ,     135
16807.6  ,     162
16832.0  ,     182
16856.4  ,     161
16880.8  ,     173
16905.2  ,     196
16929.6  ,     217
16954.0  ,     222
16978.4  ,     225
17002.8  ,     255
17027.2  ,     263
17051.6  ,     264
17076.0  ,     225
17100.4  ,     275
17124.8  ,     283
17149.2  ,     287
17173.6  ,     270
17198.0  ,     298
17222.4  ,     279
17246.8  ,     282
17271.2  ,     254
17295.6  ,     246
17320.0  ,     236
17344.4  ,     198
17368.8  ,     194
17393.2  ,     182
17417.6  ,     153
17442.0  ,     141
17466.4  ,     115
17490.8  ,     115
17515.2  ,     137
17539.6  ,     117
17564.0  ,     113
17588.4  ,     113
17612.8  ,     121
17637.2  ,     121
17661.6  ,     117
17686.0  ,      96
17710.4  ,     111
17734.8  ,     107
17759.2  ,      55
17783.6  ,      71
17808.0  ,      62
17832.4  ,      54
17856.8  ,      52
17881.2  ,      43
17905.6  ,      51
17930.0  ,      48
17954.4  ,      46
17978.8  ,      43
18003.2  ,      63
18027.6  ,      53
18052.0  ,      49
18076.4  ,      55
18100.8  ,      76
18125.2  ,      83
18149.6  ,      98
18174.0  ,     142
18198.4  ,     174
18222.8  ,     164
18247.2  ,     230
18271.6  ,     210
18296.0  ,     193
18320.4  ,     203
18344.8  ,     201
18369.2  ,     157
18393.6  ,     141
18418.0  ,     116
18442.4  ,      74
18466.8  ,      76
18491.2  ,      43
18515.6  ,      30
18540.0  ,      18
18564.4  ,      16
18588.8  ,      11
18613.2  ,      18
18637.6  ,      13
18662.0  ,      12
18686.4  ,       9
18710.8  ,      12
18735.1  ,      11
18759.5  ,      10
18783.9  ,      15
18808.3  ,      17
18832.7  ,      14
18857.1  ,      12
18881.5  ,      15
18905.9  ,      23
18930.3  ,      10
18954.7  ,      12
18979.1  ,      18
19003.5  ,      14
19027.9  ,      20
19052.3  ,      27
19076.7  ,      27
19101.1  ,      26
19125.5  ,      18
19149.9  ,      26
19174.3  ,      25
19198.7  ,      18
19223.1  ,      19
19247.5  ,      21
19271.9  ,      34
19296.3  ,      22
19320.7  ,      34
19345.1  ,      34
19369.5  ,      34
19393.9  ,      25
19418.3  ,      40
19442.7  ,      40
19467.1  ,      40
19491.5  ,      47
19515.9  ,      46
19540.3  ,      47
19564.7  ,      61
19589.1  ,      46
19613.5  ,      46
19637.9  ,      60
19662.3  ,      57
19686.7  ,      65
19711.1  ,      61
19735.5  ,      67
19759.9  ,      65
19784.3  ,      70
19808.7  ,      71
19833.1  ,      78
19857.5  ,      68
19881.9  ,      69
19906.3  ,      55
19930.7  ,      66
19955.1  ,      73
19979.5  ,      65
20003.9  ,      56
20028.3  ,      59
20052.7  ,      48
20077.1  ,      54
20101.5  ,      42
20125.9  ,      48
20150.3  ,      47
20174.7  ,      50
20199.1  ,      51
20223.5  ,      36
20247.9  ,      43
20272.3  ,      42
20296.7  ,      42
20321.1  ,      32
20345.5  ,      28
20369.9  ,      31
20394.3  ,      28
20418.7  ,      39
20443.1  ,      21
20467.5  ,      25
20491.9  ,      20
20516.3  ,      23
20540.7  ,      26
20565.1  ,      24
20589.5  ,      26
20613.9  ,      21
20638.3  ,      20
20662.6  ,      26
20687.0  ,      26
20711.4  ,      24
20735.8  ,      27
20760.2  ,      20
20784.6  ,      14
20809.0  ,      17
20833.4  ,      19
20857.8  ,      16
20882.2  ,      12
20906.6  ,      15
20931.0  ,      11
20955.4  ,      13
20979.8  ,      11
21004.2  ,      16
21028.6  ,      15
21053.0  ,       8
21077.4  ,       9
21101.8  ,      19
21126.2  ,      14
21150.6  ,      10
21175.0  ,      16
21199.4  ,      21
21223.8  ,      10
21248.2  ,      16
21272.6  ,      25
21297.0  ,      25
21321.4  ,      38
21345.8  ,      36
21370.2  ,      49
21394.6  ,      54
21419.0  ,      50
21443.4  ,      33
21467.8  ,      38
21492.2  ,      44
21516.6  ,      27
21541.0  ,      24
21565.4  ,      13
21589.8  ,      14
21614.2  ,      16
21638.6  ,       8
21663.0  ,      10
21687.4  ,      13
21711.8  ,       6
21736.2  ,       6
21760.6  ,      10
21785.0  ,      10
21809.4  ,       6
21833.8  ,       8
21858.2  ,      10
21882.6  ,       6
21907.0  ,      13
21931.4  ,       9
21955.8  ,      12
21980.2  ,       9
22004.6  ,      10
22029.0  ,      10
22053.4  ,      13
22077.8  ,      11
22102.2  ,       8
22126.6  ,      15
22151.0  ,      11
22175.4  ,      17
22199.8  ,       9
22224.2  ,       6
22248.6  ,       9
22273.0  ,       8
22297.4  ,       9
22321.8  ,       8
22346.2  ,       6
22370.6  ,       6
22395.0  ,       3
22419.4  ,      11
22443.8  ,       0
22468.2  ,       5
22492.6  ,       5
22517.0  ,       3
22541.4  ,      11
22565.8  ,       7
22590.1  ,       7
22614.5  ,       6
22638.9  ,       7
22663.3  ,       4
22687.7  ,       3
22712.1  ,       3
22736.5  ,       9
22760.9  ,       5
22785.3  ,       3
22809.7  ,       6
22834.1  ,       6
22858.5  ,       5
22882.9  ,       7
22907.3  ,       4
22931.7  ,       7
22956.1  ,       4
22980.5  ,       8
23004.9  ,       4
23029.3  ,       5
23053.7  ,       5
23078.1  ,       8
23102.5  ,       7
23126.9  ,       4
23151.3  ,       7
23175.7  ,       2
23200.1  ,       6
23224.5  ,       2
23248.9  ,       4
23273.3  ,       4
23297.7  ,       4
23322.1  ,       5
23346.5  ,       2
23370.9  ,       8
23395.3  ,       3
23419.7  ,       7
23444.1  ,       1
23468.5  ,       5
23492.9  ,       3
23517.3  ,       5
23541.7  ,       2
23566.1  ,       9
23590.5  ,       1
23614.9  ,       1
23639.3  ,       5
23663.7  ,       7
23688.1  ,       4
23712.5  ,       8
23736.9  ,       4
23761.3  ,       7
23785.7  ,       3
23810.1  ,       4
23834.5  ,       0
23858.9  ,       7
23883.3  ,       6
23907.7  ,       4
23932.1  ,       8
23956.5  ,       5
23980.9  ,       2
24005.3  ,       5
24029.7  ,       7
24054.1  ,       3
24078.5  ,       2
24102.9  ,       4
24127.3  ,       3
24151.7  ,       6
24176.1  ,       8
24200.5  ,       3
24224.9  ,       4
24249.3  ,       4
24273.7  ,       6
24298.1  ,       5
24322.5  ,       6
24346.9  ,       5
24371.3  ,       4
24395.7  ,       1
24420.1  ,       6
24444.5  ,       3
24468.9  ,       7
24493.2  ,       4
24517.6  ,       6
24542.0  ,       3
24566.4  ,       6
24590.8  ,       1
24615.2  ,       5
24639.6  ,       7
24664.0  ,       5
24688.4  ,       3
24712.8  ,       7
24737.2  ,       4
24761.6  ,       2
24786.0  ,       4
24810.4  ,       4
24834.8  ,       7
24859.2  ,       2
24883.6  ,       2
24908.0  ,       5
24932.4  ,       4
24956.8  ,       4
24981.2  ,       5
25005.6  ,       6
25030.0  ,       3
25054.4  ,       7
25078.8  ,       3
25103.2  ,       7
25127.6  ,       9
25152.0  ,       5
25176.4  ,       8
25200.8  ,       1
25225.2  ,       3
25249.6  ,       4
25274.0  ,       5
25298.4  ,       1
25322.8  ,       8
25347.2  ,       1
25371.6  ,       8
25396.0  ,       7
25420.4  ,       2
25444.8  ,   11868
