"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.11    ,  0.14  
MgO     ,  4.71    ,  0.17  
Al2O3   ,  8.69    ,  0.19  
SiO2    , 47.51    ,  0.54  
P2O5    ,  1.05    ,  0.07  
SO3     ,  6.99    ,  0.10  
Cl      ,  0.91    ,  0.02  
K2O     ,  0.78    ,  0.02  
CaO     ,  6.22    ,  0.07  
TiO2    ,  1.10    ,  0.03  
Cr2O3   ,  0.41    ,  0.01  
MnO     ,  0.22    ,  0.01  
FeO     , 19.02    ,  0.20  
Ni      ,  0.0916  ,  0.0050
Zn      ,  0.0876  ,  0.0030
Br      ,  0.0029  ,  0.0005
