"Target: APXS_Drill_Site_Raster_Integration_Site4, Contains DAT files: APB_417936188ESC02300060000_______M2.DAT"
 6805.4  ,      30
 6829.8  ,      43
 6854.2  ,      66
 6878.6  ,      85
 6903.0  ,     117
 6927.4  ,     189
 6951.8  ,     323
 6976.3  ,     474
 7000.7  ,     608
 7025.1  ,     630
 7049.5  ,     606
 7073.9  ,     579
 7098.3  ,     453
 7122.7  ,     348
 7147.1  ,     226
 7171.5  ,     118
 7195.9  ,      82
 7220.4  ,      29
 7244.8  ,      15
 7269.2  ,      16
 7293.6  ,      10
 7318.0  ,      13
 7342.4  ,       8
 7366.8  ,      15
 7391.2  ,      26
 7415.6  ,      27
 7440.0  ,      22
 7464.5  ,      24
 7488.9  ,      26
 7513.3  ,      17
 7537.7  ,      18
 7562.1  ,      15
 7586.5  ,      11
 7610.9  ,       9
 7635.3  ,      14
 7659.7  ,       9
 7684.1  ,       5
 7708.6  ,      13
 7733.0  ,      11
 7757.4  ,       5
 7781.8  ,      16
 7806.2  ,       7
 7830.6  ,       9
 7855.0  ,      13
 7879.4  ,      18
 7903.8  ,       3
 7928.2  ,       9
 7952.7  ,       8
 7977.1  ,       5
 8001.5  ,       5
 8025.9  ,       3
 8050.3  ,       7
 8074.7  ,       5
 8099.1  ,      16
 8123.5  ,       6
 8147.9  ,       4
 8172.3  ,       8
 8196.8  ,       7
 8221.2  ,      12
 8245.6  ,       7
 8270.0  ,      12
 8294.4  ,      14
 8318.8  ,       4
 8343.2  ,      13
 8367.6  ,      10
 8392.0  ,       9
 8416.4  ,       5
 8440.9  ,       6
 8465.3  ,      12
 8489.7  ,      18
 8514.1  ,      17
 8538.5  ,      41
 8562.9  ,      36
 8587.3  ,      40
 8611.7  ,      34
 8636.1  ,      62
 8660.5  ,      41
 8685.0  ,      34
 8709.4  ,      22
 8733.8  ,      22
 8758.2  ,       8
 8782.6  ,      14
 8807.0  ,      10
 8831.4  ,      11
 8855.8  ,       6
 8880.2  ,      14
 8904.6  ,      10
 8929.1  ,       8
 8953.5  ,      11
 8977.9  ,      12
 9002.3  ,       7
 9026.7  ,       7
 9051.1  ,       9
 9075.5  ,      12
 9099.9  ,       6
 9124.3  ,      12
 9148.7  ,      12
 9173.1  ,      12
 9197.6  ,      13
 9222.0  ,      12
 9246.4  ,       7
 9270.8  ,      13
 9295.2  ,       5
 9319.6  ,       6
 9344.0  ,      13
 9368.4  ,       7
 9392.8  ,       9
 9417.2  ,       9
 9441.7  ,      21
 9466.1  ,      10
 9490.5  ,      15
 9514.9  ,      13
 9539.3  ,      12
 9563.7  ,      16
 9588.1  ,      11
 9612.5  ,      14
 9636.9  ,      21
 9661.3  ,      11
 9685.8  ,      13
 9710.2  ,       7
 9734.6  ,      15
 9759.0  ,      11
 9783.4  ,      11
 9807.8  ,      10
 9832.2  ,      15
 9856.6  ,       9
 9881.0  ,      11
 9905.4  ,       9
 9929.9  ,      14
 9954.3  ,      14
 9978.7  ,       6
10003.1  ,       3
10027.5  ,      20
10051.9  ,       9
10076.3  ,       4
10100.7  ,       3
10125.1  ,      11
10149.5  ,       5
10174.0  ,       8
10198.4  ,      12
10222.8  ,       7
10247.2  ,       6
10271.6  ,      11
10296.0  ,       5
10320.4  ,      10
10344.8  ,       8
10369.2  ,       6
10393.6  ,       8
10418.1  ,       6
10442.5  ,      12
10466.9  ,      17
10491.3  ,       9
10515.7  ,       9
10540.1  ,       5
10564.5  ,      14
10588.9  ,       8
10613.3  ,       8
10637.7  ,       3
10662.2  ,      12
10686.6  ,       7
10711.0  ,       6
10735.4  ,      13
10759.8  ,       7
10784.2  ,       7
10808.6  ,      10
10833.0  ,      10
10857.4  ,      10
10881.8  ,       6
10906.3  ,       4
10930.7  ,       6
10955.1  ,       7
10979.5  ,       5
11003.9  ,       9
11028.3  ,       9
11052.7  ,       9
11077.1  ,      10
11101.5  ,       9
11125.9  ,       9
11150.4  ,       8
11174.8  ,      12
11199.2  ,      10
11223.6  ,       8
11248.0  ,       7
11272.4  ,       9
11296.8  ,       7
11321.2  ,       9
11345.6  ,      15
11370.0  ,      12
11394.5  ,       7
11418.9  ,       9
11443.3  ,       9
11467.7  ,       9
11492.1  ,       9
11516.5  ,      15
11540.9  ,      14
11565.3  ,       9
11589.7  ,      10
11614.1  ,      14
11638.6  ,       9
11663.0  ,      17
11687.4  ,       8
11711.8  ,      18
11736.2  ,      21
11760.6  ,      18
11785.0  ,      21
11809.4  ,      17
11833.8  ,      19
11858.2  ,      31
11882.7  ,      35
11907.1  ,      28
11931.5  ,      36
11955.9  ,      28
11980.3  ,      23
12004.7  ,      32
12029.1  ,      19
12053.5  ,      15
12077.9  ,      20
12102.3  ,      24
12126.8  ,      18
12151.2  ,      15
12175.6  ,      20
12200.0  ,      18
12224.4  ,      23
12248.8  ,      13
12273.2  ,       8
12297.6  ,      11
12322.0  ,       9
12346.4  ,       8
12370.9  ,      14
12395.3  ,       7
12419.7  ,      13
12444.1  ,       8
12468.5  ,      11
12492.9  ,       5
12517.3  ,      11
12541.7  ,      11
12566.1  ,      16
12590.5  ,      10
12615.0  ,      12
12639.4  ,      14
12663.8  ,      14
12688.2  ,      10
12712.6  ,      12
12737.0  ,       8
12761.4  ,      17
12785.8  ,      14
12810.2  ,      15
12834.6  ,      25
12859.1  ,      16
12883.5  ,      13
12907.9  ,      22
12932.3  ,      26
12956.7  ,      15
12981.1  ,      15
13005.5  ,      24
13029.9  ,      26
13054.3  ,      22
13078.7  ,      22
13103.2  ,      30
13127.6  ,      34
13152.0  ,      41
13176.4  ,      41
13200.8  ,      53
13225.2  ,      65
13249.6  ,      61
13274.0  ,      68
13298.4  ,      62
13322.8  ,      74
13347.3  ,      82
13371.7  ,      78
13396.1  ,      93
13420.5  ,      78
13444.9  ,     101
13469.3  ,     106
13493.7  ,      96
13518.1  ,      78
13542.5  ,     103
13566.9  ,      88
13591.4  ,      86
13615.8  ,      91
13640.2  ,      80
13664.6  ,      65
13689.0  ,      73
13713.4  ,      73
13737.8  ,      58
13762.2  ,      68
13786.6  ,      43
13811.0  ,      47
13835.5  ,      45
13859.9  ,      35
13884.3  ,      39
13908.7  ,      39
13933.1  ,      51
13957.5  ,      37
13981.9  ,      42
14006.3  ,      50
14030.7  ,      45
14055.1  ,      52
14079.6  ,      59
14104.0  ,      61
14128.4  ,      74
14152.8  ,      92
14177.2  ,     115
14201.6  ,     141
14226.0  ,     153
14250.4  ,     152
14274.8  ,     172
14299.2  ,     131
14323.7  ,     142
14348.1  ,     103
14372.5  ,      63
14396.9  ,      60
14421.3  ,      55
14445.7  ,      27
14470.1  ,      31
14494.5  ,      25
14518.9  ,      12
14543.3  ,      12
14567.8  ,       8
14592.2  ,       7
14616.6  ,       7
14641.0  ,      12
14665.4  ,      14
14689.8  ,      11
14714.2  ,      12
14738.6  ,      14
14763.0  ,       9
14787.4  ,       8
14811.9  ,      16
14836.3  ,       9
14860.7  ,      21
14885.1  ,      16
14909.5  ,      13
14933.9  ,      12
14958.3  ,      18
14982.7  ,      18
15007.1  ,       8
15031.5  ,      12
15056.0  ,      20
15080.4  ,      18
15104.8  ,      12
15129.2  ,       9
15153.6  ,      12
15178.0  ,      20
15202.4  ,      12
15226.8  ,      14
15251.2  ,      11
15275.6  ,      12
15300.1  ,      16
15324.5  ,      20
15348.9  ,      17
15373.3  ,      19
15397.7  ,      16
15422.1  ,      26
15446.5  ,      25
15470.9  ,      32
15495.3  ,      26
15519.7  ,      42
15544.2  ,      64
15568.6  ,      93
15593.0  ,     122
15617.4  ,     156
15641.8  ,     180
15666.2  ,     211
15690.6  ,     269
15715.0  ,     290
15739.4  ,     307
15763.8  ,     309
15788.3  ,     298
15812.7  ,     282
15837.1  ,     241
15861.5  ,     192
15885.9  ,     127
15910.3  ,     125
15934.7  ,      76
15959.1  ,      51
15983.5  ,      59
16007.9  ,      55
16032.4  ,      61
16056.8  ,      46
16081.2  ,      48
16105.6  ,      42
16130.0  ,      36
16154.4  ,      44
16178.8  ,      34
16203.2  ,      45
16227.6  ,      47
16252.0  ,      49
16276.5  ,      51
16300.9  ,      41
16325.3  ,      45
16349.7  ,      48
16374.1  ,      48
16398.5  ,      48
16422.9  ,      49
16447.3  ,      50
16471.7  ,      40
16496.1  ,      47
16520.6  ,      39
16545.0  ,      32
16569.4  ,      46
16593.8  ,      58
16618.2  ,      56
16642.6  ,      44
16667.0  ,      51
16691.4  ,      39
16715.8  ,      70
16740.2  ,      66
16764.7  ,      68
16789.1  ,      73
16813.5  ,      66
16837.9  ,      88
16862.3  ,      97
16886.7  ,     109
16911.1  ,      91
16935.5  ,     111
16959.9  ,     101
16984.3  ,      95
17008.8  ,     125
17033.2  ,     126
17057.6  ,     115
17082.0  ,     121
17106.4  ,     127
17130.8  ,     133
17155.2  ,     126
17179.6  ,     132
17204.0  ,     114
17228.4  ,     132
17252.9  ,     128
17277.3  ,     109
17301.7  ,     122
17326.1  ,     101
17350.5  ,      80
17374.9  ,      75
17399.3  ,      72
17423.7  ,      62
17448.1  ,      60
17472.5  ,      59
17496.9  ,      47
17521.4  ,      58
17545.8  ,      67
17570.2  ,      73
17594.6  ,      85
17619.0  ,      83
17643.4  ,      85
17667.8  ,      78
17692.2  ,      81
17716.6  ,      63
17741.0  ,      60
17765.5  ,      69
17789.9  ,      50
17814.3  ,      40
17838.7  ,      26
17863.1  ,      31
17887.5  ,      34
17911.9  ,      34
17936.3  ,      25
17960.7  ,      32
17985.1  ,      22
18009.6  ,      31
18034.0  ,      32
18058.4  ,      27
18082.8  ,      28
18107.2  ,      33
18131.6  ,      45
18156.0  ,      59
18180.4  ,      65
18204.8  ,      85
18229.2  ,      86
18253.7  ,      98
18278.1  ,     121
18302.5  ,     119
18326.9  ,     133
18351.3  ,     113
18375.7  ,      89
18400.1  ,      70
18424.5  ,      54
18448.9  ,      50
18473.3  ,      36
18497.8  ,      17
18522.2  ,      18
18546.6  ,      10
18571.0  ,       9
18595.4  ,       6
18619.8  ,       5
18644.2  ,       9
18668.6  ,       7
18693.0  ,      14
18717.4  ,       9
18741.9  ,       5
18766.3  ,       9
18790.7  ,      10
18815.1  ,      11
18839.5  ,       8
18863.9  ,       8
18888.3  ,       7
18912.7  ,       8
18937.1  ,      12
18961.5  ,       7
18986.0  ,      13
19010.4  ,       8
19034.8  ,      10
19059.2  ,      15
19083.6  ,      13
19108.0  ,      11
19132.4  ,      12
19156.8  ,       9
19181.2  ,      12
19205.6  ,      12
19230.1  ,      16
19254.5  ,      13
19278.9  ,      14
19303.3  ,      13
19327.7  ,      15
19352.1  ,      17
19376.5  ,      17
19400.9  ,      23
19425.3  ,      16
19449.7  ,      18
19474.2  ,      38
19498.6  ,      26
19523.0  ,      23
19547.4  ,      26
19571.8  ,      28
19596.2  ,      32
19620.6  ,      32
19645.0  ,      24
19669.4  ,      27
19693.8  ,      27
19718.3  ,      33
19742.7  ,      34
19767.1  ,      37
19791.5  ,      35
19815.9  ,      32
19840.3  ,      31
19864.7  ,      40
19889.1  ,      27
19913.5  ,      32
19937.9  ,      22
19962.4  ,      23
19986.8  ,      25
20011.2  ,      30
20035.6  ,      26
20060.0  ,      21
20084.4  ,      25
20108.8  ,      25
20133.2  ,      22
20157.6  ,      17
20182.0  ,      29
20206.5  ,      20
20230.9  ,      23
20255.3  ,      14
20279.7  ,      21
20304.1  ,      24
20328.5  ,      21
20352.9  ,      18
20377.3  ,      22
20401.7  ,      15
20426.1  ,      24
20450.6  ,      10
20475.0  ,      16
20499.4  ,      11
20523.8  ,      12
20548.2  ,      17
20572.6  ,      26
20597.0  ,      14
20621.4  ,       7
20645.8  ,      13
20670.2  ,      11
20694.7  ,       4
20719.1  ,      10
20743.5  ,      10
20767.9  ,      13
20792.3  ,       8
20816.7  ,       8
20841.1  ,      14
20865.5  ,      13
20889.9  ,       9
20914.3  ,       3
20938.8  ,       9
20963.2  ,       8
20987.6  ,       5
21012.0  ,       9
21036.4  ,      15
21060.8  ,       5
21085.2  ,       8
21109.6  ,       8
21134.0  ,       5
21158.4  ,      11
21182.9  ,       7
21207.3  ,      11
21231.7  ,      15
21256.1  ,      14
21280.5  ,      22
21304.9  ,       8
21329.3  ,      13
21353.7  ,      17
21378.1  ,      27
21402.5  ,      24
21427.0  ,      24
21451.4  ,      28
21475.8  ,      24
21500.2  ,      18
21524.6  ,      22
21549.0  ,      15
21573.4  ,      16
21597.8  ,      10
21622.2  ,       9
21646.6  ,      11
21671.1  ,       6
21695.5  ,       4
21719.9  ,      12
21744.3  ,       3
21768.7  ,       6
21793.1  ,       6
21817.5  ,       2
21841.9  ,       7
21866.3  ,       5
21890.7  ,       7
21915.2  ,       3
21939.6  ,       4
21964.0  ,       4
21988.4  ,       7
22012.8  ,       5
22037.2  ,       4
22061.6  ,       7
22086.0  ,       6
22110.4  ,       9
22134.8  ,      10
22159.3  ,      11
22183.7  ,      10
22208.1  ,       6
22232.5  ,      14
22256.9  ,      13
22281.3  ,       4
22305.7  ,       4
22330.1  ,       1
22354.5  ,       5
22378.9  ,       5
22403.4  ,       4
22427.8  ,       6
22452.2  ,       2
22476.6  ,       6
22501.0  ,       4
22525.4  ,       8
22549.8  ,       1
22574.2  ,       3
22598.6  ,       2
22623.0  ,       2
22647.5  ,       3
22671.9  ,       2
22696.3  ,       5
22720.7  ,       4
22745.1  ,       4
22769.5  ,       0
22793.9  ,       5
22818.3  ,       6
22842.7  ,       5
22867.1  ,       4
22891.6  ,       5
22916.0  ,       5
22940.4  ,       5
22964.8  ,       6
22989.2  ,       3
23013.6  ,       4
23038.0  ,       4
23062.4  ,       4
23086.8  ,       5
23111.2  ,       3
23135.7  ,       5
23160.1  ,       5
23184.5  ,       3
23208.9  ,       1
23233.3  ,       4
23257.7  ,       3
23282.1  ,       3
23306.5  ,       2
23330.9  ,       7
23355.3  ,       2
23379.8  ,       5
23404.2  ,       5
23428.6  ,       6
23453.0  ,       4
23477.4  ,       5
23501.8  ,       6
23526.2  ,       6
23550.6  ,       3
23575.0  ,       4
23599.4  ,       1
23623.9  ,       4
23648.3  ,       8
23672.7  ,       6
23697.1  ,       4
23721.5  ,       1
23745.9  ,       5
23770.3  ,       4
23794.7  ,       2
23819.1  ,       4
23843.5  ,       2
23868.0  ,       0
23892.4  ,       7
23916.8  ,       4
23941.2  ,       3
23965.6  ,       5
23990.0  ,       5
24014.4  ,       4
24038.8  ,       7
24063.2  ,       1
24087.6  ,       5
24112.1  ,       7
24136.5  ,       0
24160.9  ,       2
24185.3  ,       6
24209.7  ,       5
24234.1  ,       2
24258.5  ,       1
24282.9  ,       4
24307.3  ,       3
24331.7  ,       6
24356.2  ,       6
24380.6  ,       6
24405.0  ,       6
24429.4  ,       5
24453.8  ,       6
24478.2  ,       4
24502.6  ,       6
24527.0  ,       4
24551.4  ,       1
24575.8  ,       3
24600.3  ,       6
24624.7  ,       4
24649.1  ,       7
24673.5  ,       4
24697.9  ,       2
24722.3  ,       4
24746.7  ,       1
24771.1  ,       3
24795.5  ,       2
24819.9  ,       3
24844.4  ,       3
24868.8  ,       3
24893.2  ,       5
24917.6  ,       1
24942.0  ,       2
24966.4  ,       8
24990.8  ,       2
25015.2  ,       2
25039.6  ,       5
25064.0  ,       5
25088.5  ,       3
25112.9  ,       3
25137.3  ,       3
25161.7  ,       7
25186.1  ,       9
25210.5  ,       5
25234.9  ,       5
25259.3  ,       3
25283.7  ,       7
25308.1  ,       2
25332.6  ,       1
25357.0  ,       3
25381.4  ,       6
25405.8  ,       7
25430.2  ,       3
25454.6  ,   12964
