"Target: APXS_Drill_Site_Raster_Integration_Site5, Contains DAT files: APB_417937717ESC02300060000_______M2.DAT"
 8368.3  ,       8
 8392.7  ,      11
 8417.1  ,       9
 8441.5  ,       9
 8465.9  ,      12
 8490.4  ,      22
 8514.8  ,      24
 8539.2  ,      31
 8563.6  ,      46
 8588.0  ,      53
 8612.4  ,      40
 8636.8  ,      56
 8661.3  ,      42
 8685.7  ,      46
 8710.1  ,      31
 8734.5  ,      28
 8758.9  ,      20
 8783.3  ,      15
 8807.7  ,      10
 8832.1  ,       8
 8856.6  ,      13
 8881.0  ,       9
 8905.4  ,      12
 8929.8  ,       8
 8954.2  ,       8
 8978.6  ,       4
 9003.0  ,       7
 9027.5  ,       5
 9051.9  ,      12
 9076.3  ,       8
 9100.7  ,       9
 9125.1  ,       7
 9149.5  ,      12
 9173.9  ,       6
 9198.4  ,      11
 9222.8  ,       8
 9247.2  ,      13
 9271.6  ,       7
 9296.0  ,      16
 9320.4  ,       7
 9344.8  ,      14
 9369.3  ,       7
 9393.7  ,       7
 9418.1  ,       6
 9442.5  ,       5
 9466.9  ,       9
 9491.3  ,       6
 9515.7  ,      12
 9540.1  ,      16
 9564.6  ,      22
 9589.0  ,      16
 9613.4  ,      11
 9637.8  ,      10
 9662.2  ,      13
 9686.6  ,       7
 9711.0  ,      11
 9735.5  ,       8
 9759.9  ,       5
 9784.3  ,      15
 9808.7  ,      14
 9833.1  ,      16
 9857.5  ,       8
 9881.9  ,      19
 9906.4  ,       8
 9930.8  ,       5
 9955.2  ,      10
 9979.6  ,      10
10004.0  ,      12
10028.4  ,       6
10052.8  ,       7
10077.3  ,       7
10101.7  ,       6
10126.1  ,       8
10150.5  ,       5
10174.9  ,       5
10199.3  ,       6
10223.7  ,       7
10248.2  ,       6
10272.6  ,       6
10297.0  ,       9
10321.4  ,       6
10345.8  ,       7
10370.2  ,       5
10394.6  ,       6
10419.0  ,       8
10443.5  ,       7
10467.9  ,       8
10492.3  ,      10
10516.7  ,      10
10541.1  ,       6
10565.5  ,       7
10589.9  ,       9
10614.4  ,       6
10638.8  ,       5
10663.2  ,       9
10687.6  ,       5
10712.0  ,       7
10736.4  ,       6
10760.8  ,       8
10785.3  ,       6
10809.7  ,      13
10834.1  ,       8
10858.5  ,      12
10882.9  ,       8
10907.3  ,      12
10931.7  ,      12
10956.2  ,       9
10980.6  ,       9
11005.0  ,       7
11029.4  ,       7
11053.8  ,       7
11078.2  ,      11
11102.6  ,      10
11127.1  ,       7
11151.5  ,       9
11175.9  ,      10
11200.3  ,       8
11224.7  ,      11
11249.1  ,      10
11273.5  ,       6
11297.9  ,       9
11322.4  ,       6
11346.8  ,       7
11371.2  ,      11
11395.6  ,      10
11420.0  ,       7
11444.4  ,      12
11468.8  ,      15
11493.3  ,       5
11517.7  ,      14
11542.1  ,      14
11566.5  ,      12
11590.9  ,      12
11615.3  ,       9
11639.7  ,      19
11664.2  ,      11
11688.6  ,      12
11713.0  ,      10
11737.4  ,       6
11761.8  ,      15
11786.2  ,      18
11810.6  ,      11
11835.1  ,      22
11859.5  ,      19
11883.9  ,      18
11908.3  ,      12
11932.7  ,      15
11957.1  ,      16
11981.5  ,      20
12006.0  ,      21
12030.4  ,      20
12054.8  ,      15
12079.2  ,      20
12103.6  ,      17
12128.0  ,      22
12152.4  ,      17
12176.8  ,      19
12201.3  ,      22
12225.7  ,      10
12250.1  ,      14
12274.5  ,      13
12298.9  ,      17
12323.3  ,      12
12347.7  ,      12
12372.2  ,      12
12396.6  ,       9
12421.0  ,       7
12445.4  ,      12
12469.8  ,      10
12494.2  ,       6
12518.6  ,      12
12543.1  ,      16
12567.5  ,      11
12591.9  ,      13
12616.3  ,      12
12640.7  ,      12
12665.1  ,      15
12689.5  ,       8
12714.0  ,      11
12738.4  ,      19
12762.8  ,      12
12787.2  ,      25
12811.6  ,      22
12836.0  ,      14
12860.4  ,      20
12884.9  ,      22
12909.3  ,      25
12933.7  ,      22
12958.1  ,      17
12982.5  ,      21
13006.9  ,      27
13031.3  ,      26
13055.7  ,      24
13080.2  ,      25
13104.6  ,      31
13129.0  ,      33
13153.4  ,      29
13177.8  ,      49
13202.2  ,      57
13226.6  ,      38
13251.1  ,      67
13275.5  ,      65
13299.9  ,      67
13324.3  ,      78
13348.7  ,      79
13373.1  ,      89
13397.5  ,     105
13422.0  ,      86
13446.4  ,      88
13470.8  ,     103
13495.2  ,      88
13519.6  ,     103
13544.0  ,      89
13568.4  ,      97
13592.9  ,      79
13617.3  ,      74
13641.7  ,      88
13666.1  ,      62
13690.5  ,      58
13714.9  ,      48
13739.3  ,      50
13763.8  ,      44
13788.2  ,      46
13812.6  ,      37
13837.0  ,      46
13861.4  ,      34
13885.8  ,      39
13910.2  ,      32
13934.6  ,      40
13959.1  ,      33
13983.5  ,      49
14007.9  ,      40
14032.3  ,      49
14056.7  ,      54
14081.1  ,      54
14105.5  ,      72
14130.0  ,      74
14154.4  ,      88
14178.8  ,     100
14203.2  ,     125
14227.6  ,     159
14252.0  ,     164
14276.4  ,     150
14300.9  ,     150
14325.3  ,     135
14349.7  ,      97
14374.1  ,      94
14398.5  ,      62
14422.9  ,      54
14447.3  ,      37
14471.8  ,      15
14496.2  ,      13
14520.6  ,      12
14545.0  ,      16
14569.4  ,      17
14593.8  ,       7
14618.2  ,      10
14642.7  ,      13
14667.1  ,      12
14691.5  ,      17
14715.9  ,      14
14740.3  ,      16
14764.7  ,      10
14789.1  ,      12
14813.5  ,      12
14838.0  ,      11
14862.4  ,      10
14886.8  ,      14
14911.2  ,      13
14935.6  ,      14
14960.0  ,      17
14984.4  ,      13
15008.9  ,      16
15033.3  ,      17
15057.7  ,      17
15082.1  ,      13
15106.5  ,      16
15130.9  ,      16
15155.3  ,      12
15179.8  ,      10
15204.2  ,      15
15228.6  ,      14
15253.0  ,      21
15277.4  ,      14
15301.8  ,      20
15326.2  ,      21
15350.7  ,      12
15375.1  ,      16
15399.5  ,      18
15423.9  ,      28
15448.3  ,      27
15472.7  ,      28
15497.1  ,      40
15521.6  ,      53
15546.0  ,      69
15570.4  ,     104
15594.8  ,     111
15619.2  ,     140
15643.6  ,     226
15668.0  ,     242
15692.4  ,     273
15716.9  ,     304
15741.3  ,     325
15765.7  ,     322
15790.1  ,     345
15814.5  ,     223
15838.9  ,     223
15863.3  ,     166
15887.8  ,     142
15912.2  ,     122
15936.6  ,      93
15961.0  ,      69
15985.4  ,      43
16009.8  ,      39
16034.2  ,      50
16058.7  ,      36
16083.1  ,      43
16107.5  ,      49
16131.9  ,      46
16156.3  ,      41
16180.7  ,      51
16205.1  ,      39
16229.6  ,      56
16254.0  ,      45
16278.4  ,      54
16302.8  ,      54
16327.2  ,      46
16351.6  ,      40
16376.0  ,      45
16400.5  ,      47
16424.9  ,      46
16449.3  ,      47
16473.7  ,      45
16498.1  ,      49
16522.5  ,      53
16546.9  ,      50
16571.3  ,      56
16595.8  ,      49
16620.2  ,      49
16644.6  ,      51
16669.0  ,      51
16693.4  ,      44
16717.8  ,      61
16742.2  ,      52
16766.7  ,      80
16791.1  ,      66
16815.5  ,      78
16839.9  ,      93
16864.3  ,      84
16888.7  ,     104
16913.1  ,     107
16937.6  ,     109
16962.0  ,      91
16986.4  ,      97
17010.8  ,     129
17035.2  ,     115
17059.6  ,     115
17084.0  ,     121
17108.5  ,     106
17132.9  ,     124
17157.3  ,     129
17181.7  ,     129
17206.1  ,     123
17230.5  ,     128
17254.9  ,     123
17279.4  ,     111
17303.8  ,      98
17328.2  ,      81
17352.6  ,      82
17377.0  ,      74
17401.4  ,      66
17425.8  ,      78
17450.2  ,      62
17474.7  ,      58
17499.1  ,      74
17523.5  ,      56
17547.9  ,      60
17572.3  ,      65
17596.7  ,      71
17621.1  ,     102
17645.6  ,      77
17670.0  ,      91
17694.4  ,      64
17718.8  ,      80
17743.2  ,      72
17767.6  ,      42
17792.0  ,      44
17816.5  ,      42
17840.9  ,      36
17865.3  ,      32
17889.7  ,      27
17914.1  ,      32
17938.5  ,      26
17962.9  ,      22
17987.4  ,      19
18011.8  ,      23
18036.2  ,      25
18060.6  ,      30
18085.0  ,      34
18109.4  ,      22
18133.8  ,      60
18158.3  ,      51
18182.7  ,      81
18207.1  ,     100
18231.5  ,     112
18255.9  ,     118
18280.3  ,     109
18304.7  ,     116
18329.1  ,     110
18353.6  ,     112
18378.0  ,     100
18402.4  ,      70
18426.8  ,      70
18451.2  ,      36
18475.6  ,      33
18500.0  ,      28
18524.5  ,      16
18548.9  ,      15
18573.3  ,      13
18597.7  ,      12
18622.1  ,       9
18646.5  ,      11
18670.9  ,      13
18695.4  ,       5
18719.8  ,       9
18744.2  ,       9
18768.6  ,       5
18793.0  ,       4
18817.4  ,      11
18841.8  ,       9
18866.3  ,      12
18890.7  ,       5
18915.1  ,      15
18939.5  ,       8
18963.9  ,      11
18988.3  ,       7
19012.7  ,       9
19037.1  ,      11
19061.6  ,      14
19086.0  ,      12
19110.4  ,      12
19134.8  ,      11
19159.2  ,      13
19183.6  ,      13
19208.0  ,      12
19232.5  ,      14
19256.9  ,      15
19281.3  ,      14
19305.7  ,      12
19330.1  ,      12
19354.5  ,      16
19378.9  ,      25
19403.4  ,      17
19427.8  ,      23
19452.2  ,      14
19476.6  ,      25
19501.0  ,      23
19525.4  ,      24
19549.8  ,      20
19574.3  ,      24
19598.7  ,      24
19623.1  ,      28
19647.5  ,      28
19671.9  ,      32
19696.3  ,      20
19720.7  ,      24
19745.2  ,      19
19769.6  ,      32
19794.0  ,      23
19818.4  ,      40
19842.8  ,      38
19867.2  ,      35
19891.6  ,      31
19916.0  ,      21
19940.5  ,      27
19964.9  ,      24
19989.3  ,      21
20013.7  ,      21
20038.1  ,      28
20062.5  ,      22
20086.9  ,      28
20111.4  ,      18
20135.8  ,      20
20160.2  ,      25
20184.6  ,      11
20209.0  ,      27
20233.4  ,      28
20257.8  ,      20
20282.3  ,      15
20306.7  ,      17
20331.1  ,      22
20355.5  ,      16
20379.9  ,      12
20404.3  ,      16
20428.7  ,      15
20453.2  ,      15
20477.6  ,      16
20502.0  ,      11
20526.4  ,      17
20550.8  ,      17
20575.2  ,       7
20599.6  ,      16
20624.1  ,      17
20648.5  ,      16
20672.9  ,       9
20697.3  ,      14
20721.7  ,       9
20746.1  ,      12
20770.5  ,      12
20794.9  ,       3
20819.4  ,       8
20843.8  ,       7
20868.2  ,       7
20892.6  ,      10
20917.0  ,      12
20941.4  ,       8
20965.8  ,       8
20990.3  ,       8
21014.7  ,       3
21039.1  ,      10
21063.5  ,       7
21087.9  ,       7
21112.3  ,       5
21136.7  ,       9
21161.2  ,       5
21185.6  ,       6
21210.0  ,       4
21234.4  ,      11
21258.8  ,      10
21283.2  ,      12
21307.6  ,      11
21332.1  ,      16
21356.5  ,      19
21380.9  ,      20
21405.3  ,      27
21429.7  ,      23
21454.1  ,      22
21478.5  ,      17
21503.0  ,      17
21527.4  ,      20
21551.8  ,      13
21576.2  ,      14
21600.6  ,      12
21625.0  ,      14
21649.4  ,       6
21673.8  ,       2
21698.3  ,       4
21722.7  ,       6
21747.1  ,       5
21771.5  ,       3
21795.9  ,       1
21820.3  ,       4
21844.7  ,       3
21869.2  ,       4
21893.6  ,       4
21918.0  ,       4
21942.4  ,       2
21966.8  ,       6
21991.2  ,       6
22015.6  ,       2
22040.1  ,       7
22064.5  ,       6
22088.9  ,       7
22113.3  ,       2
22137.7  ,       9
22162.1  ,      10
22186.5  ,      11
22211.0  ,      14
22235.4  ,      11
22259.8  ,       2
22284.2  ,       9
22308.6  ,       5
22333.0  ,       6
22357.4  ,       4
22381.9  ,       4
22406.3  ,       2
22430.7  ,       4
22455.1  ,       4
22479.5  ,       6
22503.9  ,       5
22528.3  ,       4
22552.7  ,       3
22577.2  ,       3
22601.6  ,       6
22626.0  ,       3
22650.4  ,       2
22674.8  ,       3
22699.2  ,       6
22723.6  ,       1
22748.1  ,       2
22772.5  ,       3
22796.9  ,       5
22821.3  ,       0
22845.7  ,       3
22870.1  ,       6
22894.5  ,       4
22919.0  ,       0
22943.4  ,       5
22967.8  ,       2
22992.2  ,       6
23016.6  ,       2
23041.0  ,       7
23065.4  ,       8
23089.9  ,       3
23114.3  ,       4
23138.7  ,       3
23163.1  ,       3
23187.5  ,       6
23211.9  ,       5
23236.3  ,       3
23260.8  ,       3
23285.2  ,       4
23309.6  ,       8
23334.0  ,       2
23358.4  ,       0
23382.8  ,       1
23407.2  ,       4
23431.6  ,       1
23456.1  ,       7
23480.5  ,       1
23504.9  ,       2
23529.3  ,       5
23553.7  ,       5
23578.1  ,       6
23602.5  ,       4
23627.0  ,       3
23651.4  ,       7
23675.8  ,       5
23700.2  ,       1
23724.6  ,       8
23749.0  ,       3
23773.4  ,       5
23797.9  ,       4
23822.3  ,       4
23846.7  ,       4
23871.1  ,       5
23895.5  ,       4
23919.9  ,       4
23944.3  ,       6
23968.8  ,       4
23993.2  ,       4
24017.6  ,       1
24042.0  ,       3
24066.4  ,       7
24090.8  ,       5
24115.2  ,       3
24139.7  ,       2
24164.1  ,       3
24188.5  ,       5
24212.9  ,       4
24237.3  ,       3
24261.7  ,       4
24286.1  ,       5
24310.5  ,       3
24335.0  ,       5
24359.4  ,       3
24383.8  ,       3
24408.2  ,       2
24432.6  ,       7
24457.0  ,       9
24481.4  ,       4
24505.9  ,       3
24530.3  ,       4
24554.7  ,       1
24579.1  ,       5
24603.5  ,       4
24627.9  ,       5
24652.3  ,       2
24676.8  ,       4
24701.2  ,       4
24725.6  ,       3
24750.0  ,       4
24774.4  ,       7
24798.8  ,       3
24823.2  ,       6
24847.7  ,       3
24872.1  ,       5
24896.5  ,       3
24920.9  ,       3
24945.3  ,       1
24969.7  ,       3
24994.1  ,       7
25018.6  ,       4
25043.0  ,       6
25067.4  ,       5
25091.8  ,       4
25116.2  ,       4
25140.6  ,       4
25165.0  ,       7
25189.4  ,       5
25213.9  ,      11
25238.3  ,       5
25262.7  ,       4
25287.1  ,       9
25311.5  ,       9
25335.9  ,       8
25360.3  ,      10
25384.8  ,       5
25409.2  ,      11
25433.6  ,       6
25458.0  ,   12860
