"Target: APXS_Drill_Site_Raster_Integration_Site1, Contains DAT files: APB_417931568ESC02300060000_______M2.DAT"
 8398.6  ,      10
 8423.0  ,      13
 8447.5  ,       7
 8471.9  ,      13
 8496.3  ,      15
 8520.8  ,      25
 8545.2  ,      18
 8569.6  ,      22
 8594.0  ,      25
 8618.5  ,      36
 8642.9  ,      28
 8667.3  ,      27
 8691.7  ,      29
 8716.2  ,      21
 8740.6  ,      18
 8765.0  ,      11
 8789.4  ,       7
 8813.9  ,      12
 8838.3  ,      12
 8862.7  ,       6
 8887.1  ,      11
 8911.6  ,       7
 8936.0  ,       8
 8960.4  ,       9
 8984.9  ,       8
 9009.3  ,       6
 9033.7  ,       6
 9058.1  ,       9
 9082.6  ,      14
 9107.0  ,       7
 9131.4  ,      11
 9155.8  ,      11
 9180.3  ,       4
 9204.7  ,      10
 9229.1  ,      12
 9253.5  ,       7
 9278.0  ,       6
 9302.4  ,       9
 9326.8  ,       9
 9351.2  ,       7
 9375.7  ,       5
 9400.1  ,      10
 9424.5  ,       5
 9449.0  ,      12
 9473.4  ,      14
 9497.8  ,       8
 9522.2  ,      12
 9546.7  ,      11
 9571.1  ,      11
 9595.5  ,      13
 9619.9  ,       7
 9644.4  ,       5
 9668.8  ,       7
 9693.2  ,       7
 9717.6  ,       9
 9742.1  ,       8
 9766.5  ,      10
 9790.9  ,      17
 9815.3  ,       8
 9839.8  ,      12
 9864.2  ,      14
 9888.6  ,       8
 9913.0  ,      12
 9937.5  ,       7
 9961.9  ,      10
 9986.3  ,      11
10010.8  ,       4
10035.2  ,       2
10059.6  ,      10
10084.0  ,       5
10108.5  ,       7
10132.9  ,       4
10157.3  ,       5
10181.7  ,       1
10206.2  ,      11
10230.6  ,      10
10255.0  ,       8
10279.4  ,       4
10303.9  ,       9
10328.3  ,      10
10352.7  ,       7
10377.1  ,       6
10401.6  ,       7
10426.0  ,      12
10450.4  ,      13
10474.9  ,       8
10499.3  ,       2
10523.7  ,       5
10548.1  ,       8
10572.6  ,       6
10597.0  ,       4
10621.4  ,      11
10645.8  ,      10
10670.3  ,       6
10694.7  ,       8
10719.1  ,       9
10743.5  ,      10
10768.0  ,       6
10792.4  ,       4
10816.8  ,       7
10841.2  ,       6
10865.7  ,       7
10890.1  ,       5
10914.5  ,       9
10939.0  ,       6
10963.4  ,      10
10987.8  ,       6
11012.2  ,       9
11036.7  ,      11
11061.1  ,       3
11085.5  ,       6
11109.9  ,       5
11134.4  ,       6
11158.8  ,      11
11183.2  ,       9
11207.6  ,       6
11232.1  ,       9
11256.5  ,       6
11280.9  ,       7
11305.3  ,       6
11329.8  ,      10
11354.2  ,       8
11378.6  ,       2
11403.1  ,       9
11427.5  ,      12
11451.9  ,      11
11476.3  ,       5
11500.8  ,       8
11525.2  ,      16
11549.6  ,       9
11574.0  ,       9
11598.5  ,       7
11622.9  ,      15
11647.3  ,      11
11671.7  ,      10
11696.2  ,      11
11720.6  ,       8
11745.0  ,      13
11769.4  ,      14
11793.9  ,      18
11818.3  ,      20
11842.7  ,      20
11867.2  ,      12
11891.6  ,      21
11916.0  ,      17
11940.4  ,      24
11964.9  ,      26
11989.3  ,      22
12013.7  ,      18
12038.1  ,      18
12062.6  ,      16
12087.0  ,      22
12111.4  ,      14
12135.8  ,      18
12160.3  ,      13
12184.7  ,      11
12209.1  ,      13
12233.5  ,       6
12258.0  ,      10
12282.4  ,       8
12306.8  ,      12
12331.3  ,       7
12355.7  ,      13
12380.1  ,      14
12404.5  ,      13
12429.0  ,      10
12453.4  ,       6
12477.8  ,       9
12502.2  ,      14
12526.7  ,      16
12551.1  ,      18
12575.5  ,       7
12599.9  ,      12
12624.4  ,      11
12648.8  ,       7
12673.2  ,      10
12697.6  ,       7
12722.1  ,       9
12746.5  ,      10
12770.9  ,      11
12795.4  ,       7
12819.8  ,      12
12844.2  ,      15
12868.6  ,      10
12893.1  ,      13
12917.5  ,       8
12941.9  ,      20
12966.3  ,      19
12990.8  ,      20
13015.2  ,      19
13039.6  ,      18
13064.0  ,      30
13088.5  ,      23
13112.9  ,      31
13137.3  ,      28
13161.7  ,      23
13186.2  ,      32
13210.6  ,      33
13235.0  ,      32
13259.5  ,      40
13283.9  ,      47
13308.3  ,      48
13332.7  ,      44
13357.2  ,      54
13381.6  ,      57
13406.0  ,      47
13430.4  ,      62
13454.9  ,      53
13479.3  ,      55
13503.7  ,      67
13528.1  ,      53
13552.6  ,      57
13577.0  ,      55
13601.4  ,      50
13625.8  ,      51
13650.3  ,      61
13674.7  ,      53
13699.1  ,      37
13723.6  ,      50
13748.0  ,      42
13772.4  ,      41
13796.8  ,      29
13821.3  ,      33
13845.7  ,      24
13870.1  ,      23
13894.5  ,      30
13919.0  ,      27
13943.4  ,      29
13967.8  ,      21
13992.2  ,      32
14016.7  ,      30
14041.1  ,      44
14065.5  ,      48
14089.9  ,      45
14114.4  ,      52
14138.8  ,      58
14163.2  ,      70
14187.7  ,      70
14212.1  ,      86
14236.5  ,      90
14260.9  ,      77
14285.4  ,      90
14309.8  ,      64
14334.2  ,      69
14358.6  ,      78
14383.1  ,      49
14407.5  ,      40
14431.9  ,      43
14456.3  ,      35
14480.8  ,      27
14505.2  ,      25
14529.6  ,      14
14554.0  ,      14
14578.5  ,      10
14602.9  ,       9
14627.3  ,       7
14651.8  ,       5
14676.2  ,      10
14700.6  ,       9
14725.0  ,      11
14749.5  ,       4
14773.9  ,       6
14798.3  ,      11
14822.7  ,       7
14847.2  ,      13
14871.6  ,       8
14896.0  ,       7
14920.4  ,      11
14944.9  ,       7
14969.3  ,      17
14993.7  ,       8
15018.1  ,      15
15042.6  ,      10
15067.0  ,      10
15091.4  ,      10
15115.9  ,       7
15140.3  ,      11
15164.7  ,      12
15189.1  ,      10
15213.6  ,      15
15238.0  ,      16
15262.4  ,      11
15286.8  ,      14
15311.3  ,      14
15335.7  ,      13
15360.1  ,      16
15384.5  ,      26
15409.0  ,      35
15433.4  ,      32
15457.8  ,      38
15482.2  ,      42
15506.7  ,      52
15531.1  ,      67
15555.5  ,      94
15579.9  ,     121
15604.4  ,     139
15628.8  ,     176
15653.2  ,     181
15677.7  ,     218
15702.1  ,     254
15726.5  ,     257
15750.9  ,     271
15775.4  ,     261
15799.8  ,     263
15824.2  ,     216
15848.6  ,     222
15873.1  ,     163
15897.5  ,     131
15921.9  ,      77
15946.3  ,      83
15970.8  ,      56
15995.2  ,      55
16019.6  ,      42
16044.0  ,      37
16068.5  ,      25
16092.9  ,      29
16117.3  ,      17
16141.8  ,      30
16166.2  ,      26
16190.6  ,      36
16215.0  ,      30
16239.5  ,      30
16263.9  ,      38
16288.3  ,      30
16312.7  ,      35
16337.2  ,      35
16361.6  ,      27
16386.0  ,      34
16410.4  ,      29
16434.9  ,      25
16459.3  ,      31
16483.7  ,      29
16508.1  ,      29
16532.6  ,      27
16557.0  ,      36
16581.4  ,      44
16605.9  ,      37
16630.3  ,      37
16654.7  ,      41
16679.1  ,      35
16703.6  ,      31
16728.0  ,      51
16752.4  ,      44
16776.8  ,      62
16801.3  ,      51
16825.7  ,      52
16850.1  ,      52
16874.5  ,      57
16899.0  ,      77
16923.4  ,      58
16947.8  ,      68
16972.2  ,      72
16996.7  ,      73
17021.1  ,      50
17045.5  ,      83
17070.0  ,      79
17094.4  ,      89
17118.8  ,      74
17143.2  ,      84
17167.7  ,      85
17192.1  ,      94
17216.5  ,      99
17240.9  ,      86
17265.4  ,      80
17289.8  ,      75
17314.2  ,      67
17338.6  ,      64
17363.1  ,      52
17387.5  ,      56
17411.9  ,      50
17436.3  ,      55
17460.8  ,      39
17485.2  ,      39
17509.6  ,      52
17534.1  ,      38
17558.5  ,      50
17582.9  ,      77
17607.3  ,      71
17631.8  ,      61
17656.2  ,      62
17680.6  ,      42
17705.0  ,      63
17729.5  ,      65
17753.9  ,      55
17778.3  ,      32
17802.7  ,      32
17827.2  ,      32
17851.6  ,      40
17876.0  ,      28
17900.4  ,      28
17924.9  ,      23
17949.3  ,      26
17973.7  ,      25
17998.2  ,      22
18022.6  ,      20
18047.0  ,      27
18071.4  ,      16
18095.9  ,      25
18120.3  ,      33
18144.7  ,      50
18169.1  ,      43
18193.6  ,      53
18218.0  ,      57
18242.4  ,      65
18266.8  ,      80
18291.3  ,      76
18315.7  ,      64
18340.1  ,      59
18364.5  ,      59
18389.0  ,      44
18413.4  ,      43
18437.8  ,      40
18462.3  ,      23
18486.7  ,      40
18511.1  ,      29
18535.5  ,      16
18560.0  ,      17
18584.4  ,       6
18608.8  ,      14
18633.2  ,       6
18657.7  ,       9
18682.1  ,       5
18706.5  ,       5
18730.9  ,       4
18755.4  ,       7
18779.8  ,       4
18804.2  ,       9
18828.6  ,      14
18853.1  ,      13
18877.5  ,       3
18901.9  ,       7
18926.4  ,       8
18950.8  ,       7
18975.2  ,       4
18999.6  ,      12
19024.1  ,      11
19048.5  ,       8
19072.9  ,      11
19097.3  ,       8
19121.8  ,       5
19146.2  ,      10
19170.6  ,       9
19195.0  ,       3
19219.5  ,       5
19243.9  ,      18
19268.3  ,       9
19292.7  ,      17
19317.2  ,      19
19341.6  ,      13
19366.0  ,      10
19390.5  ,      16
19414.9  ,      24
19439.3  ,      12
19463.7  ,      15
19488.2  ,       9
19512.6  ,      14
19537.0  ,      20
19561.4  ,      14
19585.9  ,      11
19610.3  ,      13
19634.7  ,      25
19659.1  ,      12
19683.6  ,      26
19708.0  ,      12
19732.4  ,      15
19756.8  ,      27
19781.3  ,      32
19805.7  ,      27
19830.1  ,      23
19854.6  ,      12
19879.0  ,      18
19903.4  ,      19
19927.8  ,      27
19952.3  ,      13
19976.7  ,      17
20001.1  ,      19
20025.5  ,      22
20050.0  ,      19
20074.4  ,      19
20098.8  ,      23
20123.2  ,      18
20147.7  ,      11
20172.1  ,      17
20196.5  ,      16
20220.9  ,      11
20245.4  ,      13
20269.8  ,      15
20294.2  ,      17
20318.7  ,      12
20343.1  ,      11
20367.5  ,      11
20391.9  ,      16
20416.4  ,      10
20440.8  ,       8
20465.2  ,       8
20489.6  ,      13
20514.1  ,      12
20538.5  ,      12
20562.9  ,       3
20587.3  ,      12
20611.8  ,      11
20636.2  ,       6
20660.6  ,      11
20685.0  ,       2
20709.5  ,       6
20733.9  ,       5
20758.3  ,       7
20782.8  ,       7
20807.2  ,       6
20831.6  ,       5
20856.0  ,      13
20880.5  ,       2
20904.9  ,       5
20929.3  ,       6
20953.7  ,       2
20978.2  ,       7
21002.6  ,       5
21027.0  ,       5
21051.4  ,       1
21075.9  ,       7
21100.3  ,      11
21124.7  ,       8
21149.1  ,       6
21173.6  ,       5
21198.0  ,       9
21222.4  ,       5
21246.9  ,      12
21271.3  ,       7
21295.7  ,       6
21320.1  ,      10
21344.6  ,      15
21369.0  ,      13
21393.4  ,      16
21417.8  ,      21
21442.3  ,      17
21466.7  ,      17
21491.1  ,      16
21515.5  ,      13
21540.0  ,      11
21564.4  ,      10
21588.8  ,      10
21613.2  ,      12
21637.7  ,       8
21662.1  ,       5
21686.5  ,       7
21710.9  ,       7
21735.4  ,       3
21759.8  ,       6
21784.2  ,       1
21808.7  ,       0
21833.1  ,       8
21857.5  ,       1
21881.9  ,      10
21906.4  ,       3
21930.8  ,       4
21955.2  ,       6
21979.6  ,       8
22004.1  ,       7
22028.5  ,       9
22052.9  ,       5
22077.3  ,       6
22101.8  ,       9
22126.2  ,       6
22150.6  ,       6
22175.0  ,       4
22199.5  ,       5
22223.9  ,       4
22248.3  ,       6
22272.8  ,       5
22297.2  ,       3
22321.6  ,       8
22346.0  ,       5
22370.5  ,       4
22394.9  ,       0
22419.3  ,       3
22443.7  ,       4
22468.2  ,       1
22492.6  ,       2
22517.0  ,       4
22541.4  ,       2
22565.9  ,       4
22590.3  ,       4
22614.7  ,       5
22639.1  ,       3
22663.6  ,       3
22688.0  ,       2
22712.4  ,       4
22736.9  ,       4
22761.3  ,       2
22785.7  ,       5
22810.1  ,       3
22834.6  ,       6
22859.0  ,       2
22883.4  ,       1
22907.8  ,       1
22932.3  ,       4
22956.7  ,       3
22981.1  ,       3
23005.5  ,       3
23030.0  ,       6
23054.4  ,       4
23078.8  ,       4
23103.2  ,       1
23127.7  ,       5
23152.1  ,       3
23176.5  ,       4
23201.0  ,       2
23225.4  ,       4
23249.8  ,       5
23274.2  ,       5
23298.7  ,       4
23323.1  ,       2
23347.5  ,       4
23371.9  ,       6
23396.4  ,       4
23420.8  ,       6
23445.2  ,       2
23469.6  ,       6
23494.1  ,       7
23518.5  ,       3
23542.9  ,       8
23567.3  ,       5
23591.8  ,       3
23616.2  ,       7
23640.6  ,       4
23665.1  ,       3
23689.5  ,       4
23713.9  ,       1
23738.3  ,       5
23762.8  ,       2
23787.2  ,       5
23811.6  ,       5
23836.0  ,       3
23860.5  ,       3
23884.9  ,       1
23909.3  ,       3
23933.7  ,       3
23958.2  ,       4
23982.6  ,       3
24007.0  ,       9
24031.4  ,       2
24055.9  ,       4
24080.3  ,       3
24104.7  ,       4
24129.2  ,       2
24153.6  ,       7
24178.0  ,       4
24202.4  ,       2
24226.9  ,       3
24251.3  ,       3
24275.7  ,       4
24300.1  ,       5
24324.6  ,       2
24349.0  ,       3
24373.4  ,       1
24397.8  ,       3
24422.3  ,       6
24446.7  ,       3
24471.1  ,       1
24495.5  ,       3
24520.0  ,       3
24544.4  ,       3
24568.8  ,       1
24593.3  ,       1
24617.7  ,       5
24642.1  ,       4
24666.5  ,       3
24691.0  ,       3
24715.4  ,       4
24739.8  ,       2
24764.2  ,       4
24788.7  ,       5
24813.1  ,       2
24837.5  ,       4
24861.9  ,       0
24886.4  ,       5
24910.8  ,       2
24935.2  ,       1
24959.6  ,       6
24984.1  ,       1
25008.5  ,       2
25032.9  ,       2
25057.4  ,       2
25081.8  ,       1
25106.2  ,       3
25130.6  ,       5
25155.1  ,       6
25179.5  ,       3
25203.9  ,      12
25228.3  ,       4
25252.8  ,       2
25277.2  ,       6
25301.6  ,       1
25326.0  ,       2
25350.5  ,       5
25374.9  ,       7
25399.3  ,       3
25423.7  ,       4
25448.2  ,       2
25472.6  ,   12286
