"Target: APXS_Drill_Site_Raster_Integration_Site6, Contains DAT files: APB_417939247ESC02300060000_______M2.DAT"
  482.9  ,    1329
  507.3  ,       0
  531.7  ,       0
  556.1  ,       0
  580.6  ,       0
  605.0  ,     116
  629.4  ,       0
  653.8  ,       0
  678.2  ,     113
  702.6  ,     220
  727.1  ,     187
  751.5  ,     179
  775.9  ,     182
  800.3  ,     130
  824.7  ,     130
  849.1  ,     187
  873.6  ,     174
  898.0  ,     171
  922.4  ,     190
  946.8  ,     234
  971.2  ,     380
  995.6  ,     583
 1020.1  ,     666
 1044.5  ,     635
 1068.9  ,     532
 1093.3  ,     362
 1117.7  ,     303
 1142.1  ,     382
 1166.6  ,     583
 1191.0  ,    1153
 1215.4  ,    1894
 1239.8  ,    2260
 1264.2  ,    2041
 1288.6  ,    1395
 1313.1  ,     767
 1337.5  ,     456
 1361.9  ,     436
 1386.3  ,     573
 1410.7  ,    1142
 1435.1  ,    2056
 1459.6  ,    2784
 1484.0  ,    3114
 1508.4  ,    2324
 1532.8  ,    1440
 1557.2  ,     846
 1581.6  ,     559
 1606.1  ,     677
 1630.5  ,    1419
 1654.9  ,    3203
 1679.3  ,    6266
 1703.7  ,    9759
 1728.1  ,   11421
 1752.6  ,    9971
 1777.0  ,    6629
 1801.4  ,    3370
 1825.8  ,    1570
 1850.2  ,     790
 1874.6  ,     427
 1899.1  ,     293
 1923.5  ,     231
 1947.9  ,     218
 1972.3  ,     225
 1996.7  ,     234
 2021.1  ,     232
 2045.6  ,     179
 2070.0  ,     144
 2094.4  ,      99
 2118.8  ,      90
 2143.2  ,      71
 2167.6  ,      94
 2192.0  ,     123
 2216.5  ,     265
 2240.9  ,     439
 2265.3  ,     658
 2289.7  ,     834
 2314.1  ,     770
 2338.5  ,     562
 2363.0  ,     336
 2387.4  ,     182
 2411.8  ,      94
 2436.2  ,      92
 2460.6  ,      77
 2485.0  ,      90
 2509.5  ,      85
 2533.9  ,      96
 2558.3  ,     113
 2582.7  ,     127
 2607.1  ,     145
 2631.5  ,     128
 2656.0  ,     113
 2680.4  ,      70
 2704.8  ,      58
 2729.2  ,      37
 2753.6  ,      31
 2778.0  ,      26
 2802.5  ,      38
 2826.9  ,      42
 2851.3  ,      43
 2875.7  ,      37
 2900.1  ,      57
 2924.5  ,      59
 2949.0  ,      61
 2973.4  ,      64
 2997.8  ,      44
 3022.2  ,      37
 3046.6  ,      36
 3071.0  ,      30
 3095.5  ,      23
 3119.9  ,      32
 3144.3  ,      32
 3168.7  ,      27
 3193.1  ,      48
 3217.5  ,      59
 3242.0  ,      81
 3266.4  ,     111
 3290.8  ,     134
 3315.2  ,     140
 3339.6  ,     124
 3364.0  ,     116
 3388.5  ,      70
 3412.9  ,      61
 3437.3  ,      52
 3461.7  ,      41
 3486.1  ,      69
 3510.5  ,      72
 3535.0  ,      91
 3559.4  ,     154
 3583.8  ,     256
 3608.2  ,     440
 3632.6  ,     737
 3657.0  ,     938
 3681.5  ,    1071
 3705.9  ,     973
 3730.3  ,     709
 3754.7  ,     402
 3779.1  ,     251
 3803.5  ,     122
 3827.9  ,      57
 3852.4  ,      45
 3876.8  ,      48
 3901.2  ,      60
 3925.6  ,      69
 3950.0  ,     132
 3974.4  ,     145
 3998.9  ,     152
 4023.3  ,     133
 4047.7  ,     135
 4072.1  ,      96
 4096.5  ,      73
 4120.9  ,      53
 4145.4  ,      26
 4169.8  ,      21
 4194.2  ,      28
 4218.6  ,      18
 4243.0  ,      21
 4267.4  ,      16
 4291.9  ,      22
 4316.3  ,      26
 4340.7  ,      17
 4365.1  ,      24
 4389.5  ,      41
 4413.9  ,      62
 4438.4  ,      78
 4462.8  ,     103
 4487.2  ,     123
 4511.6  ,     127
 4536.0  ,     126
 4560.4  ,      61
 4584.9  ,      77
 4609.3  ,      41
 4633.7  ,      46
 4658.1  ,      40
 4682.5  ,      37
 4706.9  ,      37
 4731.4  ,      22
 4755.8  ,      31
 4780.2  ,      27
 4804.6  ,      21
 4829.0  ,      30
 4853.4  ,      25
 4877.9  ,      40
 4902.3  ,      42
 4926.7  ,      36
 4951.1  ,      43
 4975.5  ,      28
 4999.9  ,      33
 5024.4  ,      27
 5048.8  ,      18
 5073.2  ,      27
 5097.6  ,      22
 5122.0  ,      29
 5146.4  ,      17
 5170.9  ,      23
 5195.3  ,      34
 5219.7  ,      21
 5244.1  ,      34
 5268.5  ,      26
 5292.9  ,      43
 5317.4  ,      53
 5341.8  ,      52
 5366.2  ,      64
 5390.6  ,      93
 5415.0  ,      73
 5439.4  ,      62
 5463.9  ,      60
 5488.3  ,      41
 5512.7  ,      46
 5537.1  ,      30
 5561.5  ,      33
 5585.9  ,      26
 5610.3  ,      30
 5634.8  ,      26
 5659.2  ,      32
 5683.6  ,      31
 5708.0  ,      35
 5732.4  ,      28
 5756.8  ,      41
 5781.3  ,      67
