"Target: APXS_Drill_Site_Raster_Integration_Site2, Contains DAT files: APB_417933127ESC02300060000_______M2.DAT"
  485.1  ,    1330
  509.5  ,       0
  533.9  ,       0
  558.3  ,       0
  582.8  ,       0
  607.2  ,     116
  631.6  ,       0
  656.0  ,       0
  680.4  ,       0
  704.8  ,      20
  729.3  ,     174
  753.7  ,     128
  778.1  ,     134
  802.5  ,     124
  826.9  ,     143
  851.3  ,     123
  875.8  ,     112
  900.2  ,     161
  924.6  ,     171
  949.0  ,     211
  973.4  ,     271
  997.8  ,     349
 1022.3  ,     360
 1046.7  ,     339
 1071.1  ,     348
 1095.5  ,     354
 1119.9  ,     391
 1144.3  ,     514
 1168.8  ,     661
 1193.2  ,     803
 1217.6  ,     929
 1242.0  ,    1067
 1266.4  ,     992
 1290.8  ,     856
 1315.3  ,     748
 1339.7  ,     663
 1364.1  ,     628
 1388.5  ,     834
 1412.9  ,    1035
 1437.3  ,    1173
 1461.8  ,    1448
 1486.2  ,    1420
 1510.6  ,    1412
 1535.0  ,    1171
 1559.4  ,    1108
 1583.8  ,    1134
 1608.3  ,    1493
 1632.7  ,    2193
 1657.1  ,    3158
 1681.5  ,    4220
 1705.9  ,    5004
 1730.3  ,    5387
 1754.7  ,    5096
 1779.2  ,    4217
 1803.6  ,    3137
 1828.0  ,    2092
 1852.4  ,    1268
 1876.8  ,     749
 1901.2  ,     459
 1925.7  ,     301
 1950.1  ,     208
 1974.5  ,     184
 1998.9  ,     155
 2023.3  ,     143
 2047.7  ,     140
 2072.2  ,      98
 2096.6  ,     105
 2121.0  ,      89
 2145.4  ,     120
 2169.8  ,     133
 2194.2  ,     143
 2218.7  ,     200
 2243.1  ,     285
 2267.5  ,     319
 2291.9  ,     365
 2316.3  ,     387
 2340.7  ,     329
 2365.2  ,     260
 2389.6  ,     235
 2414.0  ,     136
 2438.4  ,      76
 2462.8  ,      85
 2487.2  ,      74
 2511.7  ,      94
 2536.1  ,     107
 2560.5  ,     102
 2584.9  ,     117
 2609.3  ,     122
 2633.7  ,      97
 2658.2  ,     108
 2682.6  ,      67
 2707.0  ,      75
 2731.4  ,      52
 2755.8  ,      46
 2780.2  ,      37
 2804.7  ,      34
 2829.1  ,      33
 2853.5  ,      42
 2877.9  ,      47
 2902.3  ,      36
 2926.7  ,      54
 2951.1  ,      41
 2975.6  ,      64
 3000.0  ,      46
 3024.4  ,      50
 3048.8  ,      39
 3073.2  ,      28
 3097.6  ,      33
 3122.1  ,      27
 3146.5  ,      41
 3170.9  ,      38
 3195.3  ,      36
 3219.7  ,      41
 3244.1  ,      57
 3268.6  ,      72
 3293.0  ,      89
 3317.4  ,      70
 3341.8  ,      70
 3366.2  ,      80
 3390.6  ,      62
 3415.1  ,      54
 3439.5  ,      39
 3463.9  ,      43
 3488.3  ,      53
 3512.7  ,      85
 3537.1  ,     108
 3561.6  ,     164
 3586.0  ,     259
 3610.4  ,     320
 3634.8  ,     438
 3659.2  ,     489
 3683.6  ,     488
 3708.1  ,     456
 3732.5  ,     378
 3756.9  ,     271
 3781.3  ,     174
 3805.7  ,     126
 3830.1  ,      85
 3854.6  ,      52
 3879.0  ,      55
 3903.4  ,      53
 3927.8  ,      62
 3952.2  ,      56
 3976.6  ,      75
 4001.1  ,      77
 4025.5  ,      82
 4049.9  ,      72
 4074.3  ,      56
 4098.7  ,      60
 4123.1  ,      49
 4147.5  ,      33
 4172.0  ,      23
 4196.4  ,      21
 4220.8  ,      13
 4245.2  ,      19
 4269.6  ,      21
 4294.0  ,      26
 4318.5  ,      24
 4342.9  ,      22
 4367.3  ,      24
 4391.7  ,      32
 4416.1  ,      50
 4440.5  ,      69
 4465.0  ,      79
 4489.4  ,      57
 4513.8  ,      63
 4538.2  ,      73
 4562.6  ,      57
 4587.0  ,      45
 4611.5  ,      44
 4635.9  ,      42
 4660.3  ,      26
 4684.7  ,      20
 4709.1  ,      28
 4733.5  ,      21
 4758.0  ,      26
 4782.4  ,      15
 4806.8  ,      24
 4831.2  ,      18
 4855.6  ,      27
 4880.0  ,      17
 4904.5  ,      27
 4928.9  ,      27
 4953.3  ,      29
 4977.7  ,      28
 5002.1  ,      13
 5026.5  ,      27
 5051.0  ,      21
 5075.4  ,      22
 5099.8  ,      15
 5124.2  ,      11
 5148.6  ,      18
 5173.0  ,      23
 5197.5  ,      21
 5221.9  ,      26
 5246.3  ,      23
 5270.7  ,      40
 5295.1  ,      28
 5319.5  ,      36
 5343.9  ,      42
 5368.4  ,      63
 5392.8  ,      56
 5417.2  ,      44
 5441.6  ,      38
 5466.0  ,      40
 5490.4  ,      38
 5514.9  ,      30
 5539.3  ,      23
 5563.7  ,      20
 5588.1  ,      24
 5612.5  ,      24
 5636.9  ,      29
 5661.4  ,      19
 5685.8  ,      34
 5710.2  ,      26
 5734.6  ,      29
 5759.0  ,      36
 5783.4  ,      37
 5807.9  ,      61
 5832.3  ,      48
 5856.7  ,      59
 5881.1  ,      67
 5905.5  ,      70
 5929.9  ,      66
 5954.4  ,      52
 5978.8  ,      45
 6003.2  ,      54
 6027.6  ,      48
 6052.0  ,      44
 6076.4  ,      49
 6100.9  ,      65
 6125.3  ,      89
 6149.7  ,     111
 6174.1  ,     195
 6198.5  ,     320
 6222.9  ,     455
 6247.4  ,     798
 6271.8  ,    1170
 6296.2  ,    1648
 6320.6  ,    2151
 6345.0  ,    2607
 6369.4  ,    2949
 6393.9  ,    2937
 6418.3  ,    2814
 6442.7  ,    2315
 6467.1  ,    1838
 6491.5  ,    1287
 6515.9  ,     814
 6540.3  ,     541
 6564.8  ,     304
 6589.2  ,     175
 6613.6  ,      92
 6638.0  ,      47
 6662.4  ,      28
 6686.8  ,      28
 6711.3  ,      23
 6735.7  ,      22
 6760.1  ,      17
 6784.5  ,      40
 6808.9  ,      45
 6833.3  ,      59
 6857.8  ,      58
 6882.2  ,     102
 6906.6  ,     155
 6931.0  ,     222
 6955.4  ,     306
 6979.8  ,     358
 7004.3  ,     443
 7028.7  ,     503
 7053.1  ,     468
 7077.5  ,     443
 7101.9  ,     376
 7126.3  ,     277
 7150.8  ,     208
 7175.2  ,     141
 7199.6  ,     113
 7224.0  ,      53
 7248.4  ,      24
 7272.8  ,      19
 7297.3  ,      21
 7321.7  ,      13
 7346.1  ,      15
 7370.5  ,      20
 7394.9  ,      26
 7419.3  ,      23
 7443.8  ,      24
 7468.2  ,      26
 7492.6  ,      14
 7517.0  ,      32
 7541.4  ,      20
 7565.8  ,      23
 7590.3  ,       7
 7614.7  ,       0
 7639.1  ,      16
 7663.5  ,       7
 7687.9  ,      13
 7712.3  ,       3
 7736.7  ,       9
 7761.2  ,      11
 7785.6  ,       9
 7810.0  ,       7
 7834.4  ,      11
 7858.8  ,       8
 7883.2  ,       7
 7907.7  ,      13
 7932.1  ,       7
 7956.5  ,      13
 7980.9  ,      12
 8005.3  ,      15
 8029.7  ,       8
 8054.2  ,      12
 8078.6  ,      12
 8103.0  ,       8
 8127.4  ,       8
 8151.8  ,       9
 8176.2  ,       7
 8200.7  ,      12
 8225.1  ,       2
 8249.5  ,       8
 8273.9  ,      13
 8298.3  ,       4
 8322.7  ,      10
 8347.2  ,       9
 8371.6  ,       8
 8396.0  ,      14
 8420.4  ,      10
 8444.8  ,      14
 8469.2  ,      14
 8493.7  ,      27
 8518.1  ,      22
 8542.5  ,      37
 8566.9  ,      40
 8591.3  ,      40
 8615.7  ,      46
 8640.2  ,      34
 8664.6  ,      33
 8689.0  ,      32
 8713.4  ,      24
 8737.8  ,      25
 8762.2  ,      19
 8786.7  ,      11
 8811.1  ,       7
 8835.5  ,      11
 8859.9  ,       6
 8884.3  ,       6
 8908.7  ,       7
 8933.1  ,       6
 8957.6  ,       9
 8982.0  ,       7
 9006.4  ,       5
 9030.8  ,       8
 9055.2  ,       4
 9079.6  ,       6
 9104.1  ,      12
 9128.5  ,      11
 9152.9  ,      11
 9177.3  ,       9
 9201.7  ,       9
 9226.1  ,      10
 9250.6  ,       8
 9275.0  ,       7
 9299.4  ,       5
 9323.8  ,       4
 9348.2  ,       6
 9372.6  ,       6
 9397.1  ,      10
 9421.5  ,      13
 9445.9  ,       4
 9470.3  ,      11
 9494.7  ,      11
 9519.1  ,       4
 9543.6  ,       6
 9568.0  ,      19
 9592.4  ,       8
 9616.8  ,      13
 9641.2  ,      21
 9665.6  ,       9
 9690.1  ,      12
 9714.5  ,      18
 9738.9  ,      18
 9763.3  ,      17
 9787.7  ,       8
 9812.1  ,      11
 9836.6  ,      13
 9861.0  ,      19
 9885.4  ,       7
 9909.8  ,      14
 9934.2  ,       7
 9958.6  ,       8
 9983.1  ,       7
10007.5  ,       5
10031.9  ,       4
10056.3  ,       8
10080.7  ,       9
10105.1  ,      12
10129.5  ,       6
10154.0  ,       8
10178.4  ,       8
10202.8  ,       2
10227.2  ,       5
10251.6  ,      12
10276.0  ,       5
10300.5  ,      15
10324.9  ,       8
10349.3  ,       3
10373.7  ,       3
10398.1  ,       6
10422.5  ,      12
10447.0  ,       9
10471.4  ,       4
10495.8  ,      10
10520.2  ,       6
10544.6  ,       7
10569.0  ,       8
10593.5  ,       6
10617.9  ,       8
10642.3  ,       6
10666.7  ,       6
10691.1  ,      11
10715.5  ,       4
10740.0  ,       7
10764.4  ,       9
10788.8  ,       9
10813.2  ,       2
10837.6  ,      12
10862.0  ,      10
10886.5  ,       4
10910.9  ,       6
10935.3  ,       7
10959.7  ,       8
10984.1  ,       7
11008.5  ,       5
11033.0  ,      10
11057.4  ,       7
11081.8  ,      10
11106.2  ,       8
11130.6  ,       8
11155.0  ,       3
11179.5  ,      10
11203.9  ,       9
11228.3  ,      12
11252.7  ,       8
11277.1  ,      13
11301.5  ,       6
11325.9  ,       7
11350.4  ,       8
11374.8  ,      17
11399.2  ,       6
11423.6  ,      11
11448.0  ,       9
11472.4  ,      10
11496.9  ,      15
11521.3  ,      11
11545.7  ,      11
11570.1  ,       8
11594.5  ,       9
11618.9  ,      10
11643.4  ,      10
11667.8  ,      17
11692.2  ,      13
11716.6  ,      15
11741.0  ,      16
11765.4  ,      19
11789.9  ,      30
11814.3  ,      27
11838.7  ,      41
11863.1  ,      23
11887.5  ,      35
11911.9  ,      40
11936.4  ,      36
11960.8  ,      31
11985.2  ,      22
12009.6  ,      23
12034.0  ,      24
12058.4  ,      25
12082.9  ,      24
12107.3  ,      16
12131.7  ,      23
12156.1  ,      21
12180.5  ,      16
12204.9  ,      14
12229.4  ,      16
12253.8  ,      13
12278.2  ,      11
12302.6  ,      11
12327.0  ,       9
12351.4  ,      18
12375.9  ,      18
12400.3  ,      11
12424.7  ,       9
12449.1  ,      11
12473.5  ,      12
12497.9  ,       8
12522.3  ,      12
12546.8  ,      13
12571.2  ,      15
12595.6  ,      13
12620.0  ,      13
12644.4  ,      15
12668.8  ,      13
12693.3  ,       9
12717.7  ,      10
12742.1  ,      13
