"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.44    ,  0.20  
MgO     ,  7.70    ,  0.25  
Al2O3   ,  7.97    ,  0.29  
SiO2    , 40.71    ,  0.75  
P2O5    ,  1.58    ,  0.09  
SO3     , 13.48    ,  0.35  
Cl      ,  1.57    ,  0.08  
K2O     ,  0.71    ,  0.05  
CaO     ,  5.68    ,  0.13  
TiO2    ,  0.89    ,  0.07  
Cr2O3   ,  0.27    ,  0.05  
MnO     ,  0.49    ,  0.04  
FeO     , 16.17    ,  0.20  
Ni      ,  0.0575  ,  0.0065
Zn      ,  0.1126  ,  0.0055
Br      ,  0.0166  ,  0.0020
