"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.34    ,  0.20  
MgO     ,  7.79    ,  0.25  
Al2O3   ,  8.30    ,  0.19  
SiO2    , 42.14    ,  0.54  
P2O5    ,  1.57    ,  0.09  
SO3     , 12.42    ,  0.30  
Cl      ,  1.02    ,  0.06  
K2O     ,  0.60    ,  0.04  
CaO     ,  5.24    ,  0.11  
TiO2    ,  1.12    ,  0.07  
Cr2O3   ,  0.31    ,  0.05  
MnO     ,  0.58    ,  0.04  
FeO     , 16.28    ,  0.20  
Ni      ,  0.0615  ,  0.0060
Zn      ,  0.1124  ,  0.0050
Br      ,  0.0226  ,  0.0015
