"Target: Cliffside_bridge_raster2, Contains DAT files: APB_546752087ESC16810622452_______M1.DAT"
  483.3  ,     900
  507.7  ,       0
  532.1  ,       0
  556.5  ,       0
  580.9  ,       0
  605.4  ,     111
  629.8  ,       2
  654.2  ,     113
  678.6  ,     110
  703.0  ,     126
  727.4  ,     118
  751.8  ,     114
  776.2  ,     106
  800.6  ,     118
  825.0  ,     100
  849.5  ,     122
  873.9  ,     112
  898.3  ,     112
  922.7  ,     152
  947.1  ,     158
  971.5  ,     225
  995.9  ,     327
 1020.3  ,     387
 1044.7  ,     405
 1069.2  ,     294
 1093.6  ,     202
 1118.0  ,     205
 1142.4  ,     241
 1166.8  ,     343
 1191.2  ,     703
 1215.6  ,    1120
 1240.0  ,    1396
 1264.4  ,    1218
 1288.8  ,     823
 1313.3  ,     438
 1337.7  ,     249
 1362.1  ,     307
 1386.5  ,     433
 1410.9  ,     826
 1435.3  ,    1492
 1459.7  ,    2138
 1484.1  ,    2165
 1508.5  ,    1685
 1533.0  ,    1086
 1557.4  ,     589
 1581.8  ,     431
 1606.2  ,     537
 1630.6  ,     980
 1655.0  ,    2351
 1679.4  ,    4853
 1703.8  ,    7635
 1728.2  ,    8726
 1752.7  ,    7694
 1777.1  ,    4738
 1801.5  ,    2339
 1825.9  ,    1098
 1850.3  ,     580
 1874.7  ,     311
 1899.1  ,     262
 1923.5  ,     202
 1947.9  ,     245
 1972.3  ,     306
 1996.8  ,     322
 2021.2  ,     322
 2045.6  ,     240
 2070.0  ,     169
 2094.4  ,     112
 2118.8  ,     112
 2143.2  ,     100
 2167.6  ,     135
 2192.0  ,     201
 2216.5  ,     397
 2240.9  ,     727
 2265.3  ,    1072
 2289.7  ,    1310
 2314.1  ,    1235
 2338.5  ,     888
 2362.9  ,     500
 2387.3  ,     277
 2411.7  ,     148
 2436.1  ,     118
 2460.6  ,     125
 2485.0  ,     106
 2509.4  ,     129
 2533.8  ,     112
 2558.2  ,     133
 2582.6  ,     146
 2607.0  ,     170
 2631.4  ,     161
 2655.8  ,     104
 2680.3  ,      90
 2704.7  ,      49
 2729.1  ,      26
 2753.5  ,      28
 2777.9  ,      34
 2802.3  ,      41
 2826.7  ,      26
 2851.1  ,      32
 2875.5  ,      34
 2899.9  ,      40
 2924.4  ,      35
 2948.8  ,      50
 2973.2  ,      52
 2997.6  ,      28
 3022.0  ,      26
 3046.4  ,      29
 3070.8  ,      17
 3095.2  ,      24
 3119.6  ,      22
 3144.1  ,      23
 3168.5  ,      29
 3192.9  ,      35
 3217.3  ,      47
 3241.7  ,      70
 3266.1  ,      95
 3290.5  ,     112
 3314.9  ,      97
 3339.3  ,      94
 3363.8  ,      72
 3388.2  ,      57
 3412.6  ,      48
 3437.0  ,      32
 3461.4  ,      33
 3485.8  ,      30
 3510.2  ,      43
 3534.6  ,      56
 3559.0  ,     106
 3583.4  ,     203
 3607.9  ,     296
 3632.3  ,     488
 3656.7  ,     641
 3681.1  ,     687
 3705.5  ,     578
 3729.9  ,     457
 3754.3  ,     270
 3778.7  ,     128
 3803.1  ,      57
 3827.6  ,      34
 3852.0  ,      28
 3876.4  ,      24
 3900.8  ,      36
 3925.2  ,      51
 3949.6  ,      68
 3974.0  ,      72
 3998.4  ,      87
 4022.8  ,      88
 4047.2  ,      70
 4071.7  ,      66
 4096.1  ,      45
 4120.5  ,      32
 4144.9  ,      20
 4169.3  ,      15
 4193.7  ,      17
 4218.1  ,      14
 4242.5  ,      16
 4266.9  ,      18
 4291.4  ,      21
 4315.8  ,      16
 4340.2  ,      16
 4364.6  ,      12
 4389.0  ,      30
 4413.4  ,      45
 4437.8  ,      50
 4462.2  ,      90
 4486.6  ,      87
 4511.0  ,      83
 4535.5  ,      53
 4559.9  ,      53
 4584.3  ,      38
 4608.7  ,      46
