"Target: Cliffside_bridge_raster2, Contains DAT files: APB_546752087ESC16810622452_______M1.DAT"
 4633.1  ,      29
 4657.5  ,      24
 4681.9  ,      20
 4706.3  ,      19
 4730.7  ,      16
 4755.2  ,      18
 4779.6  ,       8
 4804.0  ,      15
 4828.4  ,      16
 4852.8  ,      19
 4877.2  ,      21
 4901.6  ,      25
 4926.0  ,      32
 4950.4  ,      22
 4974.9  ,      25
 4999.3  ,      13
 5023.7  ,      15
 5048.1  ,      23
 5072.5  ,      17
 5096.9  ,      21
 5121.3  ,      17
 5145.7  ,      11
 5170.1  ,      19
 5194.5  ,      14
 5219.0  ,      21
 5243.4  ,      18
 5267.8  ,      22
 5292.2  ,      18
 5316.6  ,      29
 5341.0  ,      38
 5365.4  ,      45
 5389.8  ,      46
 5414.2  ,      40
 5438.7  ,      36
 5463.1  ,      37
 5487.5  ,      21
 5511.9  ,      18
 5536.3  ,      18
 5560.7  ,      23
 5585.1  ,      23
 5609.5  ,      16
 5633.9  ,      26
 5658.3  ,      27
 5682.8  ,      18
 5707.2  ,      28
 5731.6  ,      22
 5756.0  ,      35
 5780.4  ,      60
 5804.8  ,      81
 5829.2  ,     114
 5853.6  ,     117
 5878.0  ,     129
 5902.5  ,     144
 5926.9  ,     133
 5951.3  ,      81
 5975.7  ,      62
 6000.1  ,      45
 6024.5  ,      33
 6048.9  ,      36
 6073.3  ,      32
 6097.7  ,      45
 6122.1  ,      43
 6146.6  ,      70
 6171.0  ,      79
 6195.4  ,     127
 6219.8  ,     224
 6244.2  ,     439
 6268.6  ,     805
 6293.0  ,    1395
 6317.4  ,    2214
 6341.8  ,    2891
 6366.3  ,    3455
 6390.7  ,    3442
 6415.1  ,    2973
 6439.5  ,    2274
 6463.9  ,    1440
 6488.3  ,     856
 6512.7  ,     428
 6537.1  ,     211
 6561.5  ,     103
 6586.0  ,      40
 6610.4  ,      26
 6634.8  ,      14
 6659.2  ,      15
 6683.6  ,      17
 6708.0  ,      18
 6732.4  ,      15
 6756.8  ,      24
 6781.2  ,      23
 6805.6  ,      26
 6830.1  ,      39
 6854.5  ,      42
 6878.9  ,      67
 6903.3  ,     111
 6927.7  ,     178
 6952.1  ,     283
 6976.5  ,     379
 7000.9  ,     476
 7025.3  ,     546
 7049.8  ,     562
 7074.2  ,     487
 7098.6  ,     360
 7123.0  ,     222
 7147.4  ,     157
 7171.8  ,      75
 7196.2  ,      34
 7220.6  ,      22
 7245.0  ,      15
 7269.4  ,       9
 7293.9  ,       4
 7318.3  ,      14
 7342.7  ,       8
 7367.1  ,      11
 7391.5  ,      22
 7415.9  ,      24
 7440.3  ,      36
 7464.7  ,      16
 7489.1  ,      18
 7513.6  ,      16
 7538.0  ,      16
 7562.4  ,      10
 7586.8  ,      12
 7611.2  ,      11
 7635.6  ,       9
 7660.0  ,       8
 7684.4  ,       5
 7708.8  ,       7
 7733.2  ,       4
 7757.7  ,      10
 7782.1  ,       9
 7806.5  ,       5
 7830.9  ,       2
 7855.3  ,      11
 7879.7  ,       6
 7904.1  ,       7
 7928.5  ,      11
 7952.9  ,       6
 7977.4  ,       7
 8001.8  ,       7
 8026.2  ,       7
 8050.6  ,      12
 8075.0  ,       8
 8099.4  ,      10
 8123.8  ,      12
 8148.2  ,       9
 8172.6  ,       5
 8197.0  ,      20
 8221.5  ,      10
 8245.9  ,      10
 8270.3  ,      10
 8294.7  ,       7
 8319.1  ,      10
 8343.5  ,      11
 8367.9  ,       7
 8392.3  ,      10
 8416.7  ,      12
 8441.2  ,      17
 8465.6  ,      10
 8490.0  ,      29
 8514.4  ,      27
 8538.8  ,      42
 8563.2  ,      48
 8587.6  ,      52
 8612.0  ,      73
 8636.4  ,      64
 8660.9  ,      63
 8685.3  ,      43
 8709.7  ,      32
 8734.1  ,      14
 8758.5  ,      11
 8782.9  ,       8
 8807.3  ,       6
 8831.7  ,      10
 8856.1  ,       8
 8880.5  ,       5
 8905.0  ,       5
 8929.4  ,       7
 8953.8  ,       5
 8978.2  ,       6
 9002.6  ,      10
 9027.0  ,      10
 9051.4  ,       6
 9075.8  ,       4
 9100.2  ,       1
 9124.7  ,       7
 9149.1  ,       8
 9173.5  ,       8
 9197.9  ,       7
 9222.3  ,       9
 9246.7  ,       7
 9271.1  ,       4
 9295.5  ,       8
 9319.9  ,       6
 9344.3  ,       5
 9368.8  ,      10
 9393.2  ,       8
 9417.6  ,       3
 9442.0  ,       7
 9466.4  ,      14
 9490.8  ,      14
 9515.2  ,      12
 9539.6  ,      17
 9564.0  ,      16
 9588.5  ,      16
 9612.9  ,      11
 9637.3  ,      17
 9661.7  ,       8
 9686.1  ,      13
 9710.5  ,      11
 9734.9  ,       6
 9759.3  ,      12
 9783.7  ,      10
 9808.1  ,       9
 9832.6  ,      13
 9857.0  ,      18
 9881.4  ,      14
 9905.8  ,      17
 9930.2  ,      16
 9954.6  ,       4
 9979.0  ,       8
10003.4  ,       9
10027.8  ,       8
10052.3  ,       9
10076.7  ,       5
10101.1  ,       6
10125.5  ,       4
10149.9  ,       5
10174.3  ,      10
10198.7  ,       6
10223.1  ,       6
10247.5  ,       8
10272.0  ,       8
10296.4  ,      11
10320.8  ,      11
10345.2  ,       6
10369.6  ,       5
10394.0  ,       5
10418.4  ,      10
10442.8  ,       3
10467.2  ,       8
10491.6  ,      10
10516.1  ,       8
10540.5  ,      17
10564.9  ,       8
10589.3  ,      12
10613.7  ,      10
10638.1  ,       8
10662.5  ,       4
10686.9  ,       8
10711.3  ,       9
10735.8  ,       7
10760.2  ,       1
10784.6  ,       3
10809.0  ,       8
10833.4  ,       7
10857.8  ,       7
10882.2  ,       7
10906.6  ,       6
10931.0  ,       3
10955.4  ,       6
10979.9  ,       3
11004.3  ,       4
11028.7  ,      10
11053.1  ,      10
11077.5  ,      13
11101.9  ,       7
11126.3  ,       6
11150.7  ,       4
11175.1  ,      13
11199.6  ,      10
11224.0  ,       9
11248.4  ,      10
11272.8  ,       8
11297.2  ,       9
11321.6  ,      10
11346.0  ,      12
11370.4  ,       8
11394.8  ,      10
11419.2  ,       8
11443.7  ,       7
11468.1  ,      14
11492.5  ,      11
11516.9  ,      17
11541.3  ,      11
11565.7  ,      13
11590.1  ,      11
11614.5  ,       7
11638.9  ,      10
11663.4  ,      17
11687.8  ,      13
11712.2  ,       8
11736.6  ,      19
11761.0  ,      14
11785.4  ,      19
11809.8  ,      27
11834.2  ,      29
11858.6  ,      22
11883.1  ,      43
11907.5  ,      39
11931.9  ,      29
11956.3  ,      41
11980.7  ,      28
12005.1  ,      19
12029.5  ,      15
12053.9  ,      16
12078.3  ,      18
12102.7  ,      21
12127.2  ,      17
12151.6  ,      16
12176.0  ,      15
12200.4  ,      13
12224.8  ,      13
12249.2  ,      15
12273.6  ,       9
12298.0  ,      10
12322.4  ,       9
12346.9  ,      10
12371.3  ,       8
12395.7  ,       7
12420.1  ,      14
12444.5  ,      16
12468.9  ,      17
12493.3  ,      14
12517.7  ,      13
12542.1  ,      11
12566.5  ,      17
12591.0  ,      10
12615.4  ,      13
12639.8  ,      13
12664.2  ,      27
12688.6  ,      17
12713.0  ,      13
12737.4  ,      16
12761.8  ,      11
12786.2  ,      20
12810.7  ,      12
12835.1  ,      16
12859.5  ,      16
12883.9  ,      15
12908.3  ,      10
12932.7  ,      19
12957.1  ,      18
12981.5  ,      19
13005.9  ,      16
13030.3  ,      33
13054.8  ,      26
13079.2  ,      31
13103.6  ,      25
13128.0  ,      27
13152.4  ,      41
13176.8  ,      37
13201.2  ,      50
13225.6  ,      55
13250.0  ,      59
13274.5  ,      71
13298.9  ,      66
13323.3  ,      68
13347.7  ,      84
13372.1  ,      76
13396.5  ,      98
13420.9  ,      80
13445.3  ,      94
13469.7  ,      96
13494.2  ,      99
13518.6  ,      91
13543.0  ,     100
13567.4  ,     103
13591.8  ,      82
13616.2  ,      92
13640.6  ,      93
13665.0  ,     100
13689.4  ,      80
13713.8  ,      69
13738.3  ,      57
13762.7  ,      46
13787.1  ,      50
13811.5  ,      42
13835.9  ,      40
13860.3  ,      35
13884.7  ,      35
13909.1  ,      40
13933.5  ,      53
13958.0  ,      32
13982.4  ,      35
14006.8  ,      28
14031.2  ,      42
14055.6  ,      51
14080.0  ,      55
14104.4  ,      60
14128.8  ,      95
14153.2  ,     100
14177.6  ,     109
14202.1  ,     125
14226.5  ,     137
14250.9  ,     143
14275.3  ,     162
14299.7  ,     144
14324.1  ,     112
14348.5  ,      97
14372.9  ,      87
14397.3  ,      60
14421.8  ,      54
14446.2  ,      32
14470.6  ,      18
14495.0  ,      16
14519.4  ,      13
14543.8  ,       7
14568.2  ,       9
14592.6  ,       7
14617.0  ,       8
14641.4  ,      10
14665.9  ,       7
14690.3  ,       5
14714.7  ,      11
14739.1  ,      10
14763.5  ,       6
14787.9  ,      13
14812.3  ,       4
14836.7  ,      19
14861.1  ,       9
14885.6  ,      12
14910.0  ,      16
14934.4  ,      19
14958.8  ,      11
14983.2  ,      11
15007.6  ,      10
15032.0  ,       8
15056.4  ,       6
15080.8  ,       8
15105.2  ,      14
15129.7  ,      14
15154.1  ,      17
15178.5  ,      19
15202.9  ,      13
15227.3  ,      20
15251.7  ,      16
15276.1  ,      12
15300.5  ,       9
15324.9  ,      22
15349.4  ,      20
15373.8  ,      16
15398.2  ,      17
15422.6  ,      16
15447.0  ,      26
15471.4  ,      20
15495.8  ,      36
15520.2  ,      35
15544.6  ,      57
15569.1  ,      69
15593.5  ,     103
15617.9  ,     105
15642.3  ,     147
15666.7  ,     171
15691.1  ,     189
15715.5  ,     232
15739.9  ,     222
15764.3  ,     225
15788.7  ,     206
15813.2  ,     205
15837.6  ,     132
15862.0  ,     114
15886.4  ,     108
15910.8  ,      95
15935.2  ,      60
15959.6  ,      47
15984.0  ,      41
16008.4  ,      36
16032.9  ,      40
16057.3  ,      47
16081.7  ,      45
16106.1  ,      38
16130.5  ,      39
16154.9  ,      34
16179.3  ,      49
16203.7  ,      53
16228.1  ,      44
16252.5  ,      46
16277.0  ,      59
16301.4  ,      64
16325.8  ,      48
16350.2  ,      40
16374.6  ,      54
16399.0  ,      50
16423.4  ,      44
16447.8  ,      57
16472.2  ,      59
16496.7  ,      36
16521.1  ,      38
16545.5  ,      37
16569.9  ,      52
16594.3  ,      55
16618.7  ,      48
16643.1  ,      58
16667.5  ,      70
16691.9  ,      52
16716.3  ,      70
16740.8  ,      64
16765.2  ,      71
16789.6  ,      88
16814.0  ,      75
16838.4  ,      88
16862.8  ,     103
16887.2  ,      93
16911.6  ,     105
16936.0  ,      94
16960.5  ,     104
16984.9  ,     113
17009.3  ,     125
17033.7  ,     133
17058.1  ,     113
17082.5  ,     136
17106.9  ,     135
17131.3  ,     141
17155.7  ,     139
17180.2  ,     114
17204.6  ,     108
17229.0  ,     140
17253.4  ,     128
17277.8  ,     122
17302.2  ,     121
17326.6  ,      94
17351.0  ,     112
17375.4  ,      90
17399.8  ,      60
17424.3  ,      69
17448.7  ,      59
17473.1  ,      57
17497.5  ,      42
17521.9  ,      58
17546.3  ,      72
17570.7  ,      44
17595.1  ,      66
17619.5  ,      90
17644.0  ,      75
17668.4  ,      64
17692.8  ,      63
17717.2  ,      51
17741.6  ,      55
17766.0  ,      54
17790.4  ,      28
17814.8  ,      36
17839.2  ,      35
17863.6  ,      24
17888.1  ,      26
17912.5  ,      25
17936.9  ,      23
17961.3  ,      24
17985.7  ,      21
18010.1  ,      23
18034.5  ,      31
18058.9  ,      24
18083.3  ,      31
18107.8  ,      33
18132.2  ,      54
18156.6  ,      69
18181.0  ,      88
18205.4  ,      80
18229.8  ,      96
18254.2  ,     118
18278.6  ,     104
18303.0  ,     101
18327.4  ,     119
18351.9  ,      92
18376.3  ,      78
18400.7  ,      66
18425.1  ,      45
18449.5  ,      43
18473.9  ,      20
18498.3  ,      20
18522.7  ,      11
18547.1  ,      12
18571.6  ,      12
18596.0  ,       5
18620.4  ,      10
18644.8  ,      11
18669.2  ,       4
18693.6  ,      13
18718.0  ,       8
18742.4  ,       8
18766.8  ,       7
18791.3  ,       8
18815.7  ,       8
18840.1  ,      10
18864.5  ,       6
18888.9  ,       7
18913.3  ,       9
18937.7  ,      10
18962.1  ,       7
18986.5  ,       6
19010.9  ,       6
19035.4  ,      15
19059.8  ,       8
19084.2  ,       6
19108.6  ,       7
19133.0  ,       8
19157.4  ,      12
19181.8  ,      10
19206.2  ,      15
19230.6  ,      14
19255.1  ,       6
19279.5  ,      10
19303.9  ,      17
19328.3  ,      11
19352.7  ,      15
19377.1  ,      16
19401.5  ,      17
19425.9  ,      21
19450.3  ,      23
19474.7  ,      18
19499.2  ,      17
19523.6  ,      22
19548.0  ,      21
19572.4  ,      25
19596.8  ,      20
19621.2  ,      25
19645.6  ,      34
19670.0  ,      33
19694.4  ,      26
19718.9  ,      28
19743.3  ,      28
19767.7  ,      33
19792.1  ,      31
19816.5  ,      27
19840.9  ,      23
19865.3  ,      34
19889.7  ,      31
19914.1  ,      38
19938.5  ,      43
19963.0  ,      26
19987.4  ,      27
20011.8  ,      33
20036.2  ,      27
20060.6  ,      30
20085.0  ,      21
20109.4  ,      21
20133.8  ,      20
20158.2  ,      25
20182.7  ,      19
20207.1  ,      18
20231.5  ,      17
20255.9  ,      23
20280.3  ,      18
20304.7  ,      15
20329.1  ,      22
20353.5  ,      23
20377.9  ,      18
20402.4  ,      17
20426.8  ,      21
20451.2  ,      19
20475.6  ,      16
20500.0  ,      14
20524.4  ,      14
20548.8  ,      15
20573.2  ,       9
20597.6  ,      12
20622.0  ,      15
20646.5  ,      12
20670.9  ,      13
20695.3  ,      11
20719.7  ,      11
20744.1  ,      10
20768.5  ,       7
20792.9  ,       6
20817.3  ,       4
20841.7  ,       7
20866.2  ,       4
20890.6  ,       6
20915.0  ,       7
20939.4  ,      10
20963.8  ,       6
20988.2  ,       6
21012.6  ,       6
21037.0  ,       3
21061.4  ,       7
21085.8  ,       3
21110.3  ,       4
21134.7  ,       3
21159.1  ,       6
21183.5  ,       8
21207.9  ,      10
21232.3  ,       9
21256.7  ,      13
21281.1  ,      11
21305.5  ,      18
21330.0  ,      17
21354.4  ,      18
21378.8  ,      22
21403.2  ,      22
21427.6  ,      23
21452.0  ,      16
21476.4  ,      14
21500.8  ,      18
21525.2  ,      13
21549.6  ,      15
21574.1  ,      12
21598.5  ,      11
21622.9  ,       3
21647.3  ,       4
21671.7  ,       0
21696.1  ,       5
21720.5  ,       4
21744.9  ,       4
21769.3  ,       5
21793.8  ,       3
21818.2  ,       2
21842.6  ,       6
21867.0  ,       6
21891.4  ,       8
21915.8  ,       3
21940.2  ,       7
21964.6  ,       7
21989.0  ,       4
22013.4  ,       2
22037.9  ,       5
22062.3  ,       5
22086.7  ,       7
22111.1  ,       9
22135.5  ,       8
22159.9  ,       8
22184.3  ,       4
22208.7  ,       7
22233.1  ,      11
22257.6  ,      10
22282.0  ,       4
22306.4  ,       3
22330.8  ,       3
22355.2  ,       3
22379.6  ,       1
22404.0  ,       6
22428.4  ,       3
22452.8  ,       5
22477.3  ,       5
22501.7  ,       3
22526.1  ,       2
22550.5  ,       5
22574.9  ,       1
22599.3  ,       2
22623.7  ,       2
22648.1  ,       2
22672.5  ,       4
22696.9  ,       1
22721.4  ,       6
22745.8  ,       6
22770.2  ,       1
22794.6  ,       4
22819.0  ,       2
22843.4  ,       2
22867.8  ,       3
22892.2  ,       1
22916.6  ,       4
22941.1  ,       5
22965.5  ,       2
22989.9  ,       1
23014.3  ,       0
23038.7  ,       3
23063.1  ,       1
23087.5  ,       2
23111.9  ,       3
23136.3  ,       4
23160.7  ,       5
23185.2  ,       3
23209.6  ,       2
23234.0  ,       4
23258.4  ,       2
23282.8  ,       6
23307.2  ,       4
23331.6  ,       1
23356.0  ,       1
23380.4  ,       6
23404.9  ,       1
23429.3  ,       5
23453.7  ,       4
23478.1  ,       0
23502.5  ,       5
23526.9  ,       2
23551.3  ,       2
23575.7  ,       1
23600.1  ,       5
23624.5  ,       2
23649.0  ,       2
23673.4  ,       3
23697.8  ,       2
23722.2  ,       3
23746.6  ,       2
23771.0  ,       1
23795.4  ,       3
23819.8  ,       3
23844.2  ,       5
23868.7  ,       2
23893.1  ,       0
23917.5  ,       4
23941.9  ,       2
23966.3  ,       4
23990.7  ,       5
24015.1  ,       4
24039.5  ,       5
24063.9  ,       3
24088.4  ,       6
24112.8  ,       2
24137.2  ,       1
24161.6  ,       3
24186.0  ,       9
24210.4  ,       1
24234.8  ,       3
24259.2  ,       4
24283.6  ,       4
24308.0  ,       4
24332.5  ,       4
24356.9  ,       2
24381.3  ,       3
24405.7  ,       3
24430.1  ,       3
24454.5  ,       5
24478.9  ,       1
24503.3  ,       0
24527.7  ,       1
24552.2  ,       1
24576.6  ,       2
24601.0  ,       3
24625.4  ,       3
24649.8  ,       0
24674.2  ,       2
24698.6  ,       0
24723.0  ,       4
24747.4  ,       1
24771.8  ,       1
24796.3  ,       3
24820.7  ,      11
24845.1  ,       4
24869.5  ,       4
24893.9  ,       7
24918.3  ,       4
24942.7  ,       3
24967.1  ,       2
24991.5  ,       2
25016.0  ,       5
25040.4  ,       4
25064.8  ,       3
25089.2  ,       2
25113.6  ,       5
25138.0  ,       3
25162.4  ,       3
25186.8  ,       3
25211.2  ,       3
25235.6  ,       3
25260.1  ,       2
25284.5  ,       8
25308.9  ,       8
25333.3  ,       3
25357.7  ,       3
25382.1  ,       0
25406.5  ,       2
25430.9  ,       4
25455.3  ,    8912
