"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.40    ,  0.14  
MgO     ,  4.35    ,  0.17  
Al2O3   ,  7.48    ,  0.19  
SiO2    , 42.12    ,  0.43  
P2O5    ,  0.90    ,  0.05  
SO3     , 14.16    ,  0.15  
Cl      ,  1.65    ,  0.03  
K2O     ,  0.82    ,  0.04  
CaO     ,  7.69    ,  0.08  
TiO2    ,  0.98    ,  0.03  
Cr2O3   ,  0.28    ,  0.01  
MnO     ,  0.13    ,  0.01  
FeO     , 16.75    ,  0.20  
Ni      ,  0.0794  ,  0.0040
Zn      ,  0.0720  ,  0.0025
Br      ,  0.0568  ,  0.0020
