"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.75    ,  0.14  
MgO     ,  8.30    ,  0.25  
Al2O3   ,  9.93    ,  0.29  
SiO2    , 45.16    ,  0.54  
P2O5    ,  0.81    ,  0.05  
SO3     ,  3.75    ,  0.08  
Cl      ,  0.57    ,  0.02  
K2O     ,  0.48    ,  0.02  
CaO     ,  7.59    ,  0.08  
TiO2    ,  0.98    ,  0.03  
Cr2O3   ,  0.52    ,  0.01  
MnO     ,  0.41    ,  0.01  
FeO     , 18.63    ,  0.20  
Ni      ,  0.0391  ,  0.0020
Zn      ,  0.0234  ,  0.0010
Br      ,  0.0032  ,  0.0005
