"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.08    ,  0.14  
MgO     ,  7.49    ,  0.17  
Al2O3   , 11.52    ,  0.29  
SiO2    , 42.95    ,  0.54  
P2O5    ,  0.72    ,  0.05  
SO3     ,  3.35    ,  0.05  
Cl      ,  0.73    ,  0.02  
K2O     ,  0.46    ,  0.02  
CaO     ,  6.12    ,  0.07  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.51    ,  0.01  
MnO     ,  0.27    ,  0.01  
FeO     , 21.55    ,  0.26  
Ni      ,  0.0543  ,  0.0030
Zn      ,  0.0377  ,  0.0015
Br      ,  0.0377  ,  0.0015
