"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.94    ,  0.14  
MgO     ,  7.36    ,  0.17  
Al2O3   ,  8.73    ,  0.19  
SiO2    , 47.50    ,  0.54  
P2O5    ,  1.16    ,  0.07  
SO3     ,  3.71    ,  0.05  
Cl      ,  1.19    ,  0.02  
K2O     ,  0.93    ,  0.04  
CaO     ,  4.62    ,  0.06  
TiO2    ,  0.94    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.24    ,  0.01  
FeO     , 20.10    ,  0.26  
Ni      ,  0.0712  ,  0.0040
Zn      ,  0.0946  ,  0.0030
Br      ,  0.0506  ,  0.0020
