"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.35    ,  0.34  
MgO     ,  5.60    ,  1.17  
Al2O3   ,  6.26    ,  0.19  
SiO2    , 37.04    ,  0.54  
P2O5    ,  0.64    ,  0.14  
SO3     , 16.19    ,  0.32  
Cl      ,  0.46    ,  0.05  
K2O     ,  0.59    ,  0.12  
CaO     ,  9.98    ,  0.14  
TiO2    ,  1.12    ,  0.24  
Cr2O3   ,  0.28    ,  0.05  
MnO     ,  0.43    ,  0.04  
FeO     , 19.41    ,  0.26  
Ni      ,  0.0592  ,  0.0075
Zn      ,  0.3894  ,  0.0120
Br      ,  0.0669  ,  0.0030
