"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.18    ,  0.14  
MgO     ,  8.26    ,  0.17  
Al2O3   ,  8.33    ,  0.19  
SiO2    , 43.59    ,  0.54  
P2O5    ,  1.00    ,  0.07  
SO3     , 11.02    ,  0.20  
Cl      ,  1.38    ,  0.05  
K2O     ,  0.87    ,  0.04  
CaO     ,  3.47    ,  0.06  
TiO2    ,  1.02    ,  0.03  
Cr2O3   ,  0.31    ,  0.03  
MnO     ,  0.19    ,  0.01  
FeO     , 18.02    ,  0.20  
Ni      ,  0.0910  ,  0.0050
Zn      ,  0.1307  ,  0.0040
Br      ,  0.0504  ,  0.0020
