"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.35    ,  0.14  
MgO     ,  6.97    ,  0.17  
Al2O3   ,  8.80    ,  0.19  
SiO2    , 45.43    ,  0.54  
P2O5    ,  0.97    ,  0.07  
SO3     ,  6.55    ,  0.10  
Cl      ,  1.43    ,  0.03  
K2O     ,  0.78    ,  0.02  
CaO     ,  4.70    ,  0.06  
TiO2    ,  1.02    ,  0.03  
Cr2O3   ,  0.31    ,  0.01  
MnO     ,  0.30    ,  0.01  
FeO     , 19.87    ,  0.26  
Ni      ,  0.0815  ,  0.0045
Zn      ,  0.2723  ,  0.0085
Br      ,  0.0418  ,  0.0015
