"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.66    ,  0.14  
MgO     ,  5.96    ,  0.17  
Al2O3   , 11.22    ,  0.29  
SiO2    , 47.80    ,  0.64  
P2O5    ,  1.25    ,  0.07  
SO3     ,  9.58    ,  0.20  
Cl      ,  1.02    ,  0.04  
K2O     ,  0.74    ,  0.02  
CaO     ,  4.16    ,  0.07  
TiO2    ,  1.07    ,  0.05  
Cr2O3   ,  0.29    ,  0.03  
MnO     ,  0.28    ,  0.03  
FeO     , 13.52    ,  0.20  
Ni      ,  0.1260  ,  0.0065
Zn      ,  0.1802  ,  0.0055
Br      ,  0.0097  ,  0.0010
