"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.65    ,  0.14  
MgO     ,  5.55    ,  0.17  
Al2O3   ,  9.27    ,  0.19  
SiO2    , 48.74    ,  0.54  
P2O5    ,  0.73    ,  0.05  
SO3     ,  6.40    ,  0.08  
Cl      ,  1.71    ,  0.03  
K2O     ,  0.99    ,  0.04  
CaO     ,  4.29    ,  0.06  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.12    ,  0.01  
FeO     , 17.92    ,  0.20  
Ni      ,  0.1088  ,  0.0055
Zn      ,  0.0782  ,  0.0025
Br      ,  0.0108  ,  0.0005
