"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  4.21    ,  0.14  
MgO     ,  2.91    ,  0.08  
Al2O3   ,  9.46    ,  0.29  
SiO2    , 56.78    ,  0.64  
P2O5    ,  0.62    ,  0.05  
SO3     ,  3.52    ,  0.05  
Cl      ,  0.84    ,  0.02  
K2O     ,  3.04    ,  0.10  
CaO     ,  3.60    ,  0.04  
TiO2    ,  0.99    ,  0.03  
Cr2O3   ,  0.03    ,  0.01  
MnO     ,  0.20    ,  0.01  
FeO     , 13.65    ,  0.20  
Ni      ,  0.0073  ,  0.0010
Zn      ,  0.0219  ,  0.0010
Br      ,  0.0081  ,  0.0005
