"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.11    ,  0.14  
MgO     ,  5.78    ,  0.17  
Al2O3   ,  7.00    ,  0.19  
SiO2    , 34.81    ,  0.43  
P2O5    ,  0.62    ,  0.05  
SO3     , 19.70    ,  0.22  
Cl      ,  0.72    ,  0.03  
K2O     ,  0.41    ,  0.02  
CaO     , 12.63    ,  0.14  
TiO2    ,  0.74    ,  0.03  
Cr2O3   ,  0.38    ,  0.03  
MnO     ,  0.22    ,  0.01  
FeO     , 14.70    ,  0.20  
Ni      ,  0.0482  ,  0.0025
Zn      ,  0.0450  ,  0.0015
Br      ,  0.0065  ,  0.0005
