"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.68    ,  0.14  
MgO     ,  5.26    ,  0.17  
Al2O3   , 10.13    ,  0.29  
SiO2    , 51.46    ,  0.54  
P2O5    ,  0.68    ,  0.05  
SO3     ,  4.99    ,  0.08  
Cl      ,  0.78    ,  0.02  
K2O     ,  1.05    ,  0.04  
CaO     ,  4.02    ,  0.04  
TiO2    ,  0.97    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.17    ,  0.01  
FeO     , 17.28    ,  0.20  
Ni      ,  0.0961  ,  0.0050
Zn      ,  0.0699  ,  0.0025
Br      ,  0.0032  ,  0.0005
