"Target: Glen_Etive_2_dump_corrected, Contains DAT files: APB_624014555ESC25520763002_______M1.DAT,APB_624028967ESC25520763002_______M1.DAT"
  484.9  ,   28464
  509.3  ,       0
  533.7  ,       0
  558.1  ,       0
  582.5  ,       0
  606.9  ,     111
  631.2  ,    3155
  655.6  ,    3313
  680.0  ,    3730
  704.4  ,    3796
  728.8  ,    3503
  753.2  ,    3266
  777.6  ,    3185
  802.0  ,    3147
  826.4  ,    3073
  850.8  ,    3185
  875.2  ,    3327
  899.6  ,    3436
  923.9  ,    3667
  948.3  ,    4294
  972.7  ,    6114
  997.1  ,    8468
 1021.5  ,   10201
 1045.9  ,   10125
 1070.3  ,    7594
 1094.7  ,    5694
 1119.1  ,    4947
 1143.5  ,    5693
 1167.9  ,    8487
 1192.3  ,   14770
 1216.6  ,   22465
 1241.0  ,   27007
 1265.4  ,   23395
 1289.8  ,   15910
 1314.2  ,    9858
 1338.6  ,    7103
 1363.0  ,    7621
 1387.4  ,   11895
 1411.8  ,   23417
 1436.2  ,   41770
 1460.6  ,   58392
 1485.0  ,   61561
 1509.3  ,   46464
 1533.7  ,   28111
 1558.1  ,   16153
 1582.5  ,   11892
 1606.9  ,   14508
 1631.3  ,   29379
 1655.7  ,   69337
 1680.1  ,  140986
 1704.5  ,  220046
 1728.9  ,  254874
 1753.3  ,  216116
 1777.6  ,  136102
 1802.0  ,   67385
 1826.4  ,   30324
 1850.8  ,   15577
 1875.2  ,    9761
 1899.6  ,    6602
 1924.0  ,    4903
 1948.4  ,    4264
 1972.8  ,    4359
 1997.2  ,    4624
 2021.6  ,    4349
 2046.0  ,    3764
 2070.3  ,    3006
 2094.7  ,    2633
 2119.1  ,    2626
 2143.5  ,    2734
 2167.9  ,    3593
 2192.3  ,    5574
 2216.7  ,   11070
 2241.1  ,   20096
 2265.5  ,   31138
 2289.9  ,   38079
 2314.3  ,   35997
 2338.7  ,   26519
 2363.0  ,   14996
 2387.4  ,    7585
 2411.8  ,    4487
 2436.2  ,    3670
 2460.6  ,    3655
 2485.0  ,    3538
 2509.4  ,    3046
 2533.8  ,    2919
 2558.2  ,    3346
 2582.6  ,    3797
 2607.0  ,    4173
 2631.4  ,    3953
 2655.7  ,    2970
 2680.1  ,    1895
 2704.5  ,    1250
 2728.9  ,     950
 2753.3  ,     848
 2777.7  ,     950
 2802.1  ,     997
 2826.5  ,    1006
 2850.9  ,    1032
 2875.3  ,    1116
 2899.7  ,    1227
 2924.0  ,    1295
 2948.4  ,    1448
 2972.8  ,    1231
 2997.2  ,    1112
 3021.6  ,     900
 3046.0  ,     745
 3070.4  ,     754
 3094.8  ,     674
 3119.2  ,     735
 3143.6  ,     821
 3168.0  ,     992
 3192.4  ,    1267
 3216.7  ,    1877
 3241.1  ,    2966
 3265.5  ,    4140
 3289.9  ,    5092
 3314.3  ,    5058
 3338.7  ,    4350
 3363.1  ,    3204
 3387.5  ,    2090
 3411.9  ,    1440
 3436.3  ,    1115
 3460.7  ,    1110
 3485.1  ,    1368
 3509.4  ,    1638
 3533.8  ,    2438
 3558.2  ,    3986
 3582.6  ,    7202
 3607.0  ,   12919
 3631.4  ,   19961
 3655.8  ,   26425
 3680.2  ,   28775
 3704.6  ,   25436
 3729.0  ,   18577
 3753.4  ,   11178
 3777.8  ,    5683
 3802.1  ,    2633
 3826.5  ,    1250
 3850.9  ,     929
 3875.3  ,     969
 3899.7  ,    1305
 3924.1  ,    1833
 3948.5  ,    2764
 3972.9  ,    3500
 3997.3  ,    4003
 4021.7  ,    3813
