"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.52    ,  0.14  
MgO     ,  6.15    ,  0.17  
Al2O3   ,  8.60    ,  0.19  
SiO2    , 45.24    ,  0.54  
P2O5    ,  1.07    ,  0.07  
SO3     ,  7.53    ,  0.12  
Cl      ,  1.23    ,  0.03  
K2O     ,  0.83    ,  0.04  
CaO     ,  5.12    ,  0.06  
TiO2    ,  1.02    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.14    ,  0.01  
FeO     , 19.89    ,  0.26  
Ni      ,  0.0841  ,  0.0045
Zn      ,  0.0566  ,  0.0020
Br      ,  0.0534  ,  0.0020
