"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.30    ,  0.14  
MgO     ,  5.73    ,  0.17  
Al2O3   ,  8.63    ,  0.19  
SiO2    , 48.74    ,  0.54  
P2O5    ,  1.11    ,  0.07  
SO3     ,  3.11    ,  0.08  
Cl      ,  1.49    ,  0.03  
K2O     ,  1.01    ,  0.04  
CaO     ,  2.77    ,  0.04  
TiO2    ,  1.16    ,  0.05  
Cr2O3   ,  0.35    ,  0.01  
MnO     ,  0.35    ,  0.01  
FeO     , 22.79    ,  0.26  
Ni      ,  0.1007  ,  0.0055
Zn      ,  0.2296  ,  0.0070
Br      ,  0.0425  ,  0.0015
