"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.59    ,  0.14  
MgO     ,  1.06    ,  0.83  
Al2O3   ,  2.12    ,  0.10  
SiO2    , 63.58    ,  0.64  
P2O5    ,  1.49    ,  0.09  
SO3     , 15.07    ,  0.20  
Cl      ,  0.31    ,  0.02  
K2O     ,  0.29    ,  0.01  
CaO     ,  8.58    ,  0.10  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.06    ,  0.04  
FeO     ,  4.31    ,  0.07  
Ni      ,  0.0043  ,  0.0025
Zn      ,  0.0078  ,  0.0010
Br      ,  0.0083  ,  0.0005
