"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.52    ,  0.14  
MgO     ,  5.79    ,  0.17  
Al2O3   ,  9.02    ,  0.19  
SiO2    , 47.92    ,  0.54  
P2O5    ,  0.92    ,  0.07  
SO3     ,  6.20    ,  0.10  
Cl      ,  0.94    ,  0.03  
K2O     ,  0.98    ,  0.04  
CaO     ,  4.57    ,  0.06  
TiO2    ,  0.99    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.34    ,  0.01  
FeO     , 19.18    ,  0.20  
Ni      ,  0.0834  ,  0.0045
Zn      ,  0.1002  ,  0.0035
Br      ,  0.0037  ,  0.0005
