"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.05    ,  0.20  
MgO     ,  9.04    ,  0.25  
Al2O3   ,  7.10    ,  0.29  
SiO2    , 40.14    ,  0.64  
P2O5    ,  0.90    ,  0.07  
SO3     ,  6.27    ,  0.20  
Cl      ,  1.30    ,  0.06  
K2O     ,  1.63    ,  0.06  
CaO     ,  5.58    ,  0.10  
TiO2    ,  0.95    ,  0.09  
Cr2O3   ,  0.36    ,  0.05  
MnO     ,  0.51    ,  0.04  
FeO     , 23.38    ,  0.26  
Ni      ,  0.0479  ,  0.0050
Zn      ,  0.3550  ,  0.0110
Br      ,  0.1590  ,  0.0050
