"Target: Windjana_Raster3, Contains DAT files: APB_451823630ESC06120311330_______M1.DAT"
 5268.3  ,      41
 5292.7  ,      49
 5317.1  ,      61
 5341.5  ,      65
 5365.9  ,      80
 5390.3  ,      97
 5414.7  ,     107
 5439.1  ,      81
 5463.5  ,      61
 5487.9  ,      68
 5512.3  ,      52
 5536.7  ,      37
 5561.1  ,      43
 5585.5  ,      46
 5609.9  ,      34
 5634.3  ,      39
 5658.7  ,      37
 5683.1  ,      58
 5707.5  ,      32
 5731.9  ,      65
 5756.3  ,      73
 5780.8  ,      88
 5805.2  ,     138
 5829.6  ,     155
 5854.0  ,     196
 5878.4  ,     205
 5902.8  ,     189
 5927.2  ,     184
 5951.6  ,     130
 5976.0  ,     114
 6000.4  ,      90
 6024.8  ,      90
 6049.2  ,     102
 6073.6  ,     110
 6098.0  ,     125
 6122.4  ,     144
 6146.8  ,     166
 6171.2  ,     257
 6195.6  ,     407
 6220.0  ,     714
 6244.4  ,    1293
 6268.8  ,    2173
 6293.2  ,    3623
 6317.6  ,    5248
 6342.0  ,    6682
 6366.4  ,    7797
 6390.8  ,    8026
 6415.2  ,    7274
 6439.6  ,    5492
 6464.0  ,    3912
 6488.4  ,    2308
 6512.8  ,    1149
 6537.2  ,     565
 6561.6  ,     238
 6586.0  ,     114
 6610.4  ,      58
 6634.8  ,      24
 6659.2  ,      34
 6683.6  ,      36
 6708.0  ,      50
 6732.5  ,      52
 6756.9  ,      54
 6781.3  ,      60
 6805.7  ,      64
 6830.1  ,      86
 6854.5  ,     122
 6878.9  ,     191
 6903.3  ,     308
 6927.7  ,     469
 6952.1  ,     647
 6976.5  ,     909
 7000.9  ,    1087
 7025.3  ,    1344
 7049.7  ,    1239
 7074.1  ,    1162
 7098.5  ,     919
 7122.9  ,     653
 7147.3  ,     344
 7171.7  ,     184
 7196.1  ,      98
 7220.5  ,      53
 7244.9  ,      25
 7269.3  ,      16
 7293.7  ,      16
 7318.1  ,      15
 7342.5  ,      19
 7366.9  ,      18
 7391.3  ,      17
 7415.7  ,      33
 7440.1  ,      21
 7464.5  ,      25
 7488.9  ,      34
 7513.3  ,      29
 7537.7  ,      26
 7562.1  ,      14
 7586.5  ,      11
 7610.9  ,      14
 7635.3  ,       8
 7659.7  ,      11
 7684.1  ,       9
 7708.6  ,       9
 7733.0  ,       9
 7757.4  ,       6
 7781.8  ,      11
 7806.2  ,      14
 7830.6  ,      14
 7855.0  ,      16
 7879.4  ,       5
 7903.8  ,      12
 7928.2  ,      11
 7952.6  ,      19
 7977.0  ,      13
 8001.4  ,      13
 8025.8  ,      19
 8050.2  ,       7
 8074.6  ,      13
 8099.0  ,      10
 8123.4  ,      16
 8147.8  ,      14
 8172.2  ,       8
 8196.6  ,      15
 8221.0  ,      19
 8245.4  ,      15
 8269.8  ,      10
 8294.2  ,      10
 8318.6  ,      16
 8343.0  ,      19
 8367.4  ,      20
 8391.8  ,      23
 8416.2  ,      28
 8440.6  ,      44
 8465.0  ,      55
 8489.4  ,      81
 8513.8  ,     119
 8538.2  ,     181
 8562.6  ,     247
 8587.0  ,     272
 8611.4  ,     280
 8635.8  ,     296
 8660.3  ,     255
 8684.7  ,     216
 8709.1  ,     122
 8733.5  ,      93
 8757.9  ,      51
 8782.3  ,      41
 8806.7  ,      17
 8831.1  ,      13
 8855.5  ,      15
 8879.9  ,       7
 8904.3  ,      11
 8928.7  ,       3
 8953.1  ,      17
 8977.5  ,       5
 9001.9  ,       8
 9026.3  ,      14
 9050.7  ,       6
 9075.1  ,       9
 9099.5  ,       6
 9123.9  ,       8
 9148.3  ,      12
 9172.7  ,      10
 9197.1  ,       6
 9221.5  ,      10
 9245.9  ,       9
 9270.3  ,      15
 9294.7  ,       6
 9319.1  ,       8
 9343.5  ,      12
 9367.9  ,      16
 9392.3  ,      18
 9416.7  ,      12
 9441.1  ,      35
 9465.5  ,      37
 9489.9  ,      39
 9514.3  ,      41
 9538.7  ,      47
 9563.1  ,      52
 9587.5  ,      61
 9612.0  ,      52
 9636.4  ,      44
 9660.8  ,      36
 9685.2  ,      21
 9709.6  ,      21
 9734.0  ,      17
 9758.4  ,       9
 9782.8  ,      17
 9807.2  ,      22
 9831.6  ,      17
 9856.0  ,      16
 9880.4  ,      14
 9904.8  ,      17
 9929.2  ,      15
 9953.6  ,      16
 9978.0  ,      10
10002.4  ,      10
10026.8  ,       7
10051.2  ,       8
10075.6  ,      10
10100.0  ,       8
10124.4  ,       7
10148.8  ,       5
10173.2  ,       2
10197.6  ,      10
10222.0  ,       4
10246.4  ,       8
10270.8  ,       6
10295.2  ,       8
10319.6  ,       5
10344.0  ,       9
10368.4  ,       5
10392.8  ,       7
10417.2  ,       8
10441.6  ,       4
10466.0  ,       8
10490.4  ,      11
10514.8  ,       7
10539.2  ,      10
10563.6  ,       8
10588.1  ,       6
10612.5  ,       8
10636.9  ,      10
10661.3  ,       8
10685.7  ,       8
10710.1  ,       8
10734.5  ,       5
10758.9  ,      11
10783.3  ,       7
10807.7  ,       5
10832.1  ,       8
10856.5  ,      10
10880.9  ,       7
10905.3  ,       9
10929.7  ,       8
10954.1  ,      10
10978.5  ,      15
11002.9  ,       8
11027.3  ,       4
11051.7  ,      10
11076.1  ,       9
11100.5  ,       8
11124.9  ,       7
11149.3  ,      10
11173.7  ,       6
11198.1  ,      11
11222.5  ,      17
11246.9  ,       9
11271.3  ,       9
11295.7  ,       9
11320.1  ,      13
11344.5  ,       5
11368.9  ,       6
11393.3  ,      20
11417.7  ,      12
11442.1  ,      10
11466.5  ,      10
11490.9  ,      16
11515.3  ,      28
11539.8  ,      17
11564.2  ,       7
11588.6  ,      16
11613.0  ,      31
11637.4  ,      31
11661.8  ,      31
11686.2  ,      56
11710.6  ,      60
11735.0  ,      61
11759.4  ,     107
11783.8  ,     159
11808.2  ,     223
11832.6  ,     260
11857.0  ,     265
11881.4  ,     317
11905.8  ,     348
11930.2  ,     323
11954.6  ,     275
11979.0  ,     212
12003.4  ,     160
12027.8  ,     129
12052.2  ,      75
12076.6  ,      53
12101.0  ,      46
12125.4  ,      25
12149.8  ,      21
12174.2  ,      16
12198.6  ,      21
12223.0  ,      13
12247.4  ,       9
12271.8  ,      19
12296.2  ,      12
12320.6  ,      13
12345.0  ,      10
12369.4  ,      10
12393.8  ,      10
12418.2  ,      14
12442.6  ,      14
12467.0  ,      17
12491.5  ,      13
12515.9  ,      15
12540.3  ,      14
12564.7  ,      19
12589.1  ,      18
12613.5  ,      19
12637.9  ,      15
12662.3  ,      16
12686.7  ,      16
12711.1  ,      15
12735.5  ,      15
12759.9  ,      18
12784.3  ,       8
12808.7  ,      20
12833.1  ,      16
12857.5  ,      27
12881.9  ,      21
12906.3  ,      20
12930.7  ,      22
12955.1  ,      33
12979.5  ,      23
13003.9  ,      44
13028.3  ,      41
13052.7  ,      37
13077.1  ,      32
13101.5  ,      42
13125.9  ,      52
13150.3  ,      45
13174.7  ,      64
13199.1  ,      96
13223.5  ,     114
13247.9  ,     109
13272.3  ,     106
13296.7  ,     138
13321.1  ,     120
13345.5  ,     160
13369.9  ,     134
13394.3  ,     125
13418.7  ,     122
13443.1  ,     120
13467.6  ,     158
13492.0  ,     113
13516.4  ,     110
13540.8  ,     140
13565.2  ,     136
13589.6  ,     104
13614.0  ,     105
13638.4  ,     103
13662.8  ,     116
13687.2  ,      91
13711.6  ,      86
13736.0  ,      95
13760.4  ,      69
13784.8  ,      79
13809.2  ,      48
13833.6  ,      48
13858.0  ,      43
13882.4  ,      51
13906.8  ,      43
13931.2  ,      42
13955.6  ,      43
13980.0  ,      56
14004.4  ,      57
14028.8  ,      75
14053.2  ,      93
14077.6  ,      86
14102.0  ,     126
14126.4  ,     134
14150.8  ,     146
14175.2  ,     168
14199.6  ,     193
14224.0  ,     189
14248.4  ,     203
14272.8  ,     249
14297.2  ,     208
14321.6  ,     193
14346.0  ,     167
14370.4  ,     121
14394.8  ,     101
14419.3  ,      76
14443.7  ,      56
14468.1  ,      23
14492.5  ,      11
14516.9  ,      13
14541.3  ,      15
14565.7  ,       7
14590.1  ,       8
14614.5  ,      12
14638.9  ,       9
14663.3  ,      10
14687.7  ,       9
14712.1  ,       7
14736.5  ,      19
14760.9  ,       3
14785.3  ,       7
14809.7  ,      13
14834.1  ,      11
14858.5  ,      12
14882.9  ,      13
14907.3  ,      20
14931.7  ,      21
14956.1  ,      18
14980.5  ,      17
15004.9  ,      22
15029.3  ,      14
15053.7  ,      13
15078.1  ,      21
15102.5  ,      14
15126.9  ,      16
15151.3  ,      11
15175.7  ,      14
15200.1  ,      20
15224.5  ,      22
15248.9  ,      28
15273.3  ,      24
15297.7  ,      20
15322.1  ,      15
15346.5  ,      21
15371.0  ,      22
15395.4  ,      25
15419.8  ,      31
15444.2  ,      21
15468.6  ,      21
15493.0  ,      31
15517.4  ,      38
15541.8  ,      59
15566.2  ,      80
15590.6  ,      83
15615.0  ,      93
15639.4  ,     115
15663.8  ,     171
15688.2  ,     163
15712.6  ,     187
15737.0  ,     202
15761.4  ,     179
15785.8  ,     193
15810.2  ,     163
15834.6  ,     144
15859.0  ,     125
15883.4  ,      95
15907.8  ,      70
15932.2  ,      67
15956.6  ,      53
15981.0  ,      43
16005.4  ,      48
16029.8  ,      48
16054.2  ,      46
16078.6  ,      54
16103.0  ,      62
16127.4  ,      45
16151.8  ,      57
16176.2  ,      51
16200.6  ,      49
16225.0  ,      48
16249.4  ,      55
16273.8  ,      59
16298.2  ,      60
16322.6  ,      59
16347.1  ,      60
16371.5  ,      51
16395.9  ,      55
16420.3  ,      55
16444.7  ,      53
16469.1  ,      70
16493.5  ,      52
16517.9  ,      60
16542.3  ,      61
16566.7  ,      55
16591.1  ,      55
16615.5  ,      56
16639.9  ,      66
16664.3  ,      70
16688.7  ,      71
16713.1  ,      69
16737.5  ,      81
16761.9  ,      82
16786.3  ,      96
16810.7  ,     102
16835.1  ,      84
16859.5  ,     116
16883.9  ,     115
16908.3  ,     121
16932.7  ,     125
16957.1  ,     107
16981.5  ,     121
17005.9  ,     153
17030.3  ,     129
17054.7  ,     134
17079.1  ,     149
17103.5  ,     146
17127.9  ,     169
17152.3  ,     169
17176.7  ,     161
17201.1  ,     175
17225.5  ,     192
17249.9  ,     160
17274.3  ,     169
17298.8  ,     145
17323.2  ,     132
17347.6  ,     132
17372.0  ,     111
17396.4  ,     115
17420.8  ,      98
17445.2  ,      78
17469.6  ,      78
17494.0  ,      73
17518.4  ,      74
17542.8  ,      70
17567.2  ,      64
17591.6  ,      69
17616.0  ,      65
17640.4  ,      67
17664.8  ,      59
17689.2  ,      62
17713.6  ,      66
17738.0  ,      63
17762.4  ,      45
17786.8  ,      49
17811.2  ,      36
17835.6  ,      29
17860.0  ,      38
17884.4  ,      51
17908.8  ,      28
17933.2  ,      35
17957.6  ,      40
17982.0  ,      31
18006.4  ,      37
18030.8  ,      43
18055.2  ,      36
18079.6  ,      66
18104.0  ,      47
18128.4  ,      65
18152.8  ,      77
18177.2  ,      88
18201.6  ,      93
18226.0  ,     131
18250.5  ,     167
18274.9  ,     163
18299.3  ,     162
18323.7  ,     170
18348.1  ,     145
18372.5  ,     111
18396.9  ,     105
18421.3  ,      76
18445.7  ,      62
18470.1  ,      49
18494.5  ,      23
18518.9  ,      19
18543.3  ,      23
18567.7  ,      12
18592.1  ,      14
18616.5  ,      14
18640.9  ,       7
18665.3  ,       7
18689.7  ,      12
18714.1  ,      12
18738.5  ,      12
18762.9  ,       9
18787.3  ,       9
18811.7  ,      13
18836.1  ,       9
18860.5  ,       7
18884.9  ,      10
18909.3  ,       7
18933.7  ,       5
18958.1  ,      14
18982.5  ,      13
19006.9  ,      21
19031.3  ,       8
19055.7  ,      10
19080.1  ,       5
19104.5  ,      17
19128.9  ,      10
19153.3  ,      13
19177.7  ,      14
19202.1  ,      11
19226.6  ,      11
19251.0  ,      10
19275.4  ,      13
19299.8  ,      16
19324.2  ,      12
19348.6  ,      19
19373.0  ,      17
19397.4  ,      24
19421.8  ,      18
19446.2  ,      15
19470.6  ,      33
19495.0  ,      28
19519.4  ,      21
19543.8  ,      24
19568.2  ,      31
19592.6  ,      37
19617.0  ,      38
19641.4  ,      36
19665.8  ,      31
19690.2  ,      33
19714.6  ,      38
19739.0  ,      31
19763.4  ,      43
19787.8  ,      40
19812.2  ,      27
19836.6  ,      37
19861.0  ,      27
19885.4  ,      31
19909.8  ,      32
19934.2  ,      38
19958.6  ,      29
19983.0  ,      37
20007.4  ,      26
20031.8  ,      30
20056.2  ,      36
20080.6  ,      35
20105.0  ,      35
20129.4  ,      26
20153.8  ,      21
20178.3  ,      25
20202.7  ,      28
20227.1  ,      21
20251.5  ,      26
20275.9  ,      33
20300.3  ,      28
20324.7  ,      19
20349.1  ,      16
20373.5  ,      22
20397.9  ,      18
20422.3  ,      24
20446.7  ,      13
20471.1  ,      20
20495.5  ,      19
20519.9  ,      15
20544.3  ,      18
20568.7  ,      11
20593.1  ,      19
20617.5  ,      15
20641.9  ,      18
20666.3  ,      16
20690.7  ,       8
20715.1  ,       7
20739.5  ,      13
20763.9  ,      10
20788.3  ,      17
20812.7  ,      11
20837.1  ,      14
20861.5  ,       7
20885.9  ,       8
20910.3  ,       8
20934.7  ,       1
20959.1  ,      11
20983.5  ,       9
21007.9  ,       8
21032.3  ,       7
21056.7  ,       4
21081.1  ,       6
21105.5  ,       7
21130.0  ,      11
21154.4  ,      15
21178.8  ,      10
21203.2  ,      12
21227.6  ,      11
21252.0  ,      16
21276.4  ,      17
21300.8  ,      18
21325.2  ,      17
21349.6  ,      38
21374.0  ,      29
21398.4  ,      43
21422.8  ,      35
21447.2  ,      35
21471.6  ,      35
21496.0  ,      22
21520.4  ,      22
21544.8  ,      24
21569.2  ,      24
21593.6  ,      17
21618.0  ,       4
21642.4  ,      12
21666.8  ,      10
21691.2  ,       0
21715.6  ,       7
21740.0  ,       5
21764.4  ,       5
21788.8  ,       5
21813.2  ,       9
21837.6  ,       4
21862.0  ,      10
21886.4  ,       3
21910.8  ,       4
21935.2  ,       8
21959.6  ,       4
21984.0  ,       2
22008.4  ,       3
22032.8  ,      11
22057.2  ,      12
22081.6  ,      11
22106.1  ,       4
22130.5  ,       9
22154.9  ,      10
22179.3  ,       9
22203.7  ,       8
22228.1  ,       8
22252.5  ,       7
22276.9  ,      12
22301.3  ,       7
22325.7  ,       8
22350.1  ,       3
22374.5  ,       4
22398.9  ,       5
22423.3  ,       4
22447.7  ,       5
22472.1  ,       2
22496.5  ,       5
22520.9  ,       4
22545.3  ,       4
22569.7  ,       2
22594.1  ,       4
22618.5  ,       4
22642.9  ,       3
22667.3  ,       3
22691.7  ,       2
22716.1  ,       2
22740.5  ,       5
22764.9  ,       3
22789.3  ,       2
22813.7  ,       5
22838.1  ,       5
22862.5  ,       4
22886.9  ,       5
22911.3  ,       5
22935.7  ,       5
22960.1  ,       1
22984.5  ,       3
23008.9  ,       3
23033.3  ,       1
23057.8  ,       3
23082.2  ,       3
23106.6  ,       4
23131.0  ,       2
23155.4  ,       3
23179.8  ,       2
23204.2  ,       1
23228.6  ,       2
23253.0  ,       6
23277.4  ,       3
23301.8  ,       6
23326.2  ,       4
23350.6  ,       2
23375.0  ,       1
23399.4  ,       2
23423.8  ,       3
23448.2  ,       4
23472.6  ,       3
23497.0  ,       5
23521.4  ,       5
23545.8  ,       3
23570.2  ,       2
23594.6  ,       0
23619.0  ,       2
23643.4  ,       2
23667.8  ,       8
23692.2  ,       3
23716.6  ,       3
23741.0  ,       2
23765.4  ,       6
23789.8  ,       4
23814.2  ,       4
23838.6  ,       1
23863.0  ,       8
23887.4  ,       2
23911.8  ,       1
23936.2  ,       4
23960.6  ,       8
23985.0  ,       3
24009.5  ,       4
24033.9  ,       2
24058.3  ,       5
24082.7  ,       1
24107.1  ,       4
24131.5  ,       2
24155.9  ,       2
24180.3  ,       5
24204.7  ,       3
24229.1  ,       3
24253.5  ,       5
24277.9  ,       2
24302.3  ,       2
24326.7  ,       5
24351.1  ,       0
24375.5  ,       4
24399.9  ,       8
24424.3  ,       3
24448.7  ,       6
24473.1  ,       6
24497.5  ,       4
24521.9  ,       1
24546.3  ,       7
24570.7  ,       5
24595.1  ,       2
24619.5  ,       2
24643.9  ,       4
24668.3  ,       6
24692.7  ,       4
24717.1  ,       5
24741.5  ,       4
24765.9  ,       4
24790.3  ,       1
24814.7  ,       5
24839.1  ,       4
24863.5  ,       7
24887.9  ,       4
24912.3  ,       3
24936.7  ,       0
24961.1  ,       5
24985.6  ,       4
25010.0  ,       2
25034.4  ,       4
25058.8  ,      10
25083.2  ,       6
25107.6  ,       3
25132.0  ,       4
25156.4  ,       2
25180.8  ,       5
25205.2  ,       3
25229.6  ,       8
25254.0  ,       2
25278.4  ,       3
25302.8  ,       3
25327.2  ,       3
25351.6  ,       2
25376.0  ,       2
25400.4  ,       4
25424.8  ,       4
25449.2  ,    9644
