"Target: Windjana_Raster1, Contains DAT files: APB_451821664ESC06120311330_______M1.DAT"
 9104.0  ,       9
 9128.4  ,      13
 9152.8  ,      10
 9177.2  ,      15
 9201.7  ,      14
 9226.1  ,       9
 9250.5  ,      11
 9274.9  ,      15
 9299.3  ,       8
 9323.7  ,       9
 9348.2  ,      12
 9372.6  ,      13
 9397.0  ,      19
 9421.4  ,      22
 9445.8  ,      36
 9470.2  ,      31
 9494.7  ,      54
 9519.1  ,      44
 9543.5  ,      43
 9567.9  ,      52
 9592.3  ,      54
 9616.7  ,      47
 9641.1  ,      34
 9665.6  ,      21
 9690.0  ,      19
 9714.4  ,      13
 9738.8  ,      10
 9763.2  ,      11
 9787.6  ,      15
 9812.1  ,      17
 9836.5  ,      10
 9860.9  ,      15
 9885.3  ,      17
 9909.7  ,      12
 9934.1  ,      14
 9958.6  ,      19
 9983.0  ,       7
10007.4  ,       5
10031.8  ,      10
10056.2  ,       5
10080.6  ,       7
10105.1  ,       1
10129.5  ,       6
10153.9  ,       6
10178.3  ,       7
10202.7  ,      11
10227.1  ,       3
10251.6  ,       7
10276.0  ,       6
10300.4  ,       8
10324.8  ,      10
10349.2  ,      17
10373.6  ,      10
10398.0  ,       8
10422.5  ,       9
10446.9  ,       4
10471.3  ,      10
10495.7  ,       3
10520.1  ,      10
10544.5  ,       8
10569.0  ,       3
10593.4  ,      11
10617.8  ,      10
10642.2  ,       9
10666.6  ,       9
10691.0  ,       9
10715.5  ,       9
10739.9  ,      11
10764.3  ,       8
10788.7  ,       8
10813.1  ,      12
10837.5  ,      14
10862.0  ,       6
10886.4  ,      12
10910.8  ,      13
10935.2  ,       9
10959.6  ,      12
10984.0  ,       9
11008.5  ,      10
11032.9  ,      13
11057.3  ,       8
11081.7  ,      10
11106.1  ,      12
11130.5  ,      10
11154.9  ,       8
11179.4  ,      11
11203.8  ,       7
11228.2  ,      16
11252.6  ,      10
11277.0  ,       9
11301.4  ,      10
11325.9  ,      13
11350.3  ,      13
11374.7  ,      14
11399.1  ,      11
11423.5  ,       9
11447.9  ,      17
11472.4  ,      16
11496.8  ,      12
11521.2  ,      20
11545.6  ,      22
11570.0  ,      21
11594.4  ,      16
11618.9  ,      29
11643.3  ,      20
11667.7  ,      34
11692.1  ,      53
11716.5  ,      65
11740.9  ,      94
11765.4  ,      99
11789.8  ,     179
11814.2  ,     234
11838.6  ,     270
11863.0  ,     288
11887.4  ,     328
11911.8  ,     297
11936.3  ,     294
11960.7  ,     256
11985.1  ,     236
12009.5  ,     160
12033.9  ,     120
12058.3  ,      70
12082.8  ,      50
12107.2  ,      45
12131.6  ,      30
12156.0  ,      23
12180.4  ,      14
12204.8  ,      22
12229.3  ,      13
12253.7  ,      13
12278.1  ,      16
12302.5  ,      12
12326.9  ,      13
12351.3  ,       9
12375.8  ,      13
12400.2  ,      10
12424.6  ,      16
12449.0  ,      11
12473.4  ,      16
12497.8  ,      22
12522.3  ,      13
12546.7  ,      17
12571.1  ,      17
12595.5  ,      14
12619.9  ,      17
12644.3  ,      19
12668.7  ,      14
12693.2  ,      18
12717.6  ,      17
12742.0  ,      15
12766.4  ,      27
12790.8  ,      24
12815.2  ,      20
12839.7  ,      24
12864.1  ,      21
12888.5  ,      28
12912.9  ,      24
12937.3  ,      26
12961.7  ,      31
12986.2  ,      31
13010.6  ,      25
13035.0  ,      32
13059.4  ,      35
13083.8  ,      27
13108.2  ,      43
13132.7  ,      47
13157.1  ,      79
13181.5  ,      81
13205.9  ,     113
13230.3  ,      81
13254.7  ,     122
13279.2  ,     105
13303.6  ,     140
13328.0  ,     137
13352.4  ,     135
13376.8  ,     121
13401.2  ,     121
13425.6  ,     113
13450.1  ,     116
13474.5  ,     133
13498.9  ,     133
13523.3  ,     116
13547.7  ,      99
13572.1  ,     140
13596.6  ,     119
13621.0  ,      94
13645.4  ,     106
13669.8  ,     113
13694.2  ,      81
13718.6  ,      72
13743.1  ,      76
13767.5  ,      79
13791.9  ,      72
13816.3  ,      61
13840.7  ,      48
13865.1  ,      52
13889.6  ,      62
13914.0  ,      52
13938.4  ,      43
13962.8  ,      42
13987.2  ,      74
14011.6  ,      66
14036.1  ,      88
14060.5  ,      79
14084.9  ,      96
14109.3  ,     120
14133.7  ,     136
14158.1  ,     149
14182.5  ,     194
14207.0  ,     165
14231.4  ,     212
14255.8  ,     204
14280.2  ,     232
14304.6  ,     209
14329.0  ,     178
14353.5  ,     136
14377.9  ,     118
14402.3  ,      72
14426.7  ,      73
14451.1  ,      42
14475.5  ,      39
14500.0  ,      26
14524.4  ,      22
14548.8  ,      13
14573.2  ,      11
14597.6  ,      11
14622.0  ,       9
14646.5  ,      10
14670.9  ,       5
14695.3  ,      13
14719.7  ,       9
14744.1  ,       8
14768.5  ,      18
14793.0  ,      16
14817.4  ,      13
14841.8  ,      15
14866.2  ,      14
14890.6  ,      14
14915.0  ,      12
14939.4  ,      20
14963.9  ,      20
14988.3  ,      19
15012.7  ,      15
15037.1  ,      14
15061.5  ,      22
15085.9  ,      15
15110.4  ,      17
15134.8  ,      17
15159.2  ,      16
15183.6  ,      20
15208.0  ,      19
15232.4  ,      19
15256.9  ,      22
15281.3  ,      19
15305.7  ,      15
15330.1  ,      17
15354.5  ,      17
15378.9  ,      25
15403.4  ,      25
15427.8  ,      29
15452.2  ,      33
15476.6  ,      21
15501.0  ,      35
15525.4  ,      43
15549.9  ,      58
15574.3  ,      58
15598.7  ,      99
15623.1  ,     129
15647.5  ,     147
15671.9  ,     152
15696.3  ,     183
15720.8  ,     155
15745.2  ,     196
15769.6  ,     199
15794.0  ,     168
15818.4  ,     144
15842.8  ,     162
15867.3  ,     112
15891.7  ,     110
15916.1  ,      69
15940.5  ,      55
15964.9  ,      52
15989.3  ,      38
16013.8  ,      39
16038.2  ,      40
16062.6  ,      42
16087.0  ,      45
16111.4  ,      56
16135.8  ,      47
16160.3  ,      52
16184.7  ,      50
16209.1  ,      62
16233.5  ,      58
16257.9  ,      56
16282.3  ,      60
16306.8  ,      57
16331.2  ,      57
16355.6  ,      62
16380.0  ,      54
16404.4  ,      61
16428.8  ,      39
16453.2  ,      58
16477.7  ,      71
16502.1  ,      48
16526.5  ,      47
16550.9  ,      45
16575.3  ,      47
16599.7  ,      56
16624.2  ,      54
16648.6  ,      57
16673.0  ,      55
16697.4  ,      74
16721.8  ,      53
16746.2  ,      63
16770.7  ,      79
16795.1  ,      74
16819.5  ,      90
16843.9  ,      82
16868.3  ,     116
16892.7  ,      98
16917.2  ,     105
16941.6  ,     125
16966.0  ,     135
16990.4  ,     139
17014.8  ,     139
17039.2  ,     145
17063.7  ,     161
17088.1  ,     145
17112.5  ,     168
17136.9  ,     135
17161.3  ,     171
17185.7  ,     174
17210.1  ,     145
17234.6  ,     142
17259.0  ,     150
17283.4  ,     161
17307.8  ,     128
17332.2  ,     114
17356.6  ,     110
17381.1  ,     125
17405.5  ,      88
17429.9  ,      87
17454.3  ,      81
17478.7  ,      75
17503.1  ,      70
17527.6  ,      64
17552.0  ,      75
17576.4  ,      80
17600.8  ,      83
17625.2  ,      78
17649.6  ,      67
17674.1  ,      61
17698.5  ,      57
17722.9  ,      58
17747.3  ,      42
17771.7  ,      53
17796.1  ,      35
17820.6  ,      31
17845.0  ,      36
17869.4  ,      41
17893.8  ,      24
17918.2  ,      33
17942.6  ,      27
17967.0  ,      33
17991.5  ,      36
18015.9  ,      38
18040.3  ,      43
18064.7  ,      39
18089.1  ,      44
18113.5  ,      47
18138.0  ,      67
18162.4  ,      86
18186.8  ,     109
18211.2  ,     103
18235.6  ,     159
18260.0  ,     142
18284.5  ,     171
18308.9  ,     177
18333.3  ,     155
18357.7  ,     139
18382.1  ,     136
18406.5  ,      85
18431.0  ,      64
18455.4  ,      48
18479.8  ,      39
18504.2  ,      27
18528.6  ,      13
18553.0  ,      23
18577.5  ,      16
18601.9  ,      12
18626.3  ,       7
18650.7  ,       9
18675.1  ,      10
18699.5  ,       7
18723.9  ,      10
18748.4  ,       6
18772.8  ,       9
18797.2  ,       8
18821.6  ,       9
18846.0  ,       7
18870.4  ,       7
18894.9  ,       6
18919.3  ,      10
18943.7  ,       8
18968.1  ,       7
18992.5  ,      16
19016.9  ,       9
19041.4  ,      12
19065.8  ,      10
19090.2  ,      14
19114.6  ,      17
19139.0  ,      16
19163.4  ,       7
19187.9  ,      11
19212.3  ,      14
19236.7  ,      18
19261.1  ,      15
19285.5  ,      19
19309.9  ,      21
19334.4  ,      16
19358.8  ,      18
19383.2  ,      12
19407.6  ,      20
19432.0  ,      28
19456.4  ,      17
19480.8  ,      30
19505.3  ,      25
19529.7  ,      23
19554.1  ,      31
19578.5  ,      34
19602.9  ,      32
19627.3  ,      26
19651.8  ,      27
19676.2  ,      30
19700.6  ,      24
19725.0  ,      29
19749.4  ,      35
19773.8  ,      37
19798.3  ,      28
19822.7  ,      33
19847.1  ,      41
19871.5  ,      37
19895.9  ,      37
19920.3  ,      44
19944.8  ,      34
19969.2  ,      23
19993.6  ,      45
20018.0  ,      24
20042.4  ,      27
20066.8  ,      33
20091.3  ,      32
20115.7  ,      28
20140.1  ,      24
20164.5  ,      24
20188.9  ,      25
20213.3  ,      28
20237.7  ,      25
20262.2  ,      18
20286.6  ,      18
20311.0  ,      18
20335.4  ,      24
20359.8  ,      21
20384.2  ,      16
20408.7  ,      17
20433.1  ,      19
20457.5  ,      22
20481.9  ,      24
20506.3  ,      19
20530.7  ,       8
20555.2  ,      21
20579.6  ,      24
20604.0  ,      14
20628.4  ,      15
20652.8  ,      15
20677.2  ,      11
20701.7  ,      12
20726.1  ,      14
20750.5  ,      14
20774.9  ,      14
20799.3  ,      14
20823.7  ,      11
20848.2  ,       6
20872.6  ,      13
20897.0  ,      18
20921.4  ,      11
20945.8  ,      13
20970.2  ,       9
20994.6  ,       6
21019.1  ,      11
21043.5  ,       3
21067.9  ,       6
21092.3  ,      12
21116.7  ,       6
21141.1  ,      10
21165.6  ,      11
21190.0  ,       8
21214.4  ,      12
21238.8  ,      17
21263.2  ,      23
21287.6  ,      30
21312.1  ,      22
21336.5  ,      20
21360.9  ,      34
21385.3  ,      27
21409.7  ,      32
21434.1  ,      29
21458.6  ,      38
21483.0  ,      33
21507.4  ,      26
21531.8  ,      18
21556.2  ,      21
21580.6  ,      22
21605.1  ,      13
21629.5  ,       7
21653.9  ,       9
21678.3  ,       6
21702.7  ,       7
21727.1  ,       9
21751.5  ,       4
21776.0  ,       4
21800.4  ,       4
21824.8  ,       7
21849.2  ,       8
21873.6  ,       5
21898.0  ,       9
21922.5  ,       8
21946.9  ,       6
21971.3  ,       6
21995.7  ,       7
22020.1  ,       6
22044.5  ,      10
22069.0  ,       9
22093.4  ,       8
22117.8  ,       6
22142.2  ,      15
22166.6  ,      12
22191.0  ,       8
22215.5  ,      13
22239.9  ,       8
22264.3  ,       6
22288.7  ,       7
22313.1  ,       7
22337.5  ,       6
22362.0  ,       3
22386.4  ,       4
22410.8  ,       4
22435.2  ,       4
22459.6  ,       4
22484.0  ,       2
22508.4  ,       5
22532.9  ,       2
22557.3  ,       1
22581.7  ,       2
22606.1  ,       4
22630.5  ,       2
22654.9  ,       3
22679.4  ,       3
22703.8  ,       6
22728.2  ,       2
22752.6  ,       6
22777.0  ,       3
22801.4  ,       2
22825.9  ,       1
22850.3  ,       2
22874.7  ,       7
22899.1  ,       2
22923.5  ,       4
22947.9  ,       8
22972.4  ,       4
22996.8  ,       6
23021.2  ,       3
23045.6  ,       4
23070.0  ,       5
23094.4  ,       3
23118.9  ,       3
23143.3  ,       4
23167.7  ,       3
23192.1  ,       9
23216.5  ,       1
23240.9  ,       2
23265.3  ,       0
23289.8  ,       8
23314.2  ,       7
23338.6  ,       3
23363.0  ,       1
23387.4  ,       3
23411.8  ,       4
23436.3  ,       3
23460.7  ,       3
23485.1  ,       2
23509.5  ,       4
23533.9  ,       2
23558.3  ,       2
23582.8  ,       3
23607.2  ,       5
23631.6  ,       5
23656.0  ,       5
23680.4  ,       3
23704.8  ,       1
23729.3  ,       5
23753.7  ,       1
23778.1  ,       2
23802.5  ,       3
23826.9  ,       5
23851.3  ,       2
23875.8  ,       3
23900.2  ,       1
23924.6  ,       4
23949.0  ,       3
23973.4  ,       4
23997.8  ,       8
24022.2  ,       4
24046.7  ,       1
24071.1  ,       0
24095.5  ,       5
24119.9  ,       8
24144.3  ,       1
24168.7  ,       3
24193.2  ,       3
24217.6  ,       0
24242.0  ,       3
24266.4  ,       1
24290.8  ,       1
24315.2  ,       5
24339.7  ,       4
24364.1  ,       1
24388.5  ,       1
24412.9  ,       1
24437.3  ,       5
24461.7  ,       1
24486.2  ,       1
24510.6  ,       2
24535.0  ,       3
24559.4  ,       1
24583.8  ,       4
24608.2  ,       2
24632.7  ,       3
24657.1  ,       2
24681.5  ,       3
24705.9  ,       3
24730.3  ,       1
24754.7  ,       6
24779.1  ,       3
24803.6  ,       5
24828.0  ,       3
24852.4  ,       6
24876.8  ,       4
24901.2  ,       4
24925.6  ,       4
24950.1  ,       5
24974.5  ,       6
24998.9  ,       1
25023.3  ,       4
25047.7  ,       2
25072.1  ,       5
25096.6  ,       1
25121.0  ,       1
25145.4  ,       3
25169.8  ,       3
25194.2  ,       7
25218.6  ,       6
25243.1  ,       3
25267.5  ,       2
25291.9  ,       6
25316.3  ,       5
25340.7  ,       4
25365.1  ,       2
25389.6  ,       5
25414.0  ,       5
25438.4  ,       7
25462.8  ,    9556
