"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.30    ,  0.14  
MgO     ,  7.04    ,  0.17  
Al2O3   ,  9.16    ,  0.19  
SiO2    , 48.45    ,  0.54  
P2O5    ,  0.95    ,  0.07  
SO3     ,  5.28    ,  0.10  
Cl      ,  1.96    ,  0.04  
K2O     ,  0.98    ,  0.04  
CaO     ,  3.28    ,  0.04  
TiO2    ,  1.15    ,  0.05  
Cr2O3   ,  0.35    ,  0.03  
MnO     ,  0.79    ,  0.03  
FeO     , 17.80    ,  0.20  
Ni      ,  0.0916  ,  0.0050
Zn      ,  0.3177  ,  0.0100
Br      ,  0.0292  ,  0.0010
