"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.32    ,  0.14  
MgO     ,  2.43    ,  0.08  
Al2O3   ,  9.18    ,  0.19  
SiO2    , 61.77    ,  0.64  
P2O5    ,  0.78    ,  0.05  
SO3     ,  9.72    ,  0.10  
Cl      ,  0.87    ,  0.02  
K2O     ,  1.60    ,  0.05  
CaO     ,  6.27    ,  0.07  
TiO2    ,  0.39    ,  0.02  
Cr2O3   ,  0.05    ,  0.01  
MnO     ,  0.13    ,  0.01  
FeO     ,  3.36    ,  0.07  
Ni      ,  0.0033  ,  0.0025
Zn      ,  0.0136  ,  0.0005
Br      ,  0.0083  ,  0.0005
