"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.49    ,  0.14  
MgO     , 10.12    ,  0.25  
Al2O3   ,  9.09    ,  0.19  
SiO2    , 43.62    ,  0.54  
P2O5    ,  0.84    ,  0.05  
SO3     ,  5.46    ,  0.10  
Cl      ,  1.50    ,  0.03  
K2O     ,  0.43    ,  0.02  
CaO     ,  5.88    ,  0.07  
TiO2    ,  0.84    ,  0.03  
Cr2O3   ,  0.41    ,  0.01  
MnO     ,  0.43    ,  0.01  
FeO     , 18.74    ,  0.20  
Ni      ,  0.0486  ,  0.0025
Zn      ,  0.0360  ,  0.0015
Br      ,  0.0243  ,  0.0010
