"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.40    ,  0.14  
MgO     ,  6.96    ,  0.17  
Al2O3   ,  8.89    ,  0.19  
SiO2    , 48.28    ,  0.54  
P2O5    ,  0.80    ,  0.05  
SO3     ,  5.31    ,  0.10  
Cl      ,  1.71    ,  0.04  
K2O     ,  1.03    ,  0.04  
CaO     ,  3.19    ,  0.04  
TiO2    ,  1.11    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.49    ,  0.03  
FeO     , 19.08    ,  0.20  
Ni      ,  0.0793  ,  0.0040
Zn      ,  0.2065  ,  0.0065
Br      ,  0.0473  ,  0.0015
