"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.62    ,  0.14  
MgO     ,  7.59    ,  0.17  
Al2O3   ,  7.84    ,  0.19  
SiO2    , 36.19    ,  0.43  
P2O5    ,  5.49    ,  0.28  
SO3     , 11.52    ,  0.12  
Cl      ,  1.49    ,  0.02  
K2O     ,  0.55    ,  0.02  
CaO     ,  6.54    ,  0.07  
TiO2    ,  0.88    ,  0.03  
Cr2O3   ,  0.25    ,  0.01  
MnO     ,  2.44    ,  0.05  
FeO     , 16.27    ,  0.20  
Ni      ,  0.0309  ,  0.0020
Zn      ,  0.1505  ,  0.0050
Br      ,  0.0232  ,  0.0010
