"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.50    ,  0.34  
MgO     ,  5.97    ,  1.25  
Al2O3   ,  6.91    ,  0.19  
SiO2    , 39.59    ,  0.43  
P2O5    ,  0.81    ,  0.19  
SO3     , 12.81    ,  0.17  
Cl      ,  0.63    ,  0.03  
K2O     ,  0.64    ,  0.13  
CaO     ,  8.12    ,  0.08  
TiO2    ,  1.16    ,  0.24  
Cr2O3   ,  0.34    ,  0.03  
MnO     ,  0.48    ,  0.03  
FeO     , 20.32    ,  0.26  
Ni      ,  0.0714  ,  0.0045
Zn      ,  0.3996  ,  0.0120
Br      ,  0.0806  ,  0.0025
