"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.10    ,  0.20  
MgO     ,  5.07    ,  0.17  
Al2O3   ,  6.14    ,  0.19  
SiO2    , 53.10    ,  0.64  
P2O5    ,  1.03    ,  0.09  
SO3     ,  8.15    ,  0.20  
Cl      ,  0.84    ,  0.04  
K2O     ,  0.73    ,  0.04  
CaO     ,  4.57    ,  0.08  
TiO2    ,  1.12    ,  0.09  
Cr2O3   ,  0.28    ,  0.03  
MnO     ,  0.00    ,  0.04  
FeO     , 16.57    ,  0.20  
Ni      ,  0.0334  ,  0.0040
Zn      ,  0.0567  ,  0.0030
Br      ,  0.0453  ,  0.0015
