"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.32    ,  0.14  
MgO     ,  6.76    ,  0.17  
Al2O3   ,  8.22    ,  0.19  
SiO2    , 43.86    ,  0.54  
P2O5    ,  0.93    ,  0.07  
SO3     , 10.09    ,  0.12  
Cl      ,  1.75    ,  0.04  
K2O     ,  0.94    ,  0.04  
CaO     ,  5.38    ,  0.06  
TiO2    ,  1.03    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.21    ,  0.01  
FeO     , 17.81    ,  0.20  
Ni      ,  0.0871  ,  0.0045
Zn      ,  0.1725  ,  0.0055
Br      ,  0.0557  ,  0.0020
