"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.21    ,  0.07  
MgO     ,  7.59    ,  0.17  
Al2O3   ,  7.83    ,  0.19  
SiO2    , 38.96    ,  0.43  
P2O5    ,  1.37    ,  0.07  
SO3     , 12.06    ,  0.12  
Cl      ,  0.89    ,  0.02  
K2O     ,  0.69    ,  0.02  
CaO     ,  7.77    ,  0.08  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.36    ,  0.01  
MnO     ,  0.66    ,  0.03  
FeO     , 18.22    ,  0.20  
Ni      ,  0.0674  ,  0.0035
Zn      ,  0.1826  ,  0.0055
Br      ,  0.0058  ,  0.0005
