"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.49    ,  0.14  
MgO     ,  7.29    ,  0.17  
Al2O3   ,  9.21    ,  0.19  
SiO2    , 45.40    ,  0.54  
P2O5    ,  1.09    ,  0.07  
SO3     , 10.51    ,  0.12  
Cl      ,  0.64    ,  0.02  
K2O     ,  0.71    ,  0.02  
CaO     ,  4.41    ,  0.06  
TiO2    ,  1.02    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.31    ,  0.01  
FeO     , 15.88    ,  0.20  
Ni      ,  0.3703  ,  0.0190
Zn      ,  0.2171  ,  0.0070
Br      ,  0.0070  ,  0.0005
