"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.50    ,  0.14  
MgO     ,  5.40    ,  0.17  
Al2O3   ,  7.90    ,  0.19  
SiO2    , 42.36    ,  0.54  
P2O5    ,  1.19    ,  0.07  
SO3     ,  9.54    ,  0.20  
Cl      ,  1.53    ,  0.05  
K2O     ,  0.78    ,  0.02  
CaO     ,  5.13    ,  0.07  
TiO2    ,  1.09    ,  0.07  
Cr2O3   ,  0.32    ,  0.03  
MnO     ,  0.24    ,  0.03  
FeO     , 21.59    ,  0.26  
Ni      ,  0.1024  ,  0.0055
Zn      ,  0.1577  ,  0.0050
Br      ,  0.0104  ,  0.0010
