"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.49    ,  0.20  
MgO     ,  5.14    ,  0.33  
Al2O3   , 10.03    ,  0.58  
SiO2    , 50.17    ,  1.07  
P2O5    ,  0.90    ,  0.09  
SO3     ,  5.84    ,  0.30  
Cl      ,  1.16    ,  0.06  
K2O     ,  1.03    ,  0.06  
CaO     ,  4.30    ,  0.22  
TiO2    ,  1.08    ,  0.07  
Cr2O3   ,  0.28    ,  0.03  
MnO     ,  0.21    ,  0.03  
FeO     , 17.11    ,  0.39  
Ni      ,  0.0640  ,  0.0055
Zn      ,  0.1145  ,  0.0060
Br      ,  0.0062  ,  0.0010
