"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.35    ,  0.20  
MgO     ,  8.89    ,  0.25  
Al2O3   ,  6.86    ,  0.29  
SiO2    , 32.72    ,  0.54  
P2O5    ,  7.56    ,  0.40  
SO3     ,  8.76    ,  0.22  
Cl      ,  3.10    ,  0.09  
K2O     ,  0.51    ,  0.04  
CaO     ,  3.09    ,  0.07  
TiO2    ,  0.77    ,  0.07  
Cr2O3   ,  0.20    ,  0.03  
MnO     ,  3.99    ,  0.09  
FeO     , 19.84    ,  0.26  
Ni      ,  0.0310  ,  0.0045
Zn      ,  0.1265  ,  0.0050
Br      ,  0.0153  ,  0.0015
