"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.59    ,  0.14  
MgO     ,  9.36    ,  0.25  
Al2O3   ,  9.39    ,  0.19  
SiO2    , 43.11    ,  0.54  
P2O5    ,  0.81    ,  0.05  
SO3     ,  3.85    ,  0.08  
Cl      ,  0.58    ,  0.02  
K2O     ,  0.44    ,  0.02  
CaO     ,  7.38    ,  0.08  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.56    ,  0.01  
MnO     ,  0.45    ,  0.01  
FeO     , 20.33    ,  0.26  
Ni      ,  0.0504  ,  0.0030
Zn      ,  0.0254  ,  0.0010
Br      ,  0.0025  ,  0.0005
