"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.86    ,  0.20  
MgO     ,  5.39    ,  0.25  
Al2O3   ,  8.66    ,  0.29  
SiO2    , 53.79    ,  0.75  
P2O5    ,  1.53    ,  0.09  
SO3     ,  4.46    ,  0.17  
Cl      ,  0.66    ,  0.05  
K2O     ,  0.82    ,  0.04  
CaO     ,  4.28    ,  0.08  
TiO2    ,  1.29    ,  0.07  
Cr2O3   ,  0.33    ,  0.03  
MnO     ,  0.18    ,  0.03  
FeO     , 15.50    ,  0.20  
Ni      ,  0.0231  ,  0.0040
Zn      ,  0.1142  ,  0.0045
Br      ,  0.0294  ,  0.0020
